"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN001111200","1920","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        72","I","        49","I","         8","I","","","","","","","","","","","","","  50.8"," ,I,1004, ","","","    743.1"," ,I","","","","","",""
"IN001111200","1921","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        83","I","        61","I","        19","I","","","","","","","","","","","",""," 158.8"," ,I,1013, ","","","   1395.4"," ,I","","","","","",""
"IN001111200","1922","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        69","I","        49","I","        11","I","","","","","","","","","","","",""," 177.8"," ,I,1123, ","","","   1141.1"," ,I","","","","","",""
"IN001111200","1923","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        72","I","        51","I","        10","I","","","","","","","","","","","",""," 125.7"," ,I,1029, ","","","    941.2"," ,I","","","","","",""
"IN001111200","1924","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        87","I","        59","I","         9","I","","","","","","","","","","","",""," 108.0"," ,I,0925, ","","","    987.5"," ,I","","","","","",""
"IN001111200","1925","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        98","I","        59","I","        14","I","","","","","","","","","","","",""," 111.0"," ,I,1010, ","","","   1124.6"," ,I","","","","","",""
"IN001111200","1926","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        72","I","        49","I","         7","I","","","","","","","","","","","",""," 150.4"," ,I,0309, ","","","    757.7"," ,I","","","","","",""
"IN001111200","1927","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        86","I","        72","I","        10","I","","","","","","","","","","","",""," 146.3"," ,I,1102, ","","","   1191.9"," ,I","","","","","",""
"IN001111200","1928","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        71","I","        52","I","         7","I","","","","","","","","","","","",""," 160.3"," ,I,1021, ","","","    898.3"," ,I","","","","","",""
"IN001111200","1929","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        72","I","        54","I","         7","I","","","","","","","","","","","","","  95.3"," ,I,0630, ","","","    807.0"," ,I","","","","","",""
"IN001111200","1930","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        96","I","        73","I","        15","I","","","","","","","","","","","",""," 151.4"," ,I,1118, ","","","   1558.7"," ,I","","","","","",""
"IN001111200","1932","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        97","I","        68","I","        11","I","","","","","","","","","","","","","  75.7"," ,I,1012, ","","","    968.2"," ,I","","","","","",""
"IN001111200","1933","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        92","I","        65","I","        11","I","","","","","","","","","","","","","  95.5"," ,I,0731, ","","","   1112.3"," ,I","","","","","",""
"IN001111200","1934","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        76","I","        55","I","         9","I","","","","","","","","","","","","","  90.7"," ,I,1101, ","","","    771.8"," ,I","","","","","",""
"IN001111200","1935","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        67","I","        49","I","        10","I","","","","","","","","","","","",""," 115.6"," ,I,0714, ","","","    832.2"," ,I","","","","","",""
"IN001111200","1936","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","       106","I","        60","I","        14","I","","","","","","","","","","","",""," 128.5"," ,I,1028, ","","","   1206.7"," ,I","","","","","",""
"IN001111200","1937","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        79","I","        43","I","        13","I","","","","","","","","","","","","","  70.9"," ,I,1004, ","","","    875.4"," ,I","","","","","",""
"IN001111200","1938","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        67","I","        43","I","        14","I","","","","","","","","","","","",""," 355.6"," ,I,1126, ","","","   1288.6"," ,I","","","","","",""
"IN001111200","1939","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        56","I","        54","I","        11","I","","","","","","","","","","","",""," 252.7"," ,I,1030, ","","","   1162.7"," ,I","","","","","",""
"IN001111200","1940","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        96","I","        68","I","        12","I","","","","","","","","","","","","","  91.4"," ,I,1113, ","","","   1060.5"," ,I","","","","","",""
"IN001111200","1941","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        59","I","        38","I","         8","I","","","","","","","","","","","",""," 147.6"," ,I,1007, ","","","    866.2"," ,I","","","","","",""
"IN001111200","1942","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        61","I","        37","I","         7","I","","","","","","","","","","","",""," 101.3"," ,I,0408, ","","","    628.7"," ,I","","","","","",""
"IN001111200","1943","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        71","I","        50","I","        14","I","","","","","","","","","","","","","  88.1"," ,I,1016, ","","","   1055.3"," ,I","","","","","",""
"IN001111200","1944","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        77","I","        54","I","         8","I","","","","","","","","","","","",""," 250.4"," ,I,1016, ","","","   1104.3"," ,I","","","","","",""
"IN001111200","1945","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        63","I","        37","I","         7","I","","","","","","","","","","","",""," 141.2"," ,I,1018, ","","","    769.3"," ,I","","","","","",""
"IN001111200","1946","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        68","I","        54","I","        14","I","","","","","","","","","","","",""," 142.7"," ,I,1109, ","","","   1066.7"," ,I","","","","","",""
"IN001111200","1947","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        82","I","        56","I","        12","I","","","","","","","","","","","",""," 159.3"," ,I,1215, ","","","   1098.1"," ,I","","","","","",""
"IN001111200","1948","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        68","I","        45","I","        11","I","","","","","","","","","","","",""," 142.5"," ,I,1108, ","","","    960.1"," ,I","","","","","",""
"IN001111200","1949","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        91","I","        69","I","        18","I","","","","","","","","","","","",""," 502.4"," ,I,1028, ","","","   1647.8"," ,I","","","","","",""
"IN001111200","1950","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        76","I","        56","I","        11","I","","","","","","","","","","","",""," 113.5"," ,I,0910, ","","","    952.6"," ,I","","","","","",""
"IN001111200","1951","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        77","I","        56","I","        11","I","","","","","","","","","","","",""," 121.2"," ,I,0601, ","","","    861.0"," ,I","","","","","",""
"IN001111200","1952","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        79","I","        56","I","        12","I","","","","","","","","","","","","","  54.1"," ,I,1209, ","","","    810.2"," ,I","","","","","",""
"IN001111200","1953","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        76","I","        58","I","        10","I","","","","","","","","","","","",""," 182.1"," ,I,1022, ","","","   1007.6"," ,I","","","","","",""
"IN001111200","1954","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        79","I","        55","I","        13","I","","","","","","","","","","","",""," 116.6"," ,I,0927, ","","","   1094.4"," ,I","","","","","",""
"IN001111200","1955","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        90","I","        64","I","        16","I","","","","","","","","","","","",""," 120.9"," ,I,1017, ","","","   1297.2"," ,I","","","","","",""
"IN001111200","1956","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","       106","I","        83","I","        22","I","","","","","","","","","","","",""," 175.0"," ,I,1008, ","","","   1714.4"," ,I","","","","","",""
"IN001111200","1957","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        75","I","        56","I","        14","I","","","","","","","","","","","","","  79.8"," ,I,0814, ","","","   1076.1"," ,I","","","","","",""
"IN001111200","1958","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        94","I","        72","I","        20","I","","","","","","","","","","","","","  98.9"," ,I,0709, ","","","   1423.8"," ,I","","","","","",""
"IN001111200","1959","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        84","I","        60","I","        18","I","","","","","","","","","","","","","  65.6"," ,I,0419, ","","","   1169.5"," ,I","","","","","",""
"IN001111200","1960","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        65","I","        54","I","        10","I","","","","","","","","","","","",""," 112.0"," ,I,0627, ","","","    982.5"," ,I","","","","","",""
"IN001111200","1961","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        77","I","        64","I","        14","I","","","","","","","","","","","","","  89.2"," ,I,0921, ","","","   1204.2"," ,I","","","","","",""
"IN001111200","1962","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        93","I","        75","I","        21","I","","","","","","","","","","","",""," 117.0"," ,I,0909, ","","","   1663.2"," ,I","","","","","",""
"IN001111200","1963","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        59","I","        46","I","         9","I","","","","","","","","","","","","","  73.4"," ,I,1022, ","","","    790.4"," ,I","","","","","",""
"IN001111200","1964","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        69","I","        59","I","        13","I","","","","","","","","","","","",""," 124.0"," ,I,0719, ","","","   1039.6"," ,I","","","","","",""
"IN001111200","1965","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        56","I","        45","I","         9","I","","","","","","","","","","","","","  86.0"," ,I,0901, ","","","    776.3"," ,I","","","","","",""
"IN001111200","1966","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        61","I","        55","I","        13","I","","","","","","","","","","","","","  76.4"," ,I,1130,+","","","   1075.3"," ,I","","","","","",""
"IN001111200","1967","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        72","I","        53","I","        16","I","","","","","","","","","","","",""," 117.0"," ,I,0722, ","","","   1190.3"," ,I","","","","","",""
"IN001111200","1968","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        66","I","        35","I","         7","I","","","","","","","","","","","",""," 464.7"," ,I,1106, ","","","    996.4"," ,I","","","","","",""
"IN001111200","1969","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        79","I","        60","I","        14","I","","","","","","","","","","","",""," 205.4"," ,I,1017, ","","","   1497.2"," ,I","","","","","",""
"IN001111200","1970","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","        92","I","        58","I","        13","I","","","","","","","","","","","","","  92.2"," ,I,1010, ","","","   1010.8"," ,I","","","","","",""
"IN001111200","2000","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       341","S","       177","S","","","","","   45.6","S,0514, ","","","","","     32.63","S","",""
"IN001111200","2001","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       343","S","       207","S","","","","","   43.5","S,0601, ","","","","","     33.07","S","",""
"IN001111200","2004","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       347","S","       192","S","","","","","   42.5","S,0523, ","","","","","     33.02","S","",""
"IN001111200","2005","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       345","S","       205","S","","","","","   44.4","S,0613, ","","","","","     33.43","S","",""
"IN001111200","2006","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       352","S","       227","S","","","","","   42.4","S,0609, ","","","","","     33.27","S","",""
"IN001111200","2007","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       352","S","       193","S","","","","","   45.1","S,0516, ","","","","","     33.17","S","",""
"IN001111200","2008","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       356","S","       214","S","","","","","   45.4","S,0515, ","","","","","     33.44","S","",""
"IN001111200","2009","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       358","S","       256","S","","","","","   43.0","S,0610, ","","","","","     34.03","S","",""
"IN001111200","2010","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       355","S","       224","S","","","","","   43.4","S,0601,+","","","","","     33.33","S","",""
"IN001111200","2012","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       365","S","       257","S","","","","","   46.6","S,0601,+","","","","","     34.49","S","",""
"IN001111200","2013","16.2","81.15","3.0","MACHILIPATNAM, IN","   3529.9","","    3529.9","S","","","","","","","         0","S","         0","S","         0","S","       362","S","       237","S","   16.0","S,1215, ","","","   46.6","S,0525,+","","","     28.82","S","     33.85","S","     23.79","S"
"IN001111200","2014","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       361","S","       224","S","","","","","   44.5","S,0524,+","","","","","     34.04","S","",""
"IN001111200","2015","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       360","S","       255","S","","","","","   46.9","S,0524,+","","","","","     34.32","S","",""
"IN001111200","2016","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       357","S","       268","S","","","","","   44.7","S,0525,+","","","","","     34.44","S","",""
"IN001111200","2017","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       357","S","       266","S","","","","","   47.3","S,0519,+","","","","","     34.43","S","",""
"IN001111200","2018","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       362","S","       260","S","","","","","   41.4","S,0606,+","","","","","     34.01","S","",""
"IN001111200","2019","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       359","S","       249","S","","","","","   43.5","S,0620,+","","","","","     34.28","S","",""
"IN001111200","2020","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       356","S","       248","S","","","","","   44.0","S,0522,+","","","","","     33.74","S","",""
"IN001111200","2021","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       355","S","       248","S","","","","","   41.2","S,0527,+","","","","","     33.93","S","",""
"IN001111200","2022","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       362","S","       266","S","","","","","   43.3","S,0603,+","","","","","     34.21","S","",""
"IN001111200","2023","16.2","81.15","3.0","MACHILIPATNAM, IN","","","","","","","","","","","","","","","         0","S","       360","S","       282","S","","","","","   43.3","S,0515, ","","","","","     34.65","S","",""
