"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00028500","1908","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        27","6","        14","6","         1","6","","","  26.2"," ,6,0203, ","    178.7"," ,6"
"USC00028500","1909","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        28","6","        14","6","         0","6","         2"," ","   8.1"," ,6,0807, ","     74.7"," ,6"
"USC00028500","1910","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        29","6","        14","6","         0","6","","","  12.4"," ,6,1114, ","    101.6"," ,6"
"USC00028500","1911","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        35","6","        27","6","         2","6","","","  55.1"," ,6,0702, ","    342.6"," ,6"
"USC00028500","1912","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        31","6","        21","6","         0","6","         1"," ","  22.9"," ,6,0310, ","    189.0"," ,6"
"USC00028500","1913","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        35","6","        20","6","         0","6","         1"," ","  20.3"," ,6,0211, ","    170.7"," ,6"
"USC00028500","1914","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        34","6","        22","6","         2","6","         1"," ","  36.1"," ,6,1218, ","    262.3"," ,6"
"USC00028500","1915","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        33","6","        18","6","         2","6","","","  43.9"," ,6,0130, ","    248.9"," ,6"
"USC00028500","1916","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","        45","6","        23","6","         3","6","","","  84.8"," ,6,0909, ","    315.5"," ,6"
