"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014933","1945","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","","","","","","","","","","","","","","","","","","","","","","","","","        52"," ","","","        24"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014933","1946","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    461.8","","     461.8","X","        92","X","        53","X","         9","X","","","         5","X","         8","X","       109","X","        32","X","       154","X","        20","X","       108"," ","","","        52"," ","  -22.8","X,0126, ","","","    81"," ,X,0119, ","  74.2"," ,X,0821, ","   35.6","X,0718,+","-0.6","X,1012","-3.9","X,1112","-5.6","X,1116","-7.8","X,1117","-8.9","X,1122","0.0","X,0512","-3.9","X,0311","-12.2","X,0310","-12.2","X,0310","-12.2","X,0310","    3326.5","5","    3326.5","X","    786.4"," ,X","","","      358"," ,X","     11.01","X","     16.63","X","      5.38","X","","","","","","","","","","","","","","","","","",""
"USW00014933","1947","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    697.0","","     697.0","X","       100","X","        63","X","         9","X","","","         6","X","        10","X","       138","X","        50","X","       142","X","        49","X","        90"," ","","","        48"," ","  -26.1","X,0104, ","","","   284"," ,X,0129, ","  90.2"," ,X,0604, ","   38.9","X,0803, ","-0.6","X,1107","-2.8","X,1108","-6.7","X,1110","-6.7","X,1110","-10.0","X,1111","0.0","X,0529","-2.2","X,0506","-5.0","X,0330","-7.8","X,0326","-10.0","X,0316","    3541.1","1","    3541.1","X","    952.7"," ,X","","","      658"," ,X","      9.94","X","     15.16","X","      4.72","X","","","","","","","","","","","","","","","","","",""
"USW00014933","1948","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    600.5","","     600.5","0","        96","0","        53","0","         8","0","       42","","        12","0","        21","0","       136","0","        65","0","       163","0","        33","0","        90"," ","","","        51"," ","  -24.4","0,0311, ","   356"," ,0,0306, ","   183"," ,0,0301, ","  62.7"," ,0,1119, ","   38.3","0,0706, ","-5.0","0,1017","-5.0","0,1017","-5.0","0,1017","-7.2","0,1122","-8.9","0,1207","0.0","X,0414","-2.2","X,0402","-5.6","X,0328","-14.4","X,0313","-14.4","X,0313","    3583.3","3","    3583.3","0","    759.3"," ,0","","","      880"," ,0","     10.16","0","     15.83","0","      4.48","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1949","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    586.9","","     586.9","0","        87","0","        50","0","         3","0","       55","","         8","0","        13","0","       136","0","        52","0","       165","0","        21","0","        65"," ","","","        46"," ","  -25.0","0,0130, ","   330"," ,0,0128, ","   244"," ,0,0127, ","  31.5"," ,0,0127, ","   36.1","0,0701, ","0.0","0,0929","-2.2","0,1026","-7.8","0,1031","-7.8","0,1031","-9.4","0,1207","-2.2","0,0419","-2.2","0,0419","-6.1","0,0319","-7.8","0,0318","-12.8","0,0315","    3615.3","3","    3615.3","0","    594.5"," ,0","","","      728"," ,0","     10.07","0","     15.82","0","      4.34","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1950","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    357.5","","     357.5","0","        87","0","        54","0","         5","0","       58","","        12","0","        23","0","       158","0","        64","0","       154","0","         1","0","        79"," ","","","        41"," ","  -23.9","0,0131, ","   305"," ,0,0213, ","   170"," ,0,0213, ","  51.1"," ,0,0520, ","   33.9","0,0625, ","-0.6","0,1004","-6.7","0,1104","-6.7","0,1104","-6.7","0,1104","-9.4","0,1110","0.0","0,0501","-2.2","0,0427","-6.1","0,0414","-7.8","0,0413","-13.3","0,0313","    3720.9","9","    3720.9","0","    630.0"," ,0","","","      958"," ,0","      8.47","0","     14.23","0","      2.70","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1951","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    404.2","","     404.2","0","       124","0","        75","0","         5","0","       66","","        14","0","        26","0","       152","0","        71","0","       139","0","         8","0","       107"," ","","","        57"," ","  -26.1","0,1215,+","   330"," ,0,0314,+","   130"," ,0,1214,+","  46.5"," ,0,0702, ","   35.6","0,0830, ","-0.6","0,0928","-2.2","0,1024","-7.8","0,1101","-7.8","0,1101","-12.2","0,1102","-0.6","0,0423","-2.8","0,0417","-11.1","0,0324","-11.1","0,0324","-11.1","0,0324","    3905.0","0","    3905.0","0","    966.7"," ,0","","","      924"," ,0","      8.22","0","     13.35","0","      3.10","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1952","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    568.3","","     568.3","0","        96","0","        58","0","        10","0","       56","","        13","0","         6","0","       154","0","        47","0","       159","0","        29","0","        90"," ","","","        45"," ","  -24.4","0,0129, ","   127"," ,0,1202,+","   102"," ,0,1222, ","  51.1"," ,0,0522, ","   37.8","0,0727, ","-1.1","0,1005","-4.4","0,1006","-4.4","0,1006","-8.3","0,1110","-9.4","0,1126","0.0","0,0416","-2.8","0,0411","-5.6","0,0410","-6.7","0,0325","-9.4","0,0324","    3816.8","8","    3816.8","0","    808.7"," ,0","","","      814"," ,0","     10.04","0","     15.61","0","      4.47","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1953","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    649.6","","     649.6","0","        88","0","        47","0","         5","0","       45","","         6","0","         5","0","       140","0","        40","0","       165","0","        41","0","        81"," ","","","        43"," ","  -22.2","0,0116, ","   127"," ,0,0121,+","   122"," ,0,0120, ","  47.5"," ,0,0627, ","   37.2","0,0928,+","-3.9","0,1027","-3.9","0,1027","-6.1","0,1105","-7.2","0,1108","-11.7","0,1210","0.0","0,0427","-3.3","0,0420","-5.0","0,0418","-9.4","0,0307","-9.4","0,0307","    3591.9","9","    3591.9","0","    509.1"," ,0","","","      598"," ,0","     10.89","0","     16.81","0","      4.96","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1954","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    687.3","","     687.3","0","       104","0","        66","0","         7","0","       22","","         6","0","         8","0","       134","0","        35","0","       149","0","        41","0","        88"," ","","","        61"," ","  -25.6","0,0121, ","   102"," ,0,0330, ","    94"," ,0,0329, ","  70.1"," ,0,0531, ","   39.4","0,0713,+","0.0","0,1018","-6.1","0,1031","-6.1","0,1031","-7.2","0,1102","-9.4","0,1206","0.0","0,0508","-5.6","0,0404","-5.6","0,0404","-8.3","0,0403","-10.0","0,0329","    3298.5","5","    3298.5","0","    920.4"," ,0","","","      389"," ,0","     10.94","0","     16.63","0","      5.25","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1955","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    737.3","","     737.3","0","        91","0","        42","0","         5","0","       51","","         7","0","        13","0","       144","0","        65","0","       168","0","        49","0","        80"," ","","","        38"," ","  -25.0","0,0127, ","   229"," ,0,0205, ","   130"," ,0,0204, ","  38.9"," ,0,0710, ","   40.6","0,0731, ","-1.1","0,1015","-2.8","0,1024","-4.4","0,1102","-7.8","0,1103","-9.4","0,1114","-1.7","0,0407","-7.2","0,0328","-7.2","0,0328","-7.2","0,0328","-10.0","0,0327","    3375.2","2","    3375.2","0","    559.7"," ,0","","","      661"," ,0","     10.18","0","     16.04","0","      4.32","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1956","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    662.9","","     662.9","0","        97","0","        38","0","         1","0","       45","","         9","0","         7","0","       148","0","        49","0","       164","0","        37","0","        94"," ","","","        57"," ","  -25.6","0,0121, ","   102"," ,0,0203,+","   104"," ,0,0201, ","  29.2"," ,0,1013, ","   39.4","0,0726, ","-1.1","0,1107","-3.3","0,1108","-6.1","0,1115","-8.3","0,1116","-9.4","0,1121","0.0","0,0430","-3.9","0,0424","-5.0","0,0329","-8.9","0,0316","-8.9","0,0316","    3864.4","4","    3864.4","0","    434.2"," ,0","","","      616"," ,0","     10.41","0","     16.37","0","      4.46","0","","","","","","","","","","","","","","","","","",""
"USW00014933","1957","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","","","    551.7","","     551.7","0","       122","0","        62","0","         7","0","       46","","        11","0","         9","0","       142","0","        41","0","       141","0","        28","0","       131"," ","","","        48"," ","  -27.8","0,0114, ","   229"," ,0,0115, ","   185"," ,0,0109, ","  31.2"," ,0,0510, ","   38.9","0,0712, ","-3.9","0,1025","-3.9","0,1025","-5.6","0,1027","-7.8","0,1109","-12.2","0,1122","-4.4","0,0414","-4.4","0,0414","-4.4","0,0414","-7.2","0,0412","-10.6","0,0308","    3469.1","1","    3469.1","0","    719.2"," ,0","","","     1073"," ,0","      9.87","0","     15.14","0","      4.61","0","","","","","","","","","","","","","","","","","",""
