"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00034712","2005","35.25","-91.09889","63.1","MCCRORY 6 E, AR US","         1"," ","         3"," ","","","",""
"USC00034712","2006","35.25","-91.09889","63.1","MCCRORY 6 E, AR US","","","","","    1747.5","5","    1747.5","0"
