"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000087418","1960","-32.833","-68.783","704.0","MENDOZA AERO, AR","","","","","","","","","","","         0"," ","        20","G","","","","","","","   -5.7","G,0707, ","","","","","-2.9","G,0520","-2.9","G,0520","-5.7","G,0707","","","-1.3","G,0814","","","","","","","","","","","","","","","      9.94","G"
"AR000087418","1961","-32.833","-68.783","704.0","MENDOZA AERO, AR","","","","","","","","","","","         0","G","        28","G","","","","","","","   -6.9","G,0614, ","","","","","-0.3","G,0606","-2.4","G,0613","-6.9","G,0614","-6.9","G,0614","-1.5","G,0909","","","","","","","","","","","","","","","     10.08","G"
"AR000087418","1962","-32.833","-68.783","704.0","MENDOZA AERO, AR","    839.3","","     839.3","G","","","","","","","         0","G","        45","G","         0","G","       233","G","        54","G","   -5.4","G,0716,+","","","   37.2","G,1127, ","-0.1","G,0517","-3.9","G,0602","-5.1","G,0705","","","0.0","G,0824","-2.3","G,0820","","","    1400.1","1","    1400.1","G","","","     16.79","G","     24.08","G","      9.50","G"
"AR000087418","1963","-32.833","-68.783","704.0","MENDOZA AERO, AR","","","","","","","","","","","","","","","         0","G","       222","G","        38","G","","","","","   38.1","G,0201, ","","","","","","","","","","","","","","","","","","","","","","","     23.56","G","",""
"AR000087418","1964","-32.833","-68.783","704.0","MENDOZA AERO, AR","    661.8","","     661.8","G","","","","","","","         0","G","        53","G","         0","G","       227","G","        48","G","   -4.7","G,0801, ","","","   37.4","G,1210, ","-0.3","G,0604","-3.1","G,0619","-4.5","G,0630","","","-0.5","G,0903","-4.6","G,0902","-4.6","G,0902","    1377.8","8","    1377.8","G","","","     16.55","G","     23.79","G","      9.31","G"
"AR000087418","1965","-32.833","-68.783","704.0","MENDOZA AERO, AR","    763.8","","     763.8","G","","","","","","","         0","G","        25","G","         0","G","       237","G","        65","G","   -7.0","G,0710, ","","","   38.6","G,0113, ","-2.5","G,0521","-2.5","G,0521","-7.0","G,0710","-7.0","G,0710","-0.2","G,0906","-3.0","G,0819","","","    1336.8","8","    1336.8","G","","","     16.87","G","     24.41","G","      9.33","G"
"AR000087418","1966","-32.833","-68.783","704.0","MENDOZA AERO, AR","    718.9","","     718.9","G","","","","","","","         0","G","        47","G","         0","G","       248","G","        50","G","   -5.9","G,0804, ","","","   38.7","G,1210, ","-1.0","G,0528","-3.5","G,0623","","","","","-0.4","G,0909","-3.8","G,0902","-4.8","G,0805","    1305.5","5","    1305.5","G","","","     16.63","G","     24.20","G","      9.06","G"
"AR000087418","1967","-32.833","-68.783","704.0","MENDOZA AERO, AR","    772.0","","     772.0","G","","","","","","","         0","G","        56","G","         0","G","       246","G","        66","G","   -7.2","G,0614, ","","","   39.5","G,0116, ","-0.4","G,0601","-3.0","G,0610","-6.1","G,0613","-7.2","G,0614","-2.5","G,0905","-2.5","G,0905","","","    1348.6","6","    1348.6","G","","","     17.07","G","     24.67","G","      9.47","G"
"AR000087418","1968","-32.833","-68.783","704.0","MENDOZA AERO, AR","    815.9","","     815.9","G","","","","","","","         0","G","        23","G","         0","G","       245","G","        69","G","   -3.5","G,0705, ","","","   40.5","G,1209, ","-3.0","G,0515","-3.0","G,0515","","","","","-0.2","G,0823","-3.0","G,0808","","","    1201.4","4","    1201.4","G","","","     17.30","G","     24.94","G","      9.67","G"
"AR000087418","1969","-32.833","-68.783","704.0","MENDOZA AERO, AR","    939.3","","     939.3","G","","","","","","","         0","G","        34","G","         0","G","       261","G","        83","G","   -6.5","G,0711, ","","","   40.4","G,0129, ","-0.5","G,0503","-2.5","G,0616","-4.4","G,0620","","","-0.9","G,0821","-3.4","G,0806","-4.9","G,0801","    1171.0","0","    1171.0","G","","","     17.74","G","     25.64","G","      9.85","G"
"AR000087418","1970","-32.833","-68.783","704.0","MENDOZA AERO, AR","","","","","","","","","","","         0","G","        40","G","","","","","","","   -6.1","G,0706, ","","","","","-0.5","G,0520","-3.0","G,0624","-6.0","G,0701","","","-1.9","G,0823","-2.5","G,0807","","","","","","","","","","","","","      9.73","G"
"AR000087418","1971","-32.833","-68.783","704.0","MENDOZA AERO, AR","    728.4","","     728.4","G","","","","","","","         0","G","        37","G","         0","G","       246","G","        66","G","   -5.4","G,0617, ","","","   40.0","G,1217, ","-0.1","G,0423","-2.3","G,0611","-5.4","G,0617","","","-0.6","G,0822","","","","","    1310.5","5","    1310.5","G","","","     17.19","G","     24.84","G","      9.54","G"
"AR000087418","1972","-32.833","-68.783","704.0","MENDOZA AERO, AR","   1001.9","","    1001.9","G","","","","","","","         0","G","        28","G","         0","G","       230","G","        53","G","   -5.0","G,0704, ","","","   40.6","G,0204, ","-1.8","G,0603","-4.6","G,0703","-4.6","G,0703","","","0.0","G,0831","","","","","    1332.2","2","    1332.2","G","","","     17.08","G","     24.06","G","     10.10","G"
