"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CPAT","1992","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    615.6","","     615.6","U","         0","U","        41","U","         1","U","       174","U","        30","U","   -5.0","U,1230, ","   37.2","U,0811, ","0.0","U,1119","-2.2","U,1205","-4.4","U,1229","","","-0.6","U,0406","-2.2","U,0107","","","","","","","","","     14.12","U","     19.36","U","      8.87","U"
"USR0000CPAT","2001","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    653.4","","     653.4","U","         0","U","        80","U","         4","U","       183","U","        41","U","   -4.4","U,0403,+","   37.2","U,0808,+","-2.2","U,1124","-2.2","U,1124","","","","","-0.6","U,0420","-2.2","U,0409","-4.4","U,0403","","","    2334.4","4","    2334.4","U","     13.67","U","     19.17","U","      8.16","U"
"USR0000CPAT","2002","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    661.5","","     661.5","U","         0","U","        56","U","         1","U","       177","U","        43","U","   -5.6","U,0129,+","   41.1","U,0711, ","0.0","U,1215","-2.8","U,1219","","","","","0.0","U,0428","-3.3","U,0318","-5.0","U,0308","","","    2352.0","0","    2352.0","U","     13.92","U","     19.66","U","      8.19","U"
"USR0000CPAT","2003","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    707.9","","     707.9","U","         0","U","        57","U","         1","U","       166","U","        50","U","   -4.4","U,1229,+","   41.1","U,0729, ","-0.6","U,1031","-2.8","U,1122","-4.4","U,1228","","","0.0","U,0509","-2.2","U,0403","","","","","    2304.9","9","    2304.9","U","     13.50","U","     19.04","U","      7.97","U"
"USR0000CPAT","2004","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    574.7","","     574.7","U","         0","U","        57","U","         0","U","       180","U","        33","U","   -4.4","U,0103, ","   36.1","U,0812,+","0.0","U,1027","-2.2","U,1204","","","","","0.0","U,0418","-2.2","U,0126","-4.4","U,0103","","","    2284.5","5","    2284.5","U","     13.80","U","     19.55","U","      8.05","U"
"USR0000CPAT","2005","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    511.0","","     511.0","U","         0","U","        47","U","         0","U","       151","U","        30","U","   -2.8","U,0108,+","   37.2","U,0718,+","0.0","U,1125","-2.2","U,1128","","","","","0.0","U,0418","-2.8","U,0108","","","","","    2471.0","0","    2471.0","U","     13.07","U","     18.28","U","      7.85","U"
"USR0000CPAT","2006","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    658.7","","     658.7","U","         0","U","        82","U","         2","U","       164","U","        38","U","   -5.6","U,0311,+","   37.8","U,0723,+","0.0","U,1111","-3.3","U,1128","-4.4","U,1129","","","-1.7","U,0417","-2.2","U,0314","-4.4","U,0313","","","    2483.4","4","    2483.4","U","     13.15","U","     18.32","U","      7.98","U"
"USR0000CPAT","2007","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    547.4","","     547.4","U","         0","U","        61","U","         1","U","       180","U","        39","U","   -8.3","U,0112, ","   39.4","U,0704, ","0.0","U,1119","-2.8","U,1202","","","","","0.0","U,0503","-3.3","U,0228","-4.4","U,0227","-8.3","U,0112","    2117.2","2","    2117.2","U","     13.74","U","     19.68","U","      7.80","U"
"USR0000CPAT","2008","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    644.4","","     644.4","U","         0","U","        81","U","         6","U","       173","U","        35","U","   -6.7","U,1216, ","   39.4","U,0815, ","0.0","U,1104","-3.3","U,1213","-4.4","U,1214","-6.7","U,1216","0.0","U,0501","-2.8","U,0421","-4.4","U,0128","","","    2531.7","7","    2531.7","U","     13.68","U","     19.50","U","      7.85","U"
"USR0000CPAT","2009","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","    681.0","","     681.0","U","         0","U","        74","U","         0","U","       163","U","        52","U","   -7.2","U,1208,+","   39.4","U,0728, ","0.0","U,1027","-2.2","U,1205","-6.7","U,1206","-6.7","U,1206","0.0","U,0429","-3.3","U,0414","-4.4","U,0309","","","    2132.1","1","    2132.1","U","     13.77","U","     19.76","U","      7.78","U"
