"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000COKO","1997","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1619.8","8","    1619.8","U","","","","","",""
"USR0000COKO","1999","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2050.8","8","    2050.8"," ","","","","","",""
"USR0000COKO","2000","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    845.5","","     845.5","U","         0","U","        33","U","         0","U","       191","U","        82","U","   -2.2","U,0103, ","   38.9","U,0802, ","0.0","U,1109","","","","","","","0.0","U,0511","-2.2","U,0103","","","","","","","","","     15.83","U","     22.51","U","      9.16","U"
"USR0000COKO","2001","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1029.7","","    1029.7","U","         0","U","        50","U","         0","U","       218","U","        85","U","   -4.4","U,0208,+","   45.6","U,0703, ","0.0","U,1125","","","","","","","0.0","U,0422","-4.4","U,0208","-4.4","U,0208","","","    1794.6","6","    1794.6","U","     16.50","U","     23.22","U","      9.77","U"
"USR0000COKO","2002","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    929.5","","     929.5","U","         0","U","        36","U","         1","U","       208","U","        91","U","   -8.3","U,0130, ","   40.6","U,0712,+","-0.6","U,1218","-2.2","U,1223","","","","","0.0","U,0416","-2.2","U,0317","-4.4","U,0131","-8.3","U,0130","    1614.2","2","    1614.2","U","     16.47","U","     23.59","U","      9.35","U"
"USR0000COKO","2003","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1112.0","","    1112.0","U","         0","U","        32","U","         0","U","       200","U","       112","U","   -3.9","U,1228,+","   41.1","U,0717, ","0.0","U,1102","-2.2","U,1122","","","","","0.0","U,0421","","","","","","","    1618.7","7","    1618.7","U","     16.78","U","     23.87","U","      9.69","U"
"USR0000COKO","2004","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    964.3","","     964.3","U","         0","U","        29","U","         0","U","       205","U","        85","U","   -4.4","U,0104, ","   40.6","U,0812,+","0.0","U,1121","","","","","","","0.0","U,0418","-2.2","U,0105","-4.4","U,0104","","","    1546.6","6","    1546.6","U","     16.39","U","     23.03","U","      9.75","U"
"USR0000COKO","2005","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    803.8","","     803.8","U","         0","U","        11","U","         0","U","       195","U","        65","U","   -1.1","U,1127, ","   40.0","U,0714, ","0.0","U,1126","","","","","","","0.0","U,0130","","","","","","","    1835.8","8","    1835.8","U","     16.04","U","     22.25","U","      9.83","U"
"USR0000COKO","2006","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    980.3","","     980.3","U","         0","U","        43","U","         0","U","       209","U","        87","U","   -4.4","U,0312, ","   42.2","U,0725,+","0.0","U,1126","-3.9","U,1217","","","","","0.0","U,0406","-2.2","U,0313","-4.4","U,0312","","","    1684.2","2","    1684.2","U","     16.15","U","     22.95","U","      9.34","U"
"USR0000COKO","2007","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    903.1","","     903.1","U","         0","U","        45","U","         0","U","       214","U","        79","U","   -6.7","U,0114, ","   42.8","U,0705, ","0.0","U,1201","-2.2","U,1221","","","","","0.0","U,0419","-2.2","U,0301","-6.7","U,0114","-6.7","U,0114","    1618.3","3","    1618.3","U","     16.03","U","     22.78","U","      9.27","U"
"USR0000COKO","2008","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1071.3","","    1071.3","U","         0","U","        47","U","         0","U","       197","U","       104","U","   -3.9","U,0129, ","   41.1","U,0829,+","0.0","U,1011","-2.8","U,1214","","","","","0.0","U,0421","-2.2","U,0316","","","","","    1884.9","9","    1884.9","U","     16.40","U","     23.26","U","      9.53","U"
"USR0000COKO","2009","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1040.8","","    1040.8","U","         0","U","        37","U","         0","U","       208","U","       100","U","   -7.8","U,1208, ","   43.9","U,0719, ","0.0","U,1028","-6.1","U,1207","-6.1","U,1207","-7.8","U,1208","-0.6","U,0425","-2.2","U,0310","","","","","    1609.8","8","    1609.8","U","     16.49","U","     23.79","U","      9.19","U"
"USR0000COKO","2010","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    887.3","","     887.3","U","         0","U","        33","U","         0","U","       199","U","        88","U","   -4.4","U,1231, ","   43.3","U,0825, ","-0.6","U,1121","-3.3","U,1125","-4.4","U,1231","","","0.0","U,0430","","","","","","","    1855.7","7","    1855.7","U","     15.59","U","     22.72","U","      8.45","U"
"USR0000COKO","2012","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1030.6","","    1030.6","U","         0","U","        42","U","         0","U","       217","U","       107","U","   -3.9","U,0117, ","   42.2","U,0810, ","-0.6","U,1109","-3.3","U,1219","","","","","0.0","U,0415","-2.8","U,0319","","","","","    1633.7","7","    1633.7","U","     16.71","U","     24.11","U","      9.30","U"
"USR0000COKO","2013","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    952.4","","     952.4","U","         0","U","        36","U","         0","U","       215","U","        89","U","   -6.1","U,1208,+","   40.6","U,0702,+","-2.2","U,1204","-2.2","U,1204","-4.4","U,1205","","","-1.7","U,0416","-2.2","U,0210","-5.0","U,0112","","","    1574.2","2","    1574.2","U","     16.64","U","     23.52","U","      9.76","U"
"USR0000COKO","2014","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1094.9","","    1094.9","U","         0","U","        12","U","         0","U","       229","U","       102","U","   -6.1","U,1231, ","   40.6","U,0609, ","0.0","U,1214","-2.2","U,1226","-6.1","U,1231","","","0.0","U,0401","","","","","","","    1313.3","3","    1313.3","U","     17.78","U","     24.68","U","     10.87","U"
"USR0000COKO","2015","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    988.7","","     988.7","U","         0","U","        25","U","         0","U","       227","U","        78","U","   -5.0","U,0101, ","   41.1","U,0626, ","0.0","U,1116","-2.8","U,1215","","","","","0.0","U,0408","-5.0","U,0101","-5.0","U,0101","","","    1227.9","9","    1227.9","U","     17.10","U","     23.55","U","     10.65","U"
"USR0000COKO","2016","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    934.9","","     934.9","U","         0","U","        16","U","         0","U","       200","U","        76","U","   -3.3","U,0202, ","   39.4","U,0729, ","0.0","U,1202","-2.2","U,1218","","","","","0.0","U,0308","-3.3","U,0202","","","","","    1675.7","7","    1675.7","U","     16.60","U","     22.61","U","     10.60","U"
"USR0000COKO","2017","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    992.2","","     992.2","U","         0","U","        22","U","         0","U","       189","U","        76","U","   -3.9","U,0306, ","   40.6","U,0828, ","-0.6","U,1220","-2.8","U,1221","","","","","0.0","U,0409","-3.9","U,0306","","","","","    1738.0","0","    1738.0","U","     16.53","U","     22.33","U","     10.73","U"
"USR0000COKO","2018","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    934.2","","     934.2","U","         0","U","        24","U","         0","U","       205","U","        80","U","   -3.9","U,0220, ","   38.3","U,0731, ","-1.1","U,1228","","","","","","","0.0","U,0417","-2.2","U,0304","","","","","    1499.5","5","    1499.5","U","     16.61","U","     22.35","U","     10.87","U"
"USR0000COKO","2019","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    798.8","","     798.8","U","         0","U","        27","U","         0","U","       187","U","        53","U","   -4.4","U,0211,+","   37.8","U,0728, ","0.0","U,1127","-2.2","U,1129","","","","","-0.6","U,0309","-2.8","U,0223","-4.4","U,0211","","","    1735.3","3","    1735.3","U","     15.56","U","     21.17","U","      9.96","U"
"USR0000COKO","2020","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1031.7","","    1031.7","U","         0","U","        22","U","         0","U","       194","U","        77","U","   -3.9","U,0204, ","   40.0","U,0905, ","-1.7","U,1108","","","","","","","0.0","U,0325","-2.2","U,0205","","","","","    1721.0","0","    1721.0","U","     16.53","U","     22.41","U","     10.65","U"
"USR0000COKO","2021","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","   1103.0","","    1103.0","U","         0","U","        20","U","         0","U","       194","U","        85","U","   -3.9","U,1215, ","   41.1","U,0711, ","-1.1","U,1214","-3.9","U,1215","","","","","0.0","U,0317","-2.2","U,0316","","","","","    1592.0","0","    1592.0","U","     16.78","U","     22.74","U","     10.83","U"
"USR0000COKO","2023","36.1753","-118.7017","987.6","OAK OPENING CALIFORNIA, CA US","    763.5","","     763.5","U","         0","U","        35","U","         0","U","       183","U","        43","U","   -3.3","U,0302,+","   41.1","U,0716, ","","","","","","","","","-2.8","U,0404","-2.8","U,0404","","","","","    2015.9","9","    2015.9","U","     15.27","U","     20.95","U","      9.60","U"
