"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00157145","1961","68.5","15.8831","9.0","KANSTADBOTN III, NO","      184","","  1490"," ,E,0412, "
"NOE00157145","1962","68.5","15.8831","9.0","KANSTADBOTN III, NO","      219","","  1590"," ,E,0326, "
"NOE00157145","1963","68.5","15.8831","9.0","KANSTADBOTN III, NO","      177","","  2000"," ,E,0224, "
"NOE00157145","1964","68.5","15.8831","9.0","KANSTADBOTN III, NO","      184","","   950"," ,E,0222,+"
"NOE00157145","1965","68.5","15.8831","9.0","KANSTADBOTN III, NO","      206","","  1820"," ,E,0406, "
"NOE00157145","1966","68.5","15.8831","9.0","KANSTADBOTN III, NO","      171","","  1210"," ,E,0319, "
"NOE00157145","1967","68.5","15.8831","9.0","KANSTADBOTN III, NO","      170","","  1320"," ,E,0325, "
"NOE00157145","1968","68.5","15.8831","9.0","KANSTADBOTN III, NO","      204","","  1970"," ,E,0409, "
"NOE00157145","1969","68.5","15.8831","9.0","KANSTADBOTN III, NO","      207","","  1490"," ,E,0407, "
"NOE00157145","1970","68.5","15.8831","9.0","KANSTADBOTN III, NO","      204","","  1370"," ,E,0315, "
"NOE00157145","1971","68.5","15.8831","9.0","KANSTADBOTN III, NO","      212","","  1330"," ,E,0311,+"
"NOE00157145","1972","68.5","15.8831","9.0","KANSTADBOTN III, NO","      179","","  1320"," ,E,0314, "
"NOE00157145","1973","68.5","15.8831","9.0","KANSTADBOTN III, NO","      216","","  1200"," ,E,0321, "
"NOE00157145","1974","68.5","15.8831","9.0","KANSTADBOTN III, NO","      178","","  1600"," ,E,0225,+"
"NOE00157145","1975","68.5","15.8831","9.0","KANSTADBOTN III, NO","      184","","  1440"," ,E,1228, "
"NOE00157145","1976","68.5","15.8831","9.0","KANSTADBOTN III, NO","      198","","  1740"," ,E,0205,+"
"NOE00157145","1977","68.5","15.8831","9.0","KANSTADBOTN III, NO","      181","","  1240"," ,E,0307, "
"NOE00157145","1978","68.5","15.8831","9.0","KANSTADBOTN III, NO","      215","","  1450"," ,E,0221, "
"NOE00157145","1979","68.5","15.8831","9.0","KANSTADBOTN III, NO","      191","","  1250"," ,E,0215, "
"NOE00157145","1980","68.5","15.8831","9.0","KANSTADBOTN III, NO","      192","","  1190"," ,E,1231, "
"NOE00157145","1981","68.5","15.8831","9.0","KANSTADBOTN III, NO","      195","","  2020"," ,E,0311,+"
"NOE00157145","1982","68.5","15.8831","9.0","KANSTADBOTN III, NO","      145","","  1370"," ,E,0409, "
"NOE00157145","1983","68.5","15.8831","9.0","KANSTADBOTN III, NO","      141","","  1190"," ,E,0307, "
"NOE00157145","1984","68.5","15.8831","9.0","KANSTADBOTN III, NO","      104","","  1880"," ,E,0210, "
