"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN017110100","1913","19.8","85.817","6.0","PURI, IN","        89","I","        62","I","        18","I","","","","","","","  80.5"," ,I,0831, ","   1232.7"," ,I","",""
"IN017110100","1914","19.8","85.817","6.0","PURI, IN","        85","I","        64","I","        18","I","","","","","",""," 126.5"," ,I,0726, ","   1285.5"," ,I","",""
"IN017110100","1915","19.8","85.817","6.0","PURI, IN","        96","I","        69","I","        18","I","","","","","",""," 242.8"," ,I,1116, ","   1505.4"," ,I","",""
"IN017110100","1916","19.8","85.817","6.0","PURI, IN","        94","I","        61","I","        14","I","","","","","",""," 127.0"," ,I,1023, ","   1318.0"," ,I","",""
"IN017110100","1917","19.8","85.817","6.0","PURI, IN","       114","I","        75","I","        24","I","","","","","",""," 152.4"," ,I,0813, ","   1708.5"," ,I","",""
"IN017110100","1918","19.8","85.817","6.0","PURI, IN","        80","I","        61","I","        13","I","","","","","",""," 301.5"," ,I,0729, ","   1385.7"," ,I","",""
"IN017110100","1919","19.8","85.817","6.0","PURI, IN","       102","I","        65","I","        20","I","","","","","",""," 103.9"," ,I,1115, ","   1535.4"," ,I","",""
"IN017110100","1920","19.8","85.817","6.0","PURI, IN","        87","I","        64","I","        18","I","","","","","",""," 144.8"," ,I,0723, ","   1365.8"," ,I","",""
"IN017110100","1921","19.8","85.817","6.0","PURI, IN","        90","I","        65","I","        13","I","","","","","","","  73.2"," ,I,0611, ","   1106.8"," ,I","",""
"IN017110100","1922","19.8","85.817","6.0","PURI, IN","        90","I","        65","I","        18","I","","","","","",""," 178.8"," ,I,0909, ","   1446.7"," ,I","",""
"IN017110100","1923","19.8","85.817","6.0","PURI, IN","        85","I","        60","I","        11","I","","","","","","","  67.6"," ,I,0720, ","   1008.2"," ,I","",""
"IN017110100","1924","19.8","85.817","6.0","PURI, IN","        85","I","        60","I","        17","I","","","","","",""," 146.8"," ,I,1119, ","   1419.0"," ,I","",""
"IN017110100","1925","19.8","85.817","6.0","PURI, IN","        81","I","        55","I","        23","I","","","","","",""," 168.1"," ,I,0627, ","   1864.1"," ,I","",""
"IN017110100","1926","19.8","85.817","6.0","PURI, IN","        78","I","        52","I","         7","I","","","","","","","  99.3"," ,I,0917, ","    781.7"," ,I","",""
"IN017110100","1927","19.8","85.817","6.0","PURI, IN","        83","I","        60","I","        14","I","","","","","",""," 100.1"," ,I,0812, ","   1227.4"," ,I","",""
"IN017110100","1928","19.8","85.817","6.0","PURI, IN","       104","I","        69","I","        15","I","","","","","",""," 316.2"," ,I,1003, ","   1571.3"," ,I","",""
"IN017110100","1929","19.8","85.817","6.0","PURI, IN","       102","I","        69","I","        13","I","","","","","","","  73.2"," ,I,0823, ","   1271.8"," ,I","",""
"IN017110100","1930","19.8","85.817","6.0","PURI, IN","        90","I","        62","I","        22","I","","","","","",""," 153.4"," ,I,1119, ","   1490.8"," ,I","",""
"IN017110100","1931","19.8","85.817","6.0","PURI, IN","        95","I","        65","I","        17","I","","","","","",""," 115.1"," ,I,0806, ","   1435.1"," ,I","",""
"IN017110100","1932","19.8","85.817","6.0","PURI, IN","        92","I","        62","I","        16","I","","","","","",""," 152.1"," ,I,0725, ","   1576.9"," ,I","",""
"IN017110100","1933","19.8","85.817","6.0","PURI, IN","        84","I","        62","I","        21","I","","","","","",""," 157.5"," ,I,0809, ","   1485.7"," ,I","",""
"IN017110100","1934","19.8","85.817","6.0","PURI, IN","        83","I","        57","I","        16","I","","","","","",""," 210.8"," ,I,0920, ","   1309.5"," ,I","",""
"IN017110100","1935","19.8","85.817","6.0","PURI, IN","        74","I","        53","I","        17","I","","","","","",""," 101.3"," ,I,0909, ","   1226.0"," ,I","",""
"IN017110100","1936","19.8","85.817","6.0","PURI, IN","       122","I","        83","I","        25","I","","","","","",""," 137.2"," ,I,0613, ","   1941.8"," ,I","",""
"IN017110100","1937","19.8","85.817","6.0","PURI, IN","        85","I","        59","I","        17","I","","","","","","","  86.4"," ,I,0528, ","   1289.6"," ,I","",""
"IN017110100","1938","19.8","85.817","6.0","PURI, IN","        99","I","        65","I","        18","I","","","","","",""," 138.4"," ,I,0727, ","   1368.9"," ,I","",""
"IN017110100","1939","19.8","85.817","6.0","PURI, IN","        94","I","        65","I","        15","I","","","","","","","  87.4"," ,I,0722, ","   1273.5"," ,I","",""
"IN017110100","1940","19.8","85.817","6.0","PURI, IN","        87","I","        65","I","        20","I","","","","","",""," 173.2"," ,I,0624, ","   1844.3"," ,I","",""
"IN017110100","1941","19.8","85.817","6.0","PURI, IN","        80","I","        69","I","        17","I","","","","","",""," 100.1"," ,I,1009, ","   1411.2"," ,I","",""
"IN017110100","1943","19.8","85.817","6.0","PURI, IN","        83","I","        65","I","        18","I","","","","","",""," 154.2"," ,I,0916, ","   1667.6"," ,I","",""
"IN017110100","1944","19.8","85.817","6.0","PURI, IN","        90","I","        51","I","        20","I","","","","","",""," 131.3"," ,I,0711, ","   1465.8"," ,I","",""
"IN017110100","1945","19.8","85.817","6.0","PURI, IN","       102","I","        72","I","        15","I","","","","","",""," 172.0"," ,I,0722, ","   1428.2"," ,I","",""
"IN017110100","1946","19.8","85.817","6.0","PURI, IN","       100","I","        70","I","        19","I","","","","","",""," 147.1"," ,I,0703, ","   1653.0"," ,I","",""
"IN017110100","1947","19.8","85.817","6.0","PURI, IN","        95","I","        64","I","        21","I","","","","","",""," 109.5"," ,I,0627, ","   1413.9"," ,I","",""
"IN017110100","1948","19.8","85.817","6.0","PURI, IN","       101","I","        67","I","        13","I","","","","","",""," 153.7"," ,I,0815, ","   1290.0"," ,I","",""
"IN017110100","1949","19.8","85.817","6.0","PURI, IN","        99","I","        60","I","        17","I","","","","","",""," 162.6"," ,I,1009, ","   1335.9"," ,I","",""
"IN017110100","1950","19.8","85.817","6.0","PURI, IN","       102","I","        68","I","        18","I","","","","","",""," 225.3"," ,I,1118, ","   1517.2"," ,I","",""
"IN017110100","1951","19.8","85.817","6.0","PURI, IN","        83","I","        62","I","        14","I","","","","","","","  80.8"," ,I,0626, ","   1194.7"," ,I","",""
"IN017110100","1952","19.8","85.817","6.0","PURI, IN","        89","I","        66","I","        12","I","","","","","",""," 126.7"," ,I,0624, ","   1251.1"," ,I","",""
"IN017110100","1953","19.8","85.817","6.0","PURI, IN","        80","I","        60","I","        20","I","","","","","",""," 176.0"," ,I,1109, ","   1616.2"," ,I","",""
"IN017110100","1954","19.8","85.817","6.0","PURI, IN","        90","I","        63","I","        19","I","","","","","",""," 142.0"," ,I,1024, ","   1523.9"," ,I","",""
"IN017110100","1955","19.8","85.817","6.0","PURI, IN","        94","I","        68","I","        21","I","","","","","",""," 186.2"," ,I,0922, ","   1828.1"," ,I","",""
"IN017110100","1956","19.8","85.817","6.0","PURI, IN","       113","I","        87","I","        22","I","","","","","",""," 170.7"," ,I,1030, ","   1745.1"," ,I","",""
"IN017110100","1957","19.8","85.817","6.0","PURI, IN","        60","I","        40","I","         9","I","","","","","","","  41.4"," ,I,0919, ","    600.0"," ,I","",""
"IN017110100","1958","19.8","85.817","6.0","PURI, IN","        89","I","        66","I","        20","I","","","","","",""," 174.0"," ,I,0709, ","   1744.9"," ,I","",""
"IN017110100","1959","19.8","85.817","6.0","PURI, IN","        95","I","        66","I","        18","I","","","","","",""," 106.5"," ,I,0821, ","   1289.1"," ,I","",""
"IN017110100","1960","19.8","85.817","6.0","PURI, IN","        76","I","        54","I","        11","I","","","","","",""," 138.0"," ,I,0701, ","   1010.3"," ,I","",""
"IN017110100","1961","19.8","85.817","6.0","PURI, IN","        88","I","        71","I","        16","I","","","","","",""," 148.4"," ,I,0702, ","   1637.3"," ,I","",""
"IN017110100","1962","19.8","85.817","6.0","PURI, IN","        77","I","        60","I","        19","I","","","","","",""," 151.3"," ,I,0708, ","   1713.2"," ,I","",""
"IN017110100","1964","19.8","85.817","6.0","PURI, IN","        76","I","        64","I","        18","I","","","","","",""," 186.2"," ,I,0704, ","   1376.4"," ,I","",""
"IN017110100","1965","19.8","85.817","6.0","PURI, IN","        66","I","        51","I","        15","I","","","","","",""," 110.4"," ,I,1020, ","   1095.9"," ,I","",""
"IN017110100","1967","19.8","85.817","6.0","PURI, IN","        58","I","        53","I","        18","I","","","","","","","  76.6"," ,I,0726, ","   1178.2"," ,I","",""
"IN017110100","1968","19.8","85.817","6.0","PURI, IN","        68","I","        57","I","        20","I","","","","","",""," 207.6"," ,I,1028, ","   1664.2"," ,I","",""
"IN017110100","1969","19.8","85.817","6.0","PURI, IN","        71","I","        56","I","        13","I","","","","","",""," 189.2"," ,I,0729, ","   1308.1"," ,I","",""
"IN017110100","2016","19.8","85.817","6.0","PURI, IN","","","","","","","         0","S","         0","S","   13.4","S,0124, ","","","","","     23.81","S"
"IN017110100","2017","19.8","85.817","6.0","PURI, IN","","","","","","","         0","S","         0","S","   13.2","S,0115, ","","","","","     23.61","S"
"IN017110100","2020","19.8","85.817","6.0","PURI, IN","","","","","","","         0","S","         0","S","   13.2","S,0112, ","","","","","     22.66","S"
