"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN017110100","1901","19.8","85.817","6.0","PURI, IN","        79","I","        51","I","        15","I","","","","","",""," 102.1"," ,I,1116, ","   1106.5"," ,I","",""
"IN017110100","1903","19.8","85.817","6.0","PURI, IN","        89","I","        65","I","        14","I","","","","","",""," 129.3"," ,I,0714, ","   1189.1"," ,I","",""
"IN017110100","1904","19.8","85.817","6.0","PURI, IN","        96","I","        67","I","        13","I","","","","","",""," 115.1"," ,I,0813, ","   1131.1"," ,I","",""
"IN017110100","1905","19.8","85.817","6.0","PURI, IN","        81","I","        56","I","        11","I","","","","","","","  83.8"," ,I,0803, ","    923.4"," ,I","",""
"IN017110100","1906","19.8","85.817","6.0","PURI, IN","        85","I","        53","I","        11","I","","","","","","","  87.6"," ,I,0721, ","   1053.5"," ,I","",""
"IN017110100","1907","19.8","85.817","6.0","PURI, IN","        74","I","        48","I","        10","I","","","","","",""," 103.4"," ,I,0812, ","    875.9"," ,I","",""
"IN017110100","1908","19.8","85.817","6.0","PURI, IN","        83","I","        58","I","        20","I","","","","","",""," 134.6"," ,I,0829, ","   1372.0"," ,I","",""
"IN017110100","1909","19.8","85.817","6.0","PURI, IN","        89","I","        59","I","        16","I","","","","","",""," 146.6"," ,I,0713, ","   1508.4"," ,I","",""
"IN017110100","1910","19.8","85.817","6.0","PURI, IN","       110","I","        68","I","        18","I","","","","","","","  85.3"," ,I,0728, ","   1260.6"," ,I","",""
"IN017110100","1911","19.8","85.817","6.0","PURI, IN","        80","I","        52","I","        12","I","","","","","",""," 128.3"," ,I,0729, ","   1145.4"," ,I","",""
"IN017110100","1912","19.8","85.817","6.0","PURI, IN","        90","I","        70","I","        22","I","","","","","",""," 110.0"," ,I,0828, ","   1682.0"," ,I","",""
