"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA004014136","1967","50.2333","-104.15","594.0","LAJORD, SK CA","","","","","       123","C","       105","C","        15","C","","","   35.6","C,0812, ","","","","","","","","","","","","","","","","","","","","","","","","","","","      8.09","C","",""
"CA004014136","1968","50.2333","-104.15","594.0","LAJORD, SK CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5699.1","1","    5699.1","C","","","","","",""
"CA004014136","1969","50.2333","-104.15","594.0","LAJORD, SK CA","        65","C","       197","C","       114","C","        85","C","         8","C","  -41.7","C,0126,+","   36.1","C,0825,+","-2.8","C,0915","-2.8","C,0915","-5.0","C,0916","-8.9","C,1016","-8.9","C,1016","-3.3","C,0620","-3.3","C,0620","-6.7","C,0612","-6.7","C,0612","-9.4","C,0402","","","","","      1.39","C","      7.75","C","     -4.98","C"
