"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA004028060","1959","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     87.9","","      87.9","C","        96","C","        37","C","         2","C","","","        13","C","        46","C","       203","C","       100","C","        92","C","         6","C","  -35.0","C,0130, ","","","   178"," ,C,1009, ","  50.3"," ,C,0626, ","   34.4","C,0614, ","-1.1","C,0916","-3.3","C,0929","-6.7","C,1006","-6.7","C,1006","-13.3","C,1008","-2.2","C,0528","-2.2","C,0528","-5.0","C,0426","-14.4","C,0425","-14.4","C,0425","","","","","    380.6"," ,C","      873"," ,C","      3.05","C","      8.55","C","     -2.45","C","","","",""
"CA004028060","1960","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    151.3","","     151.3","C","        88","C","        35","C","         2","C","","","        17","C","        47","C","       196","C","       110","C","        90","C","         9","C","  -32.2","C,0303, ","","","   178"," ,C,0424, ","  35.6"," ,C,0621, ","   35.6","C,0722,+","-0.6","C,0921","-7.8","C,1010","-7.8","C,1010","-7.8","C,1010","-13.3","C,1019","-1.1","C,0605","-5.6","C,0505","-5.6","C,0505","-9.4","C,0324","-9.4","C,0324","    5728.5","5","    5728.5","C","    316.7"," ,C","      946"," ,C","      3.65","C","      9.27","C","     -1.97","C","","","",""
"CA004028060","1961","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    219.0","","     219.0","C","        71","C","        28","C","         0","C","      112","","        15","C","        37","C","       204","C","        94","C","       112","C","        21","C","  -34.4","C,1219, ","   180"," ,C,0106,+","   203"," ,C,1021, ","  20.3"," ,C,1021, ","   38.9","C,0805, ","-1.7","C,0903","-5.6","C,0919","-5.6","C,0919","-8.9","C,0930","-8.9","C,0930","0.0","C,0512","-3.9","C,0430","-5.0","C,0429","-6.7","C,0427","-10.6","C,0415","    4930.3","3","    4930.3","C","    223.2"," ,C","     1027"," ,C","      4.35","C","     10.43","C","     -1.73","C","","","",""
"CA004028060","1962","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     62.1","","      62.1","C","        92","C","        42","C","         1","C","      103","","","","        49","C","       177","C","        82","C","        90","C","         1","C","  -38.3","C,0228, ","   200"," ,C,0316,+","","","  30.5"," ,C,0728, ","   33.3","C,0817, ","-1.7","C,0903","-3.3","C,1023","-11.1","C,1118","-11.1","C,1118","-11.1","C,1118","-2.2","C,0508","-2.2","C,0508","-8.9","C,0412","-8.9","C,0412","-8.9","C,0412","    5836.3","3","    5836.3","C","    337.7"," ,C","","","      3.93","C","      9.58","C","     -1.74","C","","","",""
"CA004028060","1963","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    145.5","","     145.5","C","        86","C","        32","C","         0","C","       92","","","","        46","C","       177","C","        82","C","       114","C","         5","C","  -37.8","C,0122, ","   150"," ,C,0125,+","","","  23.9"," ,C,0606, ","   36.7","C,0807, ","-1.1","C,1019","-6.1","C,1028","-6.1","C,1028","-7.8","C,1031","-15.6","C,1112","0.0","C,0522","-2.8","C,0521","-6.1","C,0503","-7.2","C,0409","-8.9","C,0402","    5158.6","6","    5158.6","C","    320.5"," ,C","","","      4.66","C","     10.59","C","     -1.28","C","","","",""
"CA004028060","1964","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    124.6","","     124.6","C","        96","C","        37","C","         1","C","       93","","        21","C","        51","C","       182","C","        98","C","        83","C","         6","C","  -34.4","C,1216, ","   200"," ,C,1226,+","   102"," ,C,1221,+","  91.9"," ,C,0614, ","   35.0","C,0818, ","-0.6","C,0906","-3.3","C,1016","-5.6","C,1022","-6.7","C,1109","-13.3","C,1115","-1.7","C,0428","-5.0","C,0421","-5.0","C,0421","-7.2","C,0418","-12.2","C,0407","    4870.4","4","    4870.4","C","    398.9"," ,C","     1040"," ,C","      3.68","C","      9.51","C","     -2.16","C","","","",""
"CA004028060","1965","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     95.3","","      95.3","C","       123","C","        53","C","         1","C","      152","","        23","C","        67","C","       191","C","       115","C","        73","C","         1","C","  -37.2","C,0108, ","   200"," ,C,0131,+","   102"," ,C,1114,+","  45.0"," ,C,0903, ","   32.2","C,0728, ","-0.6","C,0910","-2.2","C,0922","-4.4","C,0923","-7.8","C,1108","-17.2","C,1112","0.0","C,0526","-2.8","C,0422","-5.6","C,0420","-11.7","C,0404","-11.7","C,0404","    6158.9","9","    6158.9","C","    542.9"," ,C","     1353"," ,C","      2.01","C","      7.19","C","     -3.18","C","","","",""
"CA004028060","1966","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     88.6","","      88.6","C","       100","C","        35","C","         1","C","      137","","        13","C","        57","C","       192","C","       107","C","        97","C","         5","C","  -35.6","C,0122, ","   180"," ,C,0222,+","   178"," ,C,1116, ","  59.9"," ,C,0624, ","   33.9","C,0716, ","-1.7","C,1004","-2.8","C,1010","-4.4","C,1014","-7.8","C,1022","-10.6","C,1028","-1.1","C,0519","-5.6","C,0512","-5.6","C,0512","-11.1","C,0430","-11.1","C,0430","    5836.9","9","    5836.9","C","    326.8"," ,C","      952"," ,C","      2.70","C","      8.36","C","     -2.96","C","","","",""
"CA004028060","1967","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    152.8","","     152.8","C","        97","C","        38","C","         1","C","      152","","        25","C","        52","C","       203","C","       107","C","        95","C","         8","C","  -35.6","C,0117, ","   230"," ,C,0317,+","   127"," ,C,0428,+","  35.3"," ,C,0912, ","   35.6","C,0905, ","0.0","C,0923","-2.2","C,1018","-4.4","C,1020","-8.3","C,1027","-13.3","C,1103","-0.6","C,0604","-3.3","C,0511","-5.6","C,0504","-8.9","C,0502","-8.9","C,0502","    5881.8","8","    5881.8","C","    345.7"," ,C","     1718"," ,C","      3.04","C","      8.77","C","     -2.70","C","","","",""
"CA004028060","1968","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     91.1","","      91.1","C","        95","C","        28","C","         0","C","       81","","         8","C","        43","C","       185","C","        82","C","        77","C","         6","C","  -40.6","C,1229, ","   100"," ,C,0119,+","    74"," ,C,0104, ","  19.3"," ,C,0818, ","   33.9","C,0711,+","0.0","C,0924","-3.9","C,1003","-4.4","C,1014","-6.7","C,1027","-10.0","C,1108","-0.6","C,0520","-2.8","C,0519","-4.4","C,0510","-7.2","C,0423","-9.4","C,0417","    5170.4","4","    5170.4","C","    232.9"," ,C","      610"," ,C","      3.87","C","      9.47","C","     -1.73","C","","","",""
"CA004028060","1969","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    125.5","","     125.5","C","       104","C","        35","C","         0","C","      136","","        19","C","        51","C","       195","C","       114","C","        93","C","         7","C","  -38.3","C,0130, ","   250"," ,C,0315,+","   127"," ,C,0126, ","  18.5"," ,C,0430,+","   38.3","C,0824, ","-4.4","C,0915","-4.4","C,0915","-4.4","C,0915","-7.8","C,1012","-8.9","C,1026","-1.7","C,0613","-4.4","C,0612","-4.4","C,0612","-6.7","C,0427","-9.4","C,0401","    6035.0","0","    6035.0","C","    338.3"," ,C","     1365"," ,C","      2.56","C","      8.06","C","     -2.95","C","","","",""
"CA004028060","1970","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    149.6","","     149.6","C","       121","C","        43","C","         2","C","      168","","        22","C","        59","C","       209","C","       124","C","        92","C","        10","C","  -38.3","C,0117, ","   230"," ,C,0128, ","   127"," ,C,0127, ","  53.3"," ,C,0609, ","   36.1","C,0807, ","0.0","C,0911","-2.2","C,0912","-7.8","C,1007","-7.8","C,1007","-19.4","C,1120","0.0","C,0530","-3.3","C,0430","-5.0","C,0417","-7.2","C,0403","-14.4","C,0331","    5616.1","1","    5616.1","C","    422.5"," ,C","     1637"," ,C","      2.42","C","      7.76","C","     -2.94","C","","","",""
"CA004028060","1971","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    151.6","","     151.6","C","       104","C","        24","C","         0","C","      131","","         9","C","        57","C","       189","C","       115","C","        98","C","        16","C","  -34.4","C,0112, ","   230"," ,C,0113,+","    76"," ,C,0107, ","  16.8"," ,C,0706, ","   37.2","C,0806, ","0.0","C,0915","-4.4","C,0921","-4.4","C,0921","-9.4","C,1027","-9.4","C,1027","-1.1","C,0518","-3.9","C,0428","-5.6","C,0412","-7.2","C,0403","-11.1","C,0401","    5819.8","8","    5819.8","C","    222.1"," ,C","      745"," ,C","      2.95","C","      8.71","C","     -2.83","C","","","",""
"CA004028060","1972","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    113.4","","     113.4","C","       105","C","        33","C","         1","C","      132","","        20","C","        63","C","       202","C","       114","C","        92","C","         8","C","  -40.0","C,0114, ","   280"," ,C,0304,+","   127"," ,C,0923, ","  26.4"," ,C,0525, ","   35.0","C,0829,+","0.0","C,0920","-7.2","C,0921","-7.2","C,0921","-7.2","C,0921","-10.0","C,1011","-1.1","C,0509","-2.2","C,0508","-4.4","C,0506","-8.3","C,0418","-15.0","C,0404","    5839.2","2","    5839.2","C","    298.0"," ,C","     1206"," ,C","      2.21","C","      7.77","C","     -3.36","C","","","",""
"CA004028060","1973","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    123.4","","     123.4","C","       104","C","        33","C","         0","C","      120","","        19","C","        34","C","       189","C","        90","C","        96","C","        12","C","  -30.6","C,1231,+","   150"," ,C,1109,+","   127"," ,C,1105, ","  22.9"," ,C,0413, ","   35.6","C,0710, ","-1.1","C,0914","-5.6","C,0915","-5.6","C,0915","-10.0","C,1102","-10.0","C,1102","0.0","C,0512","-2.2","C,0506","-5.6","C,0422","-6.7","C,0421","-9.4","C,0407","    5376.7","7","    5376.7","C","    258.4"," ,C","     1212"," ,C","      4.38","C","     10.09","C","     -1.33","C","","","",""
"CA004028060","1974","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     90.6","","      90.6","C","       118","C","        40","C","         1","C","      124","","        18","C","        34","C","       187","C","        97","C","        83","C","         4","C","  -35.0","C,0111, ","   280"," ,C,0310,+","   127"," ,C,0314,+","  41.9"," ,C,0520, ","   35.0","C,0624, ","-3.9","C,0927","-3.9","C,0927","-5.0","C,0929","-7.2","C,1001","-10.0","C,1006","0.0","C,0522","-5.0","C,0503","-5.0","C,0503","-7.2","C,0407","-13.3","C,0326","    5805.3","3","    5805.3","C","    415.1"," ,C","     1466"," ,C","      3.49","C","      8.95","C","     -1.97","C","","","",""
"CA004028060","1975","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     93.9","","      93.9","C","       119","C","        45","C","         0","C","      135","","        16","C","        50","C","       192","C","       114","C","        77","C","         4","C","  -33.3","C,0204, ","   300"," ,C,0411,+","   178"," ,C,0330, ","  22.4"," ,C,0731, ","   36.7","C,0727, ","-3.3","C,0911","-3.3","C,0911","-5.6","C,1022","-6.7","C,1027","-11.1","C,1110","0.0","C,0529","-2.2","C,0521","-8.9","C,0414","-8.9","C,0414","-8.9","C,0414","    5660.2","2","    5660.2","C","    397.7"," ,C","     1282"," ,C","      2.51","C","      7.79","C","     -2.77","C","","","",""
"CA004028060","1976","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","     82.6","","      82.6","C","        89","C","        33","C","         1","C","      108","","        11","C","        40","C","       187","C","        88","C","       101","C","         4","C","  -34.4","C,0108,+","   180"," ,C,0317,+","   277"," ,C,0310, ","  27.9"," ,C,0310, ","   35.6","C,0822, ","0.0","C,0919","-2.8","C,1004","-10.0","C,1005","-10.0","C,1005","-10.0","C,1005","-4.4","C,0506","-4.4","C,0506","-4.4","C,0506","-6.7","C,0502","-8.9","C,0324","    5171.3","3","    5171.3","C","    339.6"," ,C","      929"," ,C","      4.57","C","     10.49","C","     -1.36","C","","","",""
