"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00413247","1893","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","   1180.7","","    1180.7","6","","","","","","","","","","","         0","6","        53","6","         0","6","       253","6","        99","6","","","","","  -10.0","6,0220,+","","","","","","","   40.0","6,0731,+","0.0","6,1105","-2.2","6,1118","-6.1","6,1123","","","0.0","6,0318","-3.3","6,0317","-5.6","6,0315","-9.4","6,0303","-9.4","6,0303","","","","","","","","","     17.41","6","     25.00","6","      9.82","6"
"USC00413247","1894","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1485.8","8","    1485.8","6","","","","","","","","","",""
"USC00413247","1896","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","   1418.7","","    1418.7","6","","","","","","","","","","","         0","6","        52","6","         3","6","       253","6","       113","6","","","","","  -11.1","6,0103, ","","","","","","","   41.1","6,0802, ","-2.2","6,1108","-2.2","6,1108","-6.7","6,1128","-6.7","6,1128","0.0","6,0402","-6.7","6,0319","-6.7","6,0319","-6.7","6,0319","-10.0","6,0105","    1602.8","8","    1602.8","6","","","","","     18.14","6","     25.36","6","     10.92","6"
"USC00413247","1897","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1430.8","8","    1430.8","0","","","","","","","","","",""
"USC00413247","1940","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00413247","1941","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","       102","0","        67","0","        12","0","        0","","         0","0","","","","","","","","","","","        11"," ","         3"," ","","","     0"," ,0,1231,+","     0","T,0,0225, "," 163.8"," ,0,0610, ","","","","","","","","","","","","","","","","","","","","","","","","","   1246.4"," ,0","        0","T,0","","","","","",""
"USC00413247","1942","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        75","0","        47","0","        13","0","        3","","         2","0","","","","","","","","","","","        11"," ","","","","","   102"," ,0,0301, ","    97"," ,0,0301, ","  96.5"," ,0,0425, ","","","","","","","","","","","","","","","","","","","","","","","","","    915.2"," ,0","      158"," ,0","","","","","",""
"USC00413247","1943","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        53","0","        36","0","         5","0","        0","","         1","0","","","","","","","","","","","         6"," ","","","","","     0"," ,0,1231,+","    25"," ,0,0125, ","  96.0"," ,0,0510, ","","","","","","","","","","","","","","","","","","","","","","","","","    677.1"," ,0","       25"," ,0","","","","","",""
"USC00413247","1944","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        95","0","        59","0","        12","0","        0","","         0","0","","","","","","","","","","","        17"," ","         1"," ","","","     0","T,0,0113, ","    13"," ,0,0113, ","  70.1"," ,0,0228, ","","","","","","","","","","","","","","","","","","","","","","","","","    949.2"," ,0","       13"," ,0","","","","","",""
"USC00413247","1945","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        84","0","        55","0","        12","0","        0","","         0","0","","","","","","","","","","","        20"," ","         4"," ","","","     0"," ,0,1231,+","     0","T,0,0227, ","  70.4"," ,0,0612, ","","","","","","","","","","","","","","","","","","","","","","","","","    987.0"," ,0","        0","T,0","","","","","",""
"USC00413247","1946","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        92","0","        56","0","        14","0","        1","","         1","0","","","","","","","","","","","        12"," ","         9"," ","","","    25"," ,0,1231, ","    30"," ,0,1231, "," 108.2"," ,0,0105, ","","","","","","","","","","","","","","","","","","","","","","","","","   1028.5"," ,0","       30"," ,0","","","","","",""
"USC00413247","1947","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00413247","1948","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","","","","","","","","","","","","","","","","","","","","","        18"," ","        29"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00413247","1949","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","","","","","","","","","","","","","","","","","","","","","        37"," ","        29"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00413247","1950","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        65","0","        52","0","        11","0","        3","","         2","0","","","","","","","","","","","        32"," ","        25"," ","","","    51"," ,0,0131, ","    38"," ,0,0131, "," 127.8"," ,0,0904, ","","","","","","","","","","","","","","","","","","","","","","","","","    984.6"," ,0","       86"," ,0","","","","","",""
"USC00413247","1951","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        58","0","        39","0","         3","0","        4","","         2","0","","","","","","","","","","","        52"," ","        44"," ","","","   102"," ,0,0215, ","    46"," ,0,0214, ","  47.8"," ,0,0702, ","","","","","","","","","","","","","","","","","","","","","","","","","    502.4"," ,0","      115"," ,0","","","","","",""
"USC00413247","1952","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        53","0","        37","0","         8","0","        0","","         0","0","","","","","","","","","","","        44"," ","        37"," ","","","     0","T,0,1128,+","     0","T,0,1128,+","  41.9"," ,0,0420, ","","","","","","","","","","","","","","","","","","","","","","","","","    530.4"," ,0","        0","T,0","","","","","",""
"USC00413247","1953","33.4661","-97.5797","338.3","FORESTBURG 5 S, TX US","","","","","        59","0","        40","0","        11","0","        1","","         0","0","","","","","","","","","","","        45"," ","        33"," ","","","    25"," ,0,0116, ","    18"," ,0,0123, ","  87.6"," ,0,1004, ","","","","","","","","","","","","","","","","","","","","","","","","","    736.4"," ,0","       31"," ,0","","","","","",""
