"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012871","2010","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.5","W","   1842.3","","    1842.3","W","       110","W","        63","W","        12","W","","","","","         0","W","        10","W","         0","W","       282","W","       103","W","       123"," ","        10"," ","         4"," ","   -2.7","W,1228, ","","","",""," 125.0"," ,W,0823, ","   36.7","W,0612, ","-0.5","W,1215","-2.7","W,1228","-2.1","W,0112","     497.6","6","     497.6","W","   1129.2"," ,W","","","     21.60","W","     26.69","W","     16.50","W","       100","W","        90","W","      16.5","W","      75.6","W"
"USW00012871","2011","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.5","W","   1976.7","","    1976.7","W","       111","W","        59","W","        11","W","","","","","         0","W","         1","W","         0","W","       338","W","        94","W","       121"," ","        20"," ","         1"," ","    0.0","W,0113, ","","","","","  88.9"," ,W,0328, ","   35.6","W,0729, ","","","","","0.0","W,0113","     407.2","2","     407.2","W","   1033.7"," ,W","","","     23.15","W","     28.19","W","     18.12","W","       290","W","        60","W","      19.2","W","      67.5","W"
"USW00012871","2012","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.4","W","   2068.8","","    2068.8","W","        94","W","        68","W","        13","W","        0","","         0","W","         0","W","         2","W","         0","W","       349","W","        76","W","       124"," ","        22"," ","         4"," ","    0.0","W,0105,+","     0"," ,W,1231,+","     0"," ,W,1231,+","  74.7"," ,W,0812, ","   35.6","W,0708, ","","","","","0.0","W,0105","     120.3","3","     120.3","W","   1163.5"," ,W","        0"," ,W","     23.54","W","     28.50","W","     18.58","W","       180","W","       180","W","      19.2","W","      24.6","W"
"USW00012871","2013","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.5","W","   2062.8","","    2062.8","W","       104","W","        72","W","        16","W","        0","","         0","W","         0","W","         0","W","         0","W","       342","W","        85","W","       128"," ","        18"," ","        44"," ","    1.7","W,0218, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  78.7"," ,W,0404, ","   34.4","W,0915,+","","","","","","","     231.7","7","     231.7","W","   1338.2"," ,W","        0"," ,W","     23.45","W","     28.37","W","     18.53","W","       100","W","       100","W","      16.5","W","      21.0","W"
"USW00012871","2014","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.5","W","   1905.5","","    1905.5","W","       108","W","        70","W","        14","W","        0","","         0","W","         0","W","         0","W","         0","W","       316","W","        87","W","       136"," ","        29"," ","       102"," ","    1.7","W,0119, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  85.9"," ,W,0502, ","   36.1","W,0830,+","","","","","","","     200.4","4","     200.4","W","   1297.7"," ,W","        0"," ,W","     22.81","W","     27.72","W","     17.89","W","       120","W","       120","W","      21.0","W","      27.7","W"
"USW00012871","2015","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.6","W","   2235.2","","    2235.2","W","       111","W","        69","W","        11","W","        0","","         0","W","         0","W","         0","W","         0","W","       337","W","        77","W","       150"," ","        12"," ","       108"," ","    0.6","W,0220, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  64.8"," ,W,0929, ","   36.1","W,0711, ","","","","","","","     273.0","0","     273.0","W","   1007.0"," ,W","        0"," ,W","     23.93","W","     28.56","W","     19.31","W","       140","W","       340","W","      17.0","W","      22.4","W"
"USW00012871","2016","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.6","W","   2290.9","","    2290.9","W","        99","W","        68","W","        11","W","        0","","         0","W","         0","W","         0","W","         0","W","       337","W","       124","W","        96"," ","        24"," ","       109"," ","    1.1","W,0125, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 197.1"," ,W,0831, ","   37.2","W,0823, ","","","","","","","     185.4","4","     185.4","W","   1247.5"," ,W","        0"," ,W","     24.02","W","     28.96","W","     19.08","W","       260","W","       170","W","      18.3","W","      27.3","W"
"USW00012871","2017","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.7","W","   2074.0","","    2074.0","W","       100","W","        65","W","        18","W","","","","","         0","W","         0","W","         0","W","       346","W","        87","W","       127"," ","        23"," ","       101"," ","    2.2","W,0108, ","","","",""," 206.2"," ,W,0826, ","   36.1","W,0519,+","","","","","","","     119.6","6","     119.6","W","   1651.4"," ,W","","","     23.65","W","     28.56","W","     18.74","W","       360","W","       340","W","      21.9","W","      31.3","W"
"USW00012871","2018","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.7","W","   2142.6","","    2142.6","W","       113","W","        77","W","        14","W","","","","","         0","W","         1","W","         0","W","       334","W","       105","W","       117"," ","        14"," ","       112"," ","   -1.0","W,0118, ","","","",""," 106.2"," ,W,1220, ","   35.0","W,0805, ","","","","","-1.0","W,0118","     223.9","9","     223.9","W","   1237.5"," ,W","","","     23.56","W","     28.42","W","     18.70","W","       110","W","       290","W","      17.9","W","      24.1","W"
"USW00012871","2019","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.6","W","   2391.2","","    2391.2","W","       111","W","        84","W","        15","W","        0","","","","         0","W","         0","W","         0","W","       344","W","       133","W","       129"," ","        11"," ","        95"," ","    4.4","W,0129, ","     0"," ,W,1231,+","","","  83.6"," ,W,0816, ","   37.2","W,0626, ","","","","","","","     158.8","8","     158.8","W","   1272.6"," ,W","","","     24.53","W","     29.34","W","     19.72","W","       200","W","       200","W","      17.0","W","      29.5","W"
"USW00012871","2020","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.8","W","   2448.0","","    2448.0","W","       119","W","        76","W","        13","W","        0","","         0","W","         0","W","         0","W","         0","W","       346","W","       117","W","       107"," ","         6"," ","        95"," ","    2.8","W,0122, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 162.8"," ,W,1111, ","   36.7","W,0716, ","","","","","","","     117.6","6","     117.6","W","   1459.4"," ,W","        0"," ,W","     24.58","W","     29.06","W","     20.10","W","       150","W","       310","W","      17.9","W","      25.0","W"
"USW00012871","2021","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.6","W","   2125.8","","    2125.8","W","        98","W","        69","W","        15","W","        0","","         0","W","         0","W","         0","W","         0","W","       344","W","        87","W","       139"," ","        27"," ","        81"," ","    5.0","W,0204, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  68.1"," ,W,0727, ","   36.1","W,0705, ","","","","","","","     172.7","7","     172.7","W","   1186.5"," ,W","        0"," ,W","     23.76","W","     28.41","W","     19.12","W","       160","W","       120","W","      17.4","W","      24.1","W"
"USW00012871","2022","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.6","W","   2146.6","","    2146.6","W","       115","W","        75","W","        14","W","        0","","         0","W","         0","W","         0","W","         0","W","       340","W","        90","W","       112"," ","        19"," ","       108"," ","    1.1","W,0131,+","     0"," ,W,1231,+","     0"," ,W,1231,+"," 169.4"," ,W,0928, ","   35.6","W,0820,+","","","","","","","     147.0","0","     147.0","W","   1379.6"," ,W","        0"," ,W","     23.70","W","     28.45","W","     18.95","W","        10","W","        10","W","      23.7","W","      38.5","W"
"USW00012871","2023","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.8","W","   2371.7","","    2371.7","W","        83","W","        41","W","         7","W","        0","","         0","W","         0","W","         0","W","         0","W","       346","W","       117","W","        83"," ","        13"," ","        82"," ","    3.3","W,0116,+","     0"," ,W,1231,+","     0"," ,W,1231,+","  62.7"," ,W,0417, ","   37.2","W,0705, ","","","","","","","     139.6","6","     139.6","W","    689.7"," ,W","        0"," ,W","     24.49","W","     29.15","W","     19.82","W","       180","W","       180","W","      21.5","W","      31.3","W"
"USW00012871","2024","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","       3.7","W","   2172.9","","    2172.9","W","        99","W","        67","W","        23","W","        0","","         0","D","         0","W","         0","W","         0","W","       330","W","       107","W","        92"," ","        13"," ","        86"," ","    3.9","W,0121, ","     0"," ,D,1231,+","     0"," ,D,1231,+"," 280.9"," ,W,0804, ","   37.2","W,0530, ","","","","","","","     155.7","7","     155.7","W","   1983.0"," ,W","        0"," ,D","     23.97","W","     28.53","W","     19.40","W","       320","W","       330","W","      30.9","W","      45.6","W"
"USW00012871","2025","27.40146","-82.55863","5.3","SARASOTA BRADENTON AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        28"," ","         5"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
