"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN017011200","1930","20.783","86.733","6.0","CHANDBALI, IN","        95","I","        65","I","        24","I","","","","","",""," 157.7"," ,I,0722, ","   1670.7"," ,I","",""
"IN017011200","1931","20.783","86.733","6.0","CHANDBALI, IN","       117","I","        74","I","        20","I","","","","","",""," 143.5"," ,I,1004, ","   1599.2"," ,I","",""
"IN017011200","1932","20.783","86.733","6.0","CHANDBALI, IN","       103","I","        77","I","        21","I","","","","","",""," 106.7"," ,I,1113, ","   1677.4"," ,I","",""
"IN017011200","1933","20.783","86.733","6.0","CHANDBALI, IN","       119","I","        86","I","        23","I","","","","","",""," 133.4"," ,I,0809, ","   1985.0"," ,I","",""
"IN017011200","1934","20.783","86.733","6.0","CHANDBALI, IN","       103","I","        82","I","        21","I","","","","","",""," 188.5"," ,I,0701, ","   1940.2"," ,I","",""
"IN017011200","1935","20.783","86.733","6.0","CHANDBALI, IN","        91","I","        66","I","        15","I","","","","","",""," 251.5"," ,I,0720, ","   1418.2"," ,I","",""
"IN017011200","1936","20.783","86.733","6.0","CHANDBALI, IN","       130","I","        95","I","        25","I","","","","","",""," 186.4"," ,I,0527, ","   2128.0"," ,I","",""
"IN017011200","1937","20.783","86.733","6.0","CHANDBALI, IN","       126","I","        85","I","        18","I","","","","","",""," 111.0"," ,I,0723, ","   1618.2"," ,I","",""
"IN017011200","1938","20.783","86.733","6.0","CHANDBALI, IN","       131","I","        87","I","        17","I","","","","","",""," 106.2"," ,I,0513, ","   1577.5"," ,I","",""
"IN017011200","1939","20.783","86.733","6.0","CHANDBALI, IN","        99","I","        68","I","        13","I","","","","","",""," 151.4"," ,I,0906, ","   1144.8"," ,I","",""
"IN017011200","1940","20.783","86.733","6.0","CHANDBALI, IN","       114","I","        79","I","        30","I","","","","","",""," 143.0"," ,I,0708, ","   2109.3"," ,I","",""
"IN017011200","1941","20.783","86.733","6.0","CHANDBALI, IN","        94","I","        64","I","        17","I","","","","","",""," 321.8"," ,I,0710, ","   1760.2"," ,I","",""
"IN017011200","1942","20.783","86.733","6.0","CHANDBALI, IN","        97","I","        68","I","        24","I","","","","","",""," 199.1"," ,I,1116, ","   1787.8"," ,I","",""
"IN017011200","1943","20.783","86.733","6.0","CHANDBALI, IN","        94","I","        70","I","        19","I","","","","","",""," 110.2"," ,I,0818, ","   1447.6"," ,I","",""
"IN017011200","1944","20.783","86.733","6.0","CHANDBALI, IN","        94","I","        69","I","        20","I","","","","","",""," 236.7"," ,I,0731, ","   1597.1"," ,I","",""
"IN017011200","1945","20.783","86.733","6.0","CHANDBALI, IN","       110","I","        74","I","        15","I","","","","","",""," 155.4"," ,I,1019, ","   1528.6"," ,I","",""
"IN017011200","1946","20.783","86.733","6.0","CHANDBALI, IN","       124","I","        89","I","        31","I","","","","","",""," 195.3"," ,I,0915, ","   2335.5"," ,I","",""
"IN017011200","1952","20.783","86.733","6.0","CHANDBALI, IN","        80","I","        69","I","        18","I","","","","","",""," 163.3"," ,I,1008, ","   1564.0"," ,I","",""
"IN017011200","1953","20.783","86.733","6.0","CHANDBALI, IN","        70","I","        62","I","        12","I","","","","","",""," 156.0"," ,I,0803, ","   1268.9"," ,I","",""
"IN017011200","1954","20.783","86.733","6.0","CHANDBALI, IN","        68","I","        63","I","        16","I","","","","","","","  74.2"," ,I,1026, ","   1010.8"," ,I","",""
"IN017011200","1955","20.783","86.733","6.0","CHANDBALI, IN","        85","I","        67","I","        26","I","","","","","",""," 176.3"," ,I,0903, ","   2180.1"," ,I","",""
"IN017011200","1956","20.783","86.733","6.0","CHANDBALI, IN","        99","I","        85","I","        16","I","","","","","",""," 145.3"," ,I,0807, ","   1657.7"," ,I","",""
"IN017011200","1957","20.783","86.733","6.0","CHANDBALI, IN","        62","I","        57","I","        14","I","","","","","","","  69.9"," ,I,0901, ","   1125.5"," ,I","",""
"IN017011200","1959","20.783","86.733","6.0","CHANDBALI, IN","        95","I","        79","I","        16","I","","","","","",""," 112.4"," ,I,0930, ","   1611.8"," ,I","",""
"IN017011200","1960","20.783","86.733","6.0","CHANDBALI, IN","        85","I","        68","I","        22","I","","","","","",""," 194.3"," ,I,0809, ","   1769.6"," ,I","",""
"IN017011200","1961","20.783","86.733","6.0","CHANDBALI, IN","       102","I","        79","I","        26","I","","","","","",""," 204.2"," ,I,0907, ","   1825.4"," ,I","",""
"IN017011200","1962","20.783","86.733","6.0","CHANDBALI, IN","        87","I","        64","I","        10","I","","","","","",""," 114.0"," ,I,1030, ","   1127.9"," ,I","",""
"IN017011200","1963","20.783","86.733","6.0","CHANDBALI, IN","        94","I","        75","I","        23","I","","","","","",""," 272.2"," ,I,0810, ","   1900.7"," ,I","",""
"IN017011200","1964","20.783","86.733","6.0","CHANDBALI, IN","        91","I","        78","I","        18","I","","","","","",""," 109.4"," ,I,0823, ","   1563.6"," ,I","",""
"IN017011200","1965","20.783","86.733","6.0","CHANDBALI, IN","        77","I","        67","I","        21","I","","","","","",""," 153.0"," ,I,0727, ","   1722.0"," ,I","",""
"IN017011200","1966","20.783","86.733","6.0","CHANDBALI, IN","        62","I","        51","I","        20","I","","","","","",""," 108.0"," ,I,0729, ","   1356.6"," ,I","",""
"IN017011200","1967","20.783","86.733","6.0","CHANDBALI, IN","        80","I","        69","I","        21","I","","","","","",""," 172.8"," ,I,1010, ","   1770.6"," ,I","",""
"IN017011200","1968","20.783","86.733","6.0","CHANDBALI, IN","        77","I","        65","I","        19","I","","","","","",""," 212.6"," ,I,0912, ","   1759.8"," ,I","",""
"IN017011200","1969","20.783","86.733","6.0","CHANDBALI, IN","        87","I","        74","I","        19","I","","","","","",""," 282.2"," ,I,0814, ","   1770.5"," ,I","",""
"IN017011200","2020","20.783","86.733","6.0","CHANDBALI, IN","","","","","","","         0","S","         0","S","   11.2","S,1221, ","","","","","     21.99","S"
"IN017011200","2021","20.783","86.733","6.0","CHANDBALI, IN","","","","","","","         0","S","         0","S","    9.2","S,1221, ","","","","","     21.78","S"
