"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00395090","1962","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    271.3","","     271.3","0","        95","0","        56","0","         5","0","       82","","        13","0","        40","0","       167","0","        73","0","       138","0","         5","0","","","","","  -33.3","0,0228, ","   508"," ,0,0315,+","   127"," ,0,0218,+","  68.1"," ,0,0704, ","   33.3","0,0425, ","-1.1","0,0920","-2.2","0,1020","-10.0","0,1025","-10.0","0,1025","-10.0","0,1025","0.0","0,0428","-7.8","0,0415","-7.8","0,0415","-7.8","0,0415","-8.9","0,0402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    722.6"," ,0","      840"," ,0","      7.02","0","     12.90","0","      1.14","0"
"USC00395090","1963","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    415.7","","     415.7","0","        80","0","        51","0","         6","0","       67","","        10","0","        48","0","       152","0","        63","0","       159","0","         9","0","         1"," ","","","  -31.7","0,0127,+","   203"," ,0,0319, ","   267"," ,0,0319, ","  61.7"," ,0,0727, ","   35.0","0,0630,+","-1.7","0,1028","-2.2","0,1029","-7.2","0,1113","-7.2","0,1113","-12.2","0,1123","-3.9","0,0522","-3.9","0,0522","-6.1","0,0404","-12.2","0,0321","-12.2","0,0321","    4099.6","6","","","","","    4099.6","0","","","","","","","","","","","","","","","","","","","","","    685.7"," ,0","      728"," ,0","      8.01","0","     14.35","0","      1.67","0"
"USC00395090","1964","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","","","","","        71","0","        47","0","         4","0","       78","","         9","0","        31","0","       169","0","","","","","","","","","","","  -29.4","0,1218, ","   203"," ,0,0308,+","   203"," ,0,0303, ","  44.5"," ,0,0806, ","","","-2.2","0,0927","-2.2","0,0927","-6.1","0,1009","-11.7","0,1118","-11.7","0,1118","0.0","0,0513","-7.8","0,0408","-7.8","0,0408","-7.8","0,0408","-13.3","0,0330","    3974.9","9","","","","","    3974.9","0","","","","","","","","","","","","","","","","","","","","","    515.6"," ,0","      746"," ,0","","","","","      1.03","0"
"USC00395090","1965","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    290.1","","     290.1","0","       102","0","        55","0","         2","0","       98","","         9","0","        40","0","       169","0","        70","0","       136","0","         9","0","","","","","  -30.6","0,0128, ","   229"," ,0,0320,+","   216"," ,0,0317, ","  38.4"," ,0,0317, ","   38.9","0,0813, ","-0.6","0,0923","-3.3","0,0924","-4.4","0,0926","-7.2","0,1104","-10.6","0,1109","-2.2","0,0528","-2.2","0,0528","-11.1","0,0330","-11.1","0,0330","-11.1","0,0330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    610.6"," ,0","      843"," ,0","      6.55","0","     12.85","0","      0.24","0"
"USC00395090","1966","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    419.4","","     419.4","0","        84","0","        48","0","         3","0","       61","","        13","0","        40","0","       178","0","        65","0","       142","0","        24","0","","","","","  -35.0","0,0129, ","   305"," ,0,0305, ","   254"," ,0,0304, ","  37.6"," ,0,0820, ","   40.0","0,0710, ","-1.1","0,1001","-3.9","0,1016","-4.4","0,1019","-8.3","0,1101","-15.6","0,1102","-0.6","0,0513","-3.9","0,0509","-7.2","0,0430","-7.2","0,0430","-11.7","0,0325","    4428.9","9","","","","","    4428.9","0","","","","","","","","","","","","","","","","","","","","","    459.7"," ,0","      911"," ,0","      6.89","0","     13.62","0","      0.15","0"
"USC00395090","1967","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    287.9","","     287.9","0","        69","0","        34","0","         4","0","       49","","        11","0","        32","0","       180","0","        57","0","       142","0","        15","0","","","","","  -32.8","0,1231, ","   178"," ,0,0110,+","   114"," ,0,0106, ","  47.0"," ,0,0619, ","   37.8","0,0722, ","-2.2","0,0927","-2.2","0,0927","-5.0","0,1011","-11.1","0,1028","-11.1","0,1028","-1.1","0,0520","-5.6","0,0504","-5.6","0,0504","-8.3","0,0503","-10.6","0,0318","    4290.4","4","","","","","    4290.4","0","","","","","","","","","","","","","","","","","","","","","    459.1"," ,0","      631"," ,0","      7.12","0","     13.99","0","      0.24","0"
"USC00395090","1968","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    357.4","","     357.4","0","        96","0","        57","0","         5","0","       46","","        14","0","        31","0","       160","0","        70","0","       136","0","        18","0","","","","","  -32.2","0,0104, ","   711"," ,0,1231,+","   254"," ,0,1222, ","  51.8"," ,0,0625, ","   37.8","0,0620, ","-1.1","0,1003","-2.2","0,1004","-4.4","0,1024","-7.2","0,1108","-11.7","0,1111","0.0","0,0520","-3.3","0,0505","-4.4","0,0424","-9.4","0,0405","-9.4","0,0405","    4276.8","8","","","","","    4276.8","0","","","","","","","","","","","","","","","","","","","","","    695.2"," ,0","      948"," ,0","      7.57","0","     14.01","0","      1.13","0"
"USC00395090","1969","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    349.8","","     349.8","0","        98","0","        55","0","         3","0","      122","","        21","0","        38","0","       165","0","        98","0","       135","0","        20","0","","","","","  -30.0","0,0104, ","   965"," ,0,0221, ","   152"," ,0,0221, ","  61.2"," ,0,0506, ","   36.1","0,0713, ","-1.1","0,1008","-3.9","0,1014","-4.4","0,1017","-7.2","0,1028","-9.4","0,1113","0.0","0,0429","-3.3","0,0406","-4.4","0,0405","-13.3","0,0331","-13.3","0,0331","    4724.5","5","","","","","    4724.5","0","","","","","","","","","","","","","","","","","","","","","    649.8"," ,0","     1437"," ,0","      6.33","0","     12.12","0","      0.55","0"
"USC00395090","1970","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    496.8","","     496.8","0","        91","0","        47","0","         2","0","      105","","        13","0","        37","0","       183","0","        74","0","       148","0","        36","0","","","","","  -34.4","0,0119, ","   279"," ,0,0123,+","   241"," ,0,0325, ","  27.9"," ,0,0616, ","   37.8","0,0907,+","-0.6","0,0926","-2.2","0,1009","-5.6","0,1010","-10.0","0,1114","-10.0","0,1114","-1.1","0,0502","-3.3","0,0423","-6.1","0,0404","-10.6","0,0401","-10.6","0,0401","    4562.6","6","","","","","    4562.6","0","","","","","","","","","","","","","","","","","","","","","    563.1"," ,0","     1276"," ,0","      6.86","0","     13.20","0","      0.51","0"
"USC00395090","1971","43.9905","-97.09228","500.8","MADISON 2 SE, SD US","    383.8","","     383.8","0","        75","0","        41","0","         4","0","      115","","        12","0","        33","0","       165","0","        95","0","       147","0","        23","0","","","","","  -30.6","0,0207, ","   229"," ,0,1231,+","   178"," ,0,0318, ","  82.3"," ,0,0830, ","   37.8","0,0823,+","-0.6","0,0917","-3.3","0,1028","-6.1","0,1031","-11.1","0,1106","-11.1","0,1106","-1.7","0,0512","-2.8","0,0502","-7.2","0,0413","-7.2","0,0413","-8.9","0,0405","    4532.8","8","","","","","    4532.8","0","","","","","","","","","","","","","","","","","","","","","    587.4"," ,0","      861"," ,0","      7.07","0","     13.52","0","      0.62","0"
