"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033514","1951","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       136","I","        75","I","         3","I","","","","","","","","","","","","","  27.8"," ,I,0928, ","","","","","","","","","","","","","","","","","","","","","","","    737.0"," ,I","","","","","",""
"UPM00033514","1953","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       107","I","        58","I","         2","I","","","","","","","","","","","","","  40.9"," ,I,0823, ","","","","","","","","","","","","","","","","","","","","","","","    589.3"," ,I","","","","","",""
"UPM00033514","1957","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       129","I","        64","I","         4","I","","","","","","","","","","","","","  64.5"," ,I,1214, ","","","","","","","","","","","","","","","","","","","","","","","    754.4"," ,I","","","","","",""
"UPM00033514","1959","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       128","I","        62","I","         2","I","","","","","","","","","","","","","  34.8"," ,I,1229, ","","","","","","","","","","","","","","","","","","","","","","","    613.6"," ,I","","","","","",""
"UPM00033514","1963","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       116","I","        64","I","         3","I","","","","","","","","","","","","","  30.0"," ,I,0709, ","","","","","","","","","","","","","","","","","","","","","","","    621.3"," ,I","","","","","",""
"UPM00033514","1965","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       159","I","        99","I","         7","I","","","","","","","","","","","","","  36.3"," ,I,1128, ","","","","","","","","","","","","","","","","","","","","","","","    992.2"," ,I","","","","","",""
"UPM00033514","1966","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       179","I","       104","I","         5","I","","","","","","","","","","","","","  63.4"," ,I,0827, ","","","","","","","","","","","","","","","","","","","","","","","   1021.4"," ,I","","","","","",""
"UPM00033514","1967","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       160","I","        97","I","         5","I","","","","","","","","","","","","","  34.9"," ,I,1004, ","","","","","","","","","","","","","","","","","","","","","","","    962.9"," ,I","","","","","",""
"UPM00033514","1968","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       158","I","        81","I","         7","I","","","","","","","","","","","","","  57.8"," ,I,0922, ","","","","","","","","","","","","","","","","","","","","","","","    966.5"," ,I","","","","","",""
"UPM00033514","1969","48.9","22.467","195.0","VELIKIY BEREZNY, UP","       148","I","        85","I","         5","I","","","","","","","","","","","","","  41.8"," ,I,1002, ","","","","","","","","","","","","","","","","","","","","","","","    891.3"," ,I","","","","","",""
