"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00053965","2011","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        20"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053965","2012","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        31"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053965","2013","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        45"," ","         1"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053965","2014","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        40"," ","         5"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053965","2015","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","","","","","        86","W","        39","W","         0","W","        0","","","","","","","","","","","","","","        65"," ","         6"," ","         6"," ","","","     0"," ,W,1231,+","","","  21.8"," ,W,0509, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    325.4"," ,W","","","","","","","","","","","",""
"USW00053965","2016","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","       2.6","W","   1474.0","","    1474.0","W","        79","W","        33","W","         1","W","        0","","         0","W","         0","W","        46","W","         1","W","       261","W","       109","W","        64"," ","         2"," ","         4"," ","  -12.7","W,1219, ","     0"," ,W,1231,+","     0","T,W,0109, ","  37.3"," ,W,0914, ","   41.1","W,0811, ","-0.5","W,1119","-5.5","W,1208","-5.5","W,1208","-8.8","W,1217","-11.6","W,1218","-0.5","W,0328","-3.2","W,0226","-6.0","W,0204","","","","","","","","","    319.3"," ,W","        0","T,W","     19.09","W","     25.91","W","     12.27","W","       300","W","      14.8","W"
"USW00053965","2017","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","       2.6","W","   1448.0","","    1448.0","W","        63","W","        29","W","         1","W","        0","","         0","W","         0","W","        45","W","         1","W","       277","W","       113","W","        35"," ","         5"," ","","","  -14.9","W,0107, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  71.9"," ,W,0219, ","   40.6","W,0728,+","-1.6","W,1027","-3.2","W,1028","-7.1","W,1207","-7.1","W,1207","-11.0","W,1208","-2.7","W,0302","-2.7","W,0302","-5.5","W,0127","-14.9","W,0107","-14.9","W,0107","    1023.6","6","    1023.6","W","    346.4"," ,W","        0"," ,W","     19.18","W","     26.44","W","     11.91","W","       280","W","      16.1","W"
"USW00053965","2018","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","       2.6","W","   1587.6","","    1587.6","W","        71","W","        31","W","         1","W","        0","","         0","W","         0","W","        73","W","         4","W","       234","W","       122","W","        27"," ","         3"," ","         3"," ","  -16.6","W,0117, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  26.7"," ,W,0503, ","   43.3","W,0722,+","-2.1","W,1110","-7.1","W,1113","-7.1","W,1113","-7.1","W,1113","","","-1.0","W,0408","-3.2","W,0221","-6.6","W,0212","-7.7","W,0208","-16.6","W,0117","    1440.1","1","    1440.1","W","    268.0"," ,W","        0"," ,W","     18.23","W","     25.17","W","     11.29","W","       310","W","      14.3","W"
"USW00053965","2019","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","       2.6","W","   1402.3","","    1402.3","W","        66","W","        30","W","         1","W","        0","","","","         0","W","        69","W","         2","W","       232","W","       110","W","        22"," ","","","        12"," ","   -8.8","W,0305, ","     0"," ,W,1231,+","","","  30.2"," ,W,0518, ","   40.6","W,0826, ","-0.5","W,1011","-3.2","W,1012","-4.9","W,1101","-7.7","W,1112","","","-0.5","W,0331","-7.7","W,0306","-7.7","W,0306","-7.7","W,0306","","","    1630.9","9","    1630.9","W","    244.4"," ,W","","","     17.68","W","     24.40","W","     10.95","W","       350","W","      13.9","W"
"USW00053965","2020","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","       2.6","W","   1308.5","","    1308.5","W","","","","","","","","","","","         0","W","        56","W","         1","W","       248","W","       105","W","        57"," ","         6"," ","         3"," ","  -11.0","W,0206, ","","","","","","","   42.8","W,0814, ","-0.5","W,1026","-3.8","W,1130","-4.9","W,1204","","","","","0.0","W,0418","-7.1","W,0227","-7.1","W,0227","-7.1","W,0227","-11.0","W,0206","    1489.8","8","    1489.8","W","","","","","     18.03","W","     25.12","W","     10.95","W","       330","W","      14.3","W"
"USW00053965","2021","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        11"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053965","2022","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","       3.0","W","   1720.6","","    1720.6","W","        34","W","         9","W","         0","W","","","","","         0","W","        81","W","         5","W","       251","W","       133","W","        59"," ","","","         1"," ","  -12.7","W,1223,+","","","","","  13.7"," ,W,0501, ","   43.9","W,0719, ","-2.7","W,1112","-2.7","W,1112","-7.1","W,1120","-7.1","W,1120","-12.7","W,1222","0.0","W,0324","-9.3","W,0312","-9.3","W,0312","-9.3","W,0312","-9.3","W,0312","","","","","     79.5"," ,W","","","     18.68","W","     26.01","W","     11.35","W","       300","W","      13.9","W"
"USW00053965","2023","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","       2.8","W","   1717.7","","    1717.7","W","        43","W","         5","W","         0","W","","","","","         0","W","        46","W","         3","W","       248","W","       119","W","        69"," ","         1"," ","         1"," ","   -6.0","W,1127,+","","","","","   8.9"," ,W,0512, ","   43.9","W,0818,+","0.0","W,1030","-2.7","W,1031","-6.0","W,1127","","","","","-2.7","W,0319","-2.7","W,0319","-5.5","W,0217","","","","","    1341.5","5","    1341.5","W","     67.0"," ,W","","","     19.57","W","     26.51","W","     12.64","W","       340","W","      14.3","W"
"USW00053965","2024","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","   1656.6","","    1656.6","D","        69","W","        33","W","         3","W","","","","","         0","D","        32","D","         3","D","       265","D","       124","D","        78"," ","         4"," ","         2"," ","  -13.2","D,0116,+","","","","","  81.5"," ,W,1108, ","   42.2","D,0823,+","-0.5","W,1121","-2.2","D,1202","-5.0","D,1211","","","","","-1.6","W,0310","-5.5","W,0218","-5.5","W,0218","-9.3","W,0120","-9.3","W,0120","    1247.4","4","    1247.4","D","    488.9"," ,W","","","     19.69","D","     26.29","D","     13.09","D","","","",""
"USW00053965","2025","33.11","-98.55528","342.3","GRAHAM MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        18"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
