"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00519603","1984","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   2147.7","","    2147.7","0","       220","0","       104","0","         5","0","","","         0","0","         0","0","         0","0","         0","0","       360","0","        47","0","   13.3","0,1231,+","","","     0"," ,0,1231,+","  73.7"," ,0,1225, ","   33.3","0,1021,+","","","","","   1057.6"," ,0","        0"," ,0","     24.29","0","     29.45","0","     19.13","0"
"USC00519603","1985","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   1747.6","","    1747.6","0","       238","0","       103","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","        10","0","   11.7","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.6"," ,0,0215, ","   33.3","0,0916,+","       4.5","5","       4.5","0","   1109.6"," ,0","        0"," ,0","     23.13","0","     28.52","0","     17.74","0"
"USC00519603","1986","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   1801.2","","    1801.2","0","       268","0","       128","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        19","0","    7.2","0,0216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  65.5"," ,0,0725, ","   34.4","0,0915, ","       4.2","2","       4.2","0","   1364.6"," ,0","        0"," ,0","     23.26","0","     28.70","0","     17.82","0"
"USC00519603","1987","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   1717.4","","    1717.4","0","       268","0","       137","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       360","0","         8","0","   10.0","0,0327, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 101.6"," ,0,1212, ","   33.9","0,0824, ","       6.7","7","       6.7","0","   1684.6"," ,0","        0"," ,0","     23.07","0","     28.21","0","     17.93","0"
"USC00519603","1988","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   1790.8","","    1790.8","0","       275","0","       134","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        11","0","   10.0","0,1218, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 195.1"," ,0,0101, ","   32.8","0,0907,+","       2.2","2","       2.2","0","   1766.1"," ,0","        0"," ,0","     23.21","0","     28.91","0","     17.51","0"
"USC00519603","1989","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   1729.7","","    1729.7","0","       211","0","       122","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","         3","0","   11.1","0,1117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  99.1"," ,0,0409, ","   36.1","0,0717, ","       3.9","9","       3.9","0","   1686.3"," ,0","        0"," ,0","     23.07","0","     28.37","0","     17.76","0"
"USC00519603","1990","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","","","","","       239","0","       126","0","        12","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.2"," ,0,0307, ","","","       2.8","8","       2.8","0","   1693.0"," ,0","        0"," ,0","","","","","",""
"USC00519603","1991","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   2126.7","","    2126.7","0","       232","0","       110","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","        15","0","   10.6","0,0225,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 194.8"," ,0,0320, ","   33.3","0,1013,+","","","","","   1280.2"," ,0","        0"," ,0","     24.19","0","     28.69","0","     19.69","0"
"USC00519603","1992","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   1590.4","","    1590.4","0","       203","0","       106","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","         7","0","   10.6","0,0210, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.0"," ,0,0518, ","   33.9","0,0531, ","       2.0","0","       2.0","0","   1251.5"," ,0","        0"," ,0","     22.70","0","     28.94","0","     16.46","0"
"USC00519603","1993","21.6369","-158.0536","12.5","WAIMEA ARBORETUM 892, HI US","   1742.9","","    1742.9","0","       232","0","       115","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","        20","0","    7.2","0,0204, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.2"," ,0,0209, ","   34.4","0,0930, ","      32.0","0","      32.0","0","   1062.4"," ,0","        0"," ,0","     23.04","0","     28.68","0","     17.41","0"
