"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN011140700","1931","24.65","77.317","478.0","GUNA, IN","        67","I","        59","I","        18","I","","","","","","","","","","","","","  97.8"," ,I,0804, ","","","   1398.2"," ,I","","","","","",""
"IN011140700","1932","24.65","77.317","478.0","GUNA, IN","        53","I","        41","I","        14","I","","","","","","","","","","","",""," 175.3"," ,I,0908, ","","","   1133.1"," ,I","","","","","",""
"IN011140700","1933","24.65","77.317","478.0","GUNA, IN","        84","I","        67","I","        12","I","","","","","","","","","","","",""," 119.9"," ,I,0625, ","","","   1441.5"," ,I","","","","","",""
"IN011140700","1934","24.65","77.317","478.0","GUNA, IN","        61","I","        58","I","        23","I","","","","","","","","","","","",""," 181.6"," ,I,0819, ","","","   1589.0"," ,I","","","","","",""
"IN011140700","1935","24.65","77.317","478.0","GUNA, IN","        78","I","        62","I","        12","I","","","","","","","","","","","",""," 189.7"," ,I,0711, ","","","   1249.5"," ,I","","","","","",""
"IN011140700","1936","24.65","77.317","478.0","GUNA, IN","        80","I","        51","I","        17","I","","","","","","","","","","","",""," 153.2"," ,I,0702, ","","","   1386.4"," ,I","","","","","",""
"IN011140700","1937","24.65","77.317","478.0","GUNA, IN","        71","I","        47","I","        12","I","","","","","","","","","","","",""," 131.3"," ,I,0826, ","","","   1133.3"," ,I","","","","","",""
"IN011140700","1938","24.65","77.317","478.0","GUNA, IN","        73","I","        49","I","        12","I","","","","","","","","","","","",""," 101.6"," ,I,0819, ","","","    982.9"," ,I","","","","","",""
"IN011140700","1939","24.65","77.317","478.0","GUNA, IN","        67","I","        45","I","        10","I","","","","","","","","","","","",""," 138.9"," ,I,0908, ","","","    908.8"," ,I","","","","","",""
"IN011140700","1940","24.65","77.317","478.0","GUNA, IN","        88","I","        52","I","        13","I","","","","","","","","","","","",""," 176.0"," ,I,0715, ","","","   1171.8"," ,I","","","","","",""
"IN011140700","1941","24.65","77.317","478.0","GUNA, IN","        67","I","        44","I","         7","I","","","","","","","","","","","","","  99.8"," ,I,0910, ","","","    680.8"," ,I","","","","","",""
"IN011140700","1942","24.65","77.317","478.0","GUNA, IN","        91","I","        67","I","        29","I","","","","","","","","","","","",""," 104.1"," ,I,0728, ","","","   1816.5"," ,I","","","","","",""
"IN011140700","1943","24.65","77.317","478.0","GUNA, IN","        79","I","        47","I","        12","I","","","","","","","","","","","",""," 131.3"," ,I,0729, ","","","    961.5"," ,I","","","","","",""
"IN011140700","1944","24.65","77.317","478.0","GUNA, IN","        95","I","        65","I","        15","I","","","","","","","","","","","",""," 140.2"," ,I,0722, ","","","   1379.5"," ,I","","","","","",""
"IN011140700","1945","24.65","77.317","478.0","GUNA, IN","        85","I","        56","I","        18","I","","","","","","","","","","","",""," 191.5"," ,I,0629, ","","","   1377.2"," ,I","","","","","",""
"IN011140700","1946","24.65","77.317","478.0","GUNA, IN","        87","I","        78","I","        26","I","","","","","","","","","","","",""," 122.7"," ,I,0808, ","","","   1697.4"," ,I","","","","","",""
"IN011140700","1947","24.65","77.317","478.0","GUNA, IN","        61","I","        50","I","        16","I","","","","","","","","","","","",""," 298.5"," ,I,0906, ","","","   1404.6"," ,I","","","","","",""
