"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013880","1969","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1116.8","","    1116.8","0","       111","0","        69","0","        14","0","        0","","         1","0","         0","0","        56","0","         0","0","       227","0","        43","0","       158"," ","        18"," ","        51"," ","   -6.7","0,0115, ","     0","T,0,0304, ","    51"," ,0,0304, "," 133.1"," ,0,1101, ","   36.7","0,0707,+","    1520.4","0","-2.8","0,1115","-2.8","0,1115","-5.6","0,1205","","","","","0.0","0,0328","-2.2","0,0314","-6.1","0,0116","-6.7","0,0115","","","    1521.0","0","","","    1521.0","0","","","","","","","","","     13.85","0","","","     24.53","0","   1324.2"," ,0","      59.9","X","       51"," ,0","     17.20","0","     22.79","0","     11.61","0","   160362","X","","","","","","","       360","X","     38003","0","","","","","","","      23.1","X"
"USW00013880","1970","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1281.3","","    1281.3","0","       115","0","        67","0","        16","0","        0","","         0","0","         0","0","        44","0","         3","0","       249","0","        69","0","       190"," ","        34"," ","        54"," ","  -11.7","0,0109, ","     0"," ,0,1231,+","     0","T,0,0210,+","  76.2"," ,0,0825, ","   37.8","0,0701,+","","","-0.6","0,1117","-6.1","0,1124","-6.1","0,1124","-8.9","0,1125","-8.9","0,1125","-0.6","0,0317","-3.3","0,0227","-5.0","0,0205","-8.3","0,0122","-11.1","0,0110","    1411.6","6","","","    1411.6","0","","","","","","","","","","","","","","","   1167.3"," ,0","      65.7","X","        0","T,0","     18.23","0","     24.23","0","     12.23","0","   174456","X","","","","","","","       180","X","","","","","","","","","      19.5","X"
"USW00013880","1971","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1267.7","","    1267.7","0","       124","0","        88","0","        17","0","        0","","         0","0","         0","0","        28","0","         0","0","       264","0","        46","0","       195"," ","        23"," ","        69"," ","   -5.6","0,0214,+","     0"," ,0,1231,+","     0","T,0,0326,+","  86.6"," ,0,0815, ","   36.1","0,0615, ","","","-2.2","0,1122","-2.2","0,1122","","","","","","","0.0","0,0327","-2.8","0,0305","-5.6","0,0214","","","","","    1250.0","0","","","    1250.0","0","","","","","","","","","","","","","     24.92","0","   1538.1"," ,0","      66.5","X","        0","T,0","     18.76","0","     24.49","0","     13.02","0","   178452","X","","","","","","","       315","X","     35157","0","","","","","","","      31.9","X"
"USW00013880","1972","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1094.6","","    1094.6","0","       100","0","        71","0","        10","0","        0","","         0","0","         0","0","        20","0","         0","0","       268","0","        50","0","       177"," ","        32"," ","        41"," ","   -8.3","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.0"," ,0,1129, ","   36.1","0,0819,+","    1629.8","0","0.0","0,1118","-4.4","0,1124","-4.4","0,1124","-6.7","0,1218","","","-1.1","0,0410","-2.2","0,0306","-4.4","0,0221","-8.3","0,0117","","","     935.5","5","","","     935.5","0","","","","","","","","","     14.74","0","","","     25.83","0","   1089.4"," ,0","","","        0"," ,0","     18.56","0","     24.48","0","     12.64","0","","","","","","","","","       225","X","     35988","0","","","","","","","      25.2","X"
"USW00013880","1973","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1353.9","","    1353.9","0","       114","0","        85","0","        24","0","        4","","         2","0","         0","0","        36","0","         1","0","       254","0","        60","0","       154"," ","        29"," ","        58"," ","  -11.1","0,0212, ","   178"," ,0,0211, ","   137"," ,0,0210, "," 238.8"," ,0,0611, ","   36.1","0,0617, ","","","0.0","0,1111","-2.2","0,1212","-6.1","0,1222","","","","","-0.6","0,0225","-3.3","0,0218","-5.0","0,0213","-11.1","0,0212","-11.1","0,0212","    1116.4","4","","","    1116.4","0","","","","","","","","","     15.14","0","","","     26.23","0","   1833.7"," ,0","      65.0","X","      180"," ,0","     18.90","0","     24.56","0","     13.24","0","   174750","X","","","","","","","       270","X","     35862","0","","","","","","","      26.2","X"
"USW00013880","1974","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1108.9","","    1108.9","0","       114","0","        80","0","        19","0","        0","","         0","0","         0","0","        21","0","         0","0","       266","0","        26","0","       138"," ","        39"," ","        66"," ","   -5.0","0,0227, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 119.1"," ,0,0816, ","   36.1","0,0601, ","","","-1.1","0,1109","-2.8","0,1129","","","","","","","0.0","0,0315","-5.0","0,0227","-5.0","0,0227","","","","","     792.0","0","","","     792.0","0","","","","","","","","","     13.50","0","","","     24.78","0","   1388.1"," ,0","      70.5","X","        0"," ,0","     18.75","0","     24.55","0","     12.95","0","   188622","X","","","","","","","       270","X","     35049","0","","","","","","","      23.1","X"
"USW00013880","1975","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1306.8","","    1306.8","X","       134","X","        93","X","        17","X","        0","","         0","X","         0","X","        24","X","         0","X","       267","X","        48","X","       148"," ","        36"," ","        61"," ","   -6.1","X,1219, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  69.6"," ,X,0414, ","   35.6","X,0525, ","","","-1.7","0,1115","-2.2","X,1218","-6.1","X,1219","","","","","-3.9","0,0304","-3.9","0,0304","","","","","","","    1099.9","9","","","    1099.9","X","","","","","","","","","     14.77","0","","","     25.32","0","   1428.4"," ,X","      66.8","X","        0"," ,X","     19.09","X","     24.70","X","     13.48","X","   180120","X","","","","","","","       225","X","     32585","0","","","","","","","      24.7","X"
"USW00013880","1976","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1023.3","","    1023.3","0","       103","0","        69","0","        12","0","        0","","         0","0","         0","0","        40","0","         0","0","       248","0","        26","0","       136"," ","        25"," ","        41"," ","   -8.9","0,0119, ","     0","T,0,0118, ","    10"," ,0,0117, "," 123.4"," ,0,0523, ","   35.0","0,0725,+","","","0.0","0,1028","-2.8","0,1029","-4.4","0,1221","-6.7","0,1222","","","0.0","0,0318","-3.3","0,0208","-8.3","0,0120","-8.3","0,0120","-8.9","0,0119","    1063.1","1","","","    1063.1","0","","","","","","","","","","","","","","","   1232.3"," ,0","      71.5","X","       10"," ,0","     17.68","0","     23.66","0","     11.71","0","   192186","X","       290","X","","","","","       270","X","","","      16.5","X","","","","","      23.6","X"
"USW00013880","1977","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1406.6","","    1406.6","0","       105","0","        65","0","        12","0","        0","","         0","0","         0","0","        53","0","         1","0","       257","0","        78","0","       127"," ","        15"," ","        57"," ","   -8.3","0,0208,+","     0","T,0,0131,+","    15"," ,0,0131, ","  59.9"," ,0,0304, ","   38.3","0,0722,+","","","-0.6","0,1112","-2.8","0,1114","-4.4","0,1227","","","","","0.0","0,0301","-2.8","0,0222","-5.0","0,0210","-8.3","0,0208","","","    1501.5","5","","","    1501.5","0","","","","","","","","","","","","","","","   1047.6"," ,0","      75.8","X","       33"," ,0","     18.54","0","     24.46","0","     12.61","0","   204462","X","       280","X","","","","","       180","X","","","      14.3","X","","","","","      25.2","X"
"USW00013880","1978","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1261.7","","    1261.7","0","        96","0","        69","0","         8","0","        0","","         0","0","         0","0","        51","0","         0","0","       260","0","        52","0","       162"," ","        26"," ","        56"," ","   -7.2","0,0207,+","     0","T,0,0209, ","    10"," ,0,0209, ","  86.4"," ,0,1224, ","   37.2","0,0628, ","","","0.0","0,1210","-3.3","0,1211","-4.4","0,1215","","","","","0.0","0,0318","-2.2","0,0306","-5.0","0,0305","-7.2","0,0207","","","    1357.6","6","","","    1357.6","0","","","","","","","","","","","","","     26.13","0","   1039.1"," ,0","      70.7","X","       10"," ,0","     18.32","0","     24.12","0","     12.52","0","   192246","X","       200","X","","","","","       180","X","     32017","0","      17.9","X","","","","","      29.8","X"
"USW00013880","1979","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1197.1","","    1197.1","0","       117","0","        78","0","        14","0","        2","","         1","0","         0","0","        42","0","         1","0","       254","0","        53","0","       161"," ","        22"," ","        49"," ","   -6.7","0,0210,+","    25"," ,0,0219,+","    41"," ,0,0218, "," 153.9"," ,0,0904, ","   36.7","0,0807, ","","","-1.7","0,1115","-3.9","0,1130","-4.4","0,1201","","","","","0.0","0,0326","-3.9","0,0220","-6.1","0,0219","-6.7","0,0210","","","    1109.1","1","","","    1109.1","0","","","","","","","","","","","","","","","   1473.0"," ,0","      71.8","X","       47"," ,0","     18.16","0","     24.02","0","     12.30","0","   193056","X","       110","X","","","","","       135","X","","","      17.0","X","","","","","      25.2","X"
"USW00013880","1980","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1275.9","","    1275.9","0","       102","0","        75","0","         9","0","        2","","         2","0","         0","0","        41","0","         1","0","       238","0","        80","0","       156"," ","        25"," ","        40"," ","   -9.4","0,0303, ","   102"," ,0,1227, ","    94"," ,0,1227, "," 116.1"," ,0,0725, ","   37.8","0,0713, ","","","0.0","0,1113","-2.8","0,1205","-4.4","0,1226","","","","","-6.1","0,0304","-6.1","0,0304","-6.1","0,0304","-9.4","0,0303","-9.4","0,0303","    1270.9","9","","","    1270.9","0","","","","","","","","","","","","","     24.69","0","   1039.6"," ,0","      65.3","X","      130"," ,0","     18.12","0","     23.84","0","     12.39","0","   178158","X","       270","X","","","","","       315","X","     31354","0","      15.6","X","","","","","      27.8","X"
"USW00013880","1981","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1269.9","","    1269.9","0","        92","0","        69","0","        13","0","        0","","         0","0","         0","0","        50","0","         1","0","       242","0","        73","0","       134"," ","        20"," ","        52"," ","  -10.6","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 136.9"," ,0,0703, ","   38.3","0,0617, ","","","-2.8","0,1114","-2.8","0,1114","-5.0","0,1210","-7.8","0,1211","-10.0","0,1220","-1.7","0,0321","-3.3","0,0212","-4.4","0,0204","-10.6","0,0113","-10.6","0,0113","    1368.4","4","","","    1368.4","0","","","","","","","","","","","","","","","   1256.2"," ,0","      71.5","X","        0"," ,0","     17.95","0","     24.10","0","     11.81","0","   191250","X","        30","X","","","","","        45","X","","","      17.9","X","","","","","      25.2","X"
"USW00013880","1982","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1191.2","","    1191.2","0","       120","0","        79","0","        13","0","        0","","         0","0","         0","0","        26","0","         1","0","       262","0","        38","0","       183"," ","        49"," ","        57"," ","  -12.2","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.5"," ,0,0618, ","   35.6","0,0704,+","","","-1.7","0,1213","","","","","","","","","0.0","0,0407","-4.4","0,0128","-4.4","0,0128","-8.9","0,0112","-8.9","0,0112","    1296.9","9","","","    1296.9","0","","","","","","","","","","","","","","","   1194.8"," ,0","","","        0"," ,0","     18.66","0","     23.92","0","     13.39","0","","","        30","X","","","","","","","","","      15.6","X","","","","","",""
"USW00013880","1983","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1214.0","","    1214.0","0","       104","0","        75","0","        13","0","        0","","         0","0","         0","0","        20","0","         1","0","       232","0","        53","0","       165"," ","        24"," ","        49"," ","  -11.7","0,1226,+","     0","T,0,0121, ","     0","T,0,0324, ","  82.8"," ,0,0704, ","   37.8","0,0822,+","","","-1.1","0,1208","-7.8","0,1224","-7.8","0,1224","-7.8","0,1224","-11.7","0,1225","-0.6","0,0420","-5.0","0,0119","-5.0","0,0119","","","","","    1124.2","2","","","    1124.2","0","","","","","","","","","","","","","     24.70","0","   1374.4"," ,0","      54.9","X","        0","T,0","     18.18","0","     23.28","0","     13.08","0","   147396","X","        90","X","","","","","        90","X","     49656","0","      16.1","X","","","","","      27.2","X"
"USW00013880","1984","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.5","X","   1200.8","","    1200.8","0","       104","0","        74","0","        16","0","        0","","         0","0","         0","0","        23","0","         0","0","       252","0","        43","0","       167"," ","        28"," ","        54"," ","   -6.1","0,0122, ","     0"," ,0,1231,+","     0","T,0,0121, ","  44.7"," ,0,0410, ","   37.2","0,0619, ","","","0.0","0,1113","-5.0","0,1207","-5.0","0,1207","","","","","0.0","0,0310","-2.8","0,0209","-6.1","0,0122","","","","","    1150.0","0","","","    1150.0","0","","","","","","","","","     13.54","0","","","     25.58","0","   1174.8"," ,0","","","        0","T,0","     18.68","0","     24.06","0","     13.30","0","   170853","X","       310","X","","","","","       270","X","     46357","0","      16.5","X","","","","","      22.1","X"
"USW00013880","1985","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.9","X","   1423.4","","    1423.4","0","       111","0","        71","0","        10","0","        0","","         0","0","         0","0","        35","0","         1","0","       266","0","        57","0","       161"," ","        32"," ","        55"," ","  -14.4","0,0121, ","     0"," ,0,1231,+","     0","T,0,0428,+"," 106.7"," ,0,0724, ","   37.8","0,0602, ","","","-0.6","0,1207","-2.8","0,1215","-4.4","0,1222","-7.8","0,1226","","","-2.2","0,0217","-2.2","0,0217","-6.7","0,0209","-6.7","0,0209","-10.0","0,0122","    1102.0","0","","","    1102.0","0","","","","","","","","","","","","","","","   1279.6"," ,0","","","        0","T,0","     19.19","0","     24.58","0","     13.80","0","   176259","X","       150","X","","","","","       135","X","","","      16.5","X","","","","","      21.6","X"
"USW00013880","1986","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.8","X","   1506.3","","    1506.3","0","       101","0","        64","0","        15","0","        0","","         0","0","         0","0","        20","0","         0","0","       260","0","        83","0","       146"," ","        31"," ","        61"," ","  -11.1","0,0128, ","     0"," ,0,1231,+","    13"," ,0,0127, ","  97.0"," ,0,0814, ","   40.0","0,0720,+","","","0.0","0,1114","","","","","","","","","-1.7","0,0323","-2.8","0,0302","-11.1","0,0128","-11.1","0,0128","-11.1","0,0128","    1001.8","8","","","    1001.8","0","","","","","","","","","","","","","","","   1230.6"," ,0","","","       13"," ,0","     19.73","0","     25.19","0","     14.27","0","   158131","X","       330","X","","","","","       360","X","","","      16.5","X","","","","","      28.8","X"
"USW00013880","1987","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.8","X","   1322.5","","    1322.5","0","       105","0","        82","0","        15","0","        0","","         0","0","         0","0","        23","0","         0","0","       237","0","        72","0","       130"," ","        14"," ","        59"," ","   -2.8","0,0210, ","     0"," ,0,1231,+","     0","T,0,0310,+"," 152.4"," ,0,0905, ","   37.2","0,0810,+","","","-1.1","0,1112","","","","","","","","","-0.6","0,0311","-2.8","0,0210","","","","","","","    1114.3","3","","","    1114.3","0","","","","","","","","","","","","","","","   1440.5"," ,0","","","        0","T,0","     18.67","0","     24.18","0","     13.17","0","   136646","X","       320","X","","","","","       180","X","","","      13.9","X","","","","","      23.6","X"
"USW00013880","1988","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.6","X","   1175.0","","    1175.0","0","       104","0","        68","0","        12","0","        0","","         0","0","         0","0","        37","0","         0","0","       254","0","        66","0","       164"," ","        18"," ","        46"," ","   -6.1","0,0128, ","     0","T,0,0115,+","    10"," ,0,0115, ","  67.6"," ,0,0828, ","   37.8","0,0624, ","","","0.0","0,1203","-4.4","0,1213","-4.4","0,1213","","","","","0.0","0,0317","-2.2","0,0316","-5.6","0,0207","","","","","    1213.5","5","","","    1213.5","0","","","","","","","","","","","","","","","   1081.5"," ,0","","","       10"," ,0","     18.19","0","     23.92","0","     12.46","0","   147086","X","        80","X","","","","","       180","X","","","      15.6","X","","","","","      21.6","X"
"USW00013880","1989","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.7","X","   1405.9","","    1405.9","0","       131","0","        90","0","        14","0","        5","","         2","0","         0","0","        22","0","         1","0","       268","0","        73","0","       171"," ","        33"," ","        71"," ","  -10.0","0,1225, ","   203"," ,0,1224, ","   152"," ,0,1223, "," 122.9"," ,0,0921, ","   36.7","0,0806,+","","","-2.2","0,1204","-2.2","0,1204","-7.2","0,1222","-7.2","0,1222","-8.9","0,1224","0.0","0,0226","-2.8","0,0225","","","","","","","     940.9","9","","","     940.9","0","","","","","","","","","","","","","","","   1424.4"," ,0","","","      226"," ,0","     19.29","0","     24.73","0","     13.84","0","   124260","X","       210","X","","","","","       225","X","     45302","0","      23.2","X","","","","","      43.7","X"
"USW00013880","1990","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.6","X","   1549.4","","    1549.4","0","        94","0","        58","0","        12","0","        0","","         0","0","         0","0","         5","0","         0","0","       279","0","        97","0","       162"," ","        22"," ","        55"," ","   -1.7","0,0226, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 113.8"," ,0,1011, ","   37.8","0,0706,+","    2007.6","0","0.0","0,1205","","","","","","","","","-1.7","0,0226","","","","","","","","","     895.3","3","","","     895.3","0","","","","","","","","","","","","","","","   1146.8"," ,0","","","        0"," ,0","     20.69","0","     26.32","0","     15.07","0","   138163","X","       300","X","","","","","       315","X","     43003","0","      15.6","X","","","","","      24.7","X"
"USW00013880","1991","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.9","X","   1438.2","","    1438.2","0","       131","0","        79","0","        13","0","        0","","         0","0","         0","0","        12","0","         0","0","       263","0","        71","0","       160"," ","        24"," ","        78"," ","   -7.2","0,0216, ","     0"," ,0,1231,+","     0","T,0,0215, ","  65.0"," ,0,0706, ","   36.7","0,0714, ","","","-0.6","0,1125","-2.2","0,1220","","","","","","","-3.3","0,0217","-3.3","0,0217","-7.2","0,0216","-7.2","0,0216","","","     821.5","5","","","     821.5","0","","","","","","","","","","","","","","","   1263.4"," ,0","","","        0","T,0","     19.72","0","     24.85","0","     14.59","0","   175876","X","       320","X","","","","","       180","X","","","      17.9","X","","","","","      30.8","X"
"USW00013880","1992","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.7","X","   1235.6","","    1235.6","0","       128","0","        87","0","        15","0","        0","","         0","0","         0","0","         7","0","         0","0","       240","0","        47","0","       151"," ","        28"," ","        65"," ","   -3.9","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  70.1"," ,0,1122, ","   36.7","0,0711, ","","","-1.7","0,1206","","","","","","","","","-1.7","0,0125","-3.3","0,0120","","","","","","","    1029.6","6","","","    1029.6","0","","","","","","","","","","","","","     24.89","0","   1368.8"," ,0","","","        0"," ,0","     18.84","0","     24.00","0","     13.68","0","   161834","X","       270","X","","","","","       270","X","     45162","0","      13.4","X","","","","","      26.2","X"
"USW00013880","1993","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.6","X","   1354.8","","    1354.8","0","       104","0","        75","0","        13","0","        0","","         0","0","         0","0","        15","0","         0","0","       237","0","        72","0","       142"," ","        23"," ","        61"," ","   -4.4","0,1231, ","     0"," ,0,1231,+","     0","T,0,1223,+","  99.1"," ,0,0112, ","   37.8","0,0729,+","","","-2.2","0,1212","-2.2","0,1212","-4.4","0,1231","","","","","0.0","0,0319","-3.9","0,0315","","","","","","","    1071.8","8","","","    1071.8","0","","","","","","","","","","","","","","","   1338.7"," ,0","","","        0","T,0","     18.97","0","     24.28","0","     13.66","0","   171490","X","       210","X","","","","","       225","X","","","      20.6","X","","","","","      30.8","X"
"USW00013880","1994","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.5","X","   1270.9","","    1270.9","0","       131","0","        88","0","        20","0","        0","","         0","0","         0","0","        19","0","         1","0","       266","0","        45","0","       132"," ","        21"," ","        75"," ","   -8.3","0,0119, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  86.1"," ,0,1013, ","   35.0","0,0831,+","","","","","","","","","","","","","-0.6","0,0227","-3.9","0,0203","-5.6","0,0122","-8.3","0,0119","","","    1046.5","5","","","    1046.5","0","","","","","","","","","","","","","","","   1791.9"," ,0","","","        0"," ,0","     19.31","0","     24.65","0","     13.97","0","   170105","X","       210","X","","","","","       270","X","","","      15.6","X","","","","","      23.6","X"
"USW00013880","1995","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.8","X","   1429.2","","    1429.2","0","       131","0","        87","0","        16","0","        0","","         0","0","         0","0","        29","0","         0","0","       252","0","        65","0","       162"," ","        26"," ","        55"," ","   -7.2","0,0209, ","     0"," ,0,1231,+","     0","T,0,1105,+","  60.2"," ,0,0605, ","   38.9","0,0814, ","","","-0.6","0,1123","-2.8","0,1210","-4.4","0,1224","","","","","0.0","0,0222","-7.2","0,0209","-7.2","0,0209","-7.2","0,0209","","","     903.5","5","","","     903.5","0","","","","","","","","","","","","","","","   1257.7"," ,0","","","        0","T,0","     19.04","0","     24.43","0","     13.66","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1996","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.7","X","   1203.1","","    1203.1","0","       118","0","        69","0","        17","0","        0","","         0","Z","         0","0","        38","0","         0","0","       250","0","        42","0","       233"," ","        30"," ","        63"," ","   -8.9","0,0205, ","     0"," ,Z,1231,+","     0","T,Z,0329,+","  94.7"," ,0,1008, ","   37.2","0,0702, ","","","0.0","0,1111","-2.2","0,1210","-4.4","0,1220","","","","","0.0","0,0322","-2.2","0,0313","-4.4","0,0207","-7.2","0,0206","-8.9","0,0205","    1311.6","6","","","    1311.6","0","","","","","","","","","","","","","","","   1162.2"," ,0","","","        0","T,Z","     18.28","0","     24.01","0","     12.55","0","","","","","       210","X","       210","X","","","","","","","      17.4","X","      25.0","X","",""
"USW00013880","1997","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.5","X","   1099.5","","    1099.5","0","       124","0","        86","0","        17","0","        0","","         0","Z","         0","0","        17","0","         0","0","       249","0","        35","0","       250"," ","        27"," ","        56"," ","   -5.0","0,0118, ","     0"," ,Z,1231,+","     0","T,Z,0603,+"," 124.7"," ,0,0606, ","   36.1","0,0704, ","","","0.0","0,1117","-2.8","0,1207","","","","","","","-1.7","0,0212","-2.2","0,0119","-5.0","0,0118","","","","","     999.1","1","","","     999.1","0","","","","","","","","","","","","","","","   1590.0"," ,0","","","        0","T,Z","     18.46","0","     23.92","0","     12.99","0","   181745","X","","","       170","X","       240","X","","","","","","","      19.7","X","      23.2","X","",""
"USW00013880","1998","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.5","X","   1458.7","","    1458.7","0","       115","0","        72","0","        20","0","        0","","         0","Z","         0","0","        13","0","         0","0","       270","0","        75","0","       294"," ","        43"," ","        67"," ","   -5.6","0,0313, ","     0"," ,Z,1231,+","     0","T,Z,1225,+"," 267.2"," ,0,0921, ","   37.8","0,0630, ","","","-1.7","0,1218","","","","","","","","","-5.6","0,0313","-5.6","0,0313","-5.6","0,0313","","","","","    1083.4","4","","","    1083.4","0","","","","","","","","","","","","","","","   1720.7"," ,0","","","        0","T,Z","     19.92","0","     25.40","0","     14.44","0","","","","","       170","X","       150","X","","","","","","","      18.3","X","      25.0","X","",""
"USW00013880","1999","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.6","X","   1239.7","","    1239.7","0","       115","0","        75","0","         9","0","        0","","         0","Z","         0","0","        25","0","         0","0","       277","0","        60","0","       267"," ","        34"," ","        50"," ","   -8.3","0,0106, ","     0"," ,Z,1231,+","     0","T,Z,0816,+"," 126.0"," ,0,0928, ","   40.6","0,0801, ","","","-0.6","0,1201","-2.8","0,1202","-5.6","0,1226","","","","","-1.7","0,0305","-2.2","0,0225","-8.3","0,0106","-8.3","0,0106","","","     867.6","6","","","     867.6","0","","","","","","","","","","","","","","","   1179.4"," ,0","","","        0","T,Z","     18.96","0","     24.86","0","     13.05","0","","","","","       360","X","       360","X","","","","","","","      22.8","X","      29.9","X","",""
"USW00013880","2000","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","       3.5","X","   1235.9","","    1235.9","0","       101","0","        69","0","        18","0","        2","","         2","0","         0","0","        34","0","         0","0","       264","0","        57","0","       210"," ","        15"," ","        57"," ","   -6.7","0,1231, ","    51"," ,0,0126, ","    25"," ,0,0126,+","  60.2"," ,0,0905, ","   37.8","0,0603, ","","","0.0","0,1121","-4.4","0,1122","-4.4","0,1122","-6.7","0,1231","","","-0.6","0,0207","-3.3","0,0206","-4.4","0,0203","","","","","    1032.6","6","","","    1032.6","0","","","","","","","","","","","","","","","   1167.6"," ,0","","","       50"," ,0","     18.29","0","     24.22","0","     12.36","0","","","","","       260","X","       250","X","","","","","","","      17.0","X","      21.5","X","",""
