"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00088029","1904","-36.9579","144.6935","294.0","HEATHCOTE, AS","        63","a","        44","a","         4","a","","","","","","","","","","","","","  50.8"," ,a,0103, ","","","","","","","","","","","    556.5"," ,a","","","","","",""
"ASN00088029","1905","-36.9579","144.6935","294.0","HEATHCOTE, AS","        72","a","        49","a","         2","a","","","","","","","","","","","","","  44.5"," ,a,0410, ","","","","","","","","","","","    473.6"," ,a","","","","","",""
"ASN00088029","1906","-36.9579","144.6935","294.0","HEATHCOTE, AS","        68","a","        52","a","         3","a","","","","","","","","","","","",""," 102.9"," ,a,0910, ","","","","","","","","","","","    686.9"," ,a","","","","","",""
"ASN00088029","1907","-36.9579","144.6935","294.0","HEATHCOTE, AS","        62","a","        45","a","         3","a","","","","","","","","","","","","","  35.8"," ,a,1228, ","","","","","","","","","","","    460.9"," ,a","","","","","",""
"ASN00088029","1908","-36.9579","144.6935","294.0","HEATHCOTE, AS","        49","a","        34","a","         3","a","","","","","","","","","","","","","  30.7"," ,a,0822, ","","","","","","","","","","","    341.5"," ,a","","","","","",""
"ASN00088029","1909","-36.9579","144.6935","294.0","HEATHCOTE, AS","        76","a","        54","a","         3","a","","","","","","","","","","","","","  36.3"," ,a,0515, ","","","","","","","","","","","    577.2"," ,a","","","","","",""
"ASN00088029","1910","-36.9579","144.6935","294.0","HEATHCOTE, AS","        62","a","        52","a","         3","a","","","","","","","","","","","","","  69.3"," ,a,0307, ","","","","","","","","","","","    608.3"," ,a","","","","","",""
"ASN00088029","1911","-36.9579","144.6935","294.0","HEATHCOTE, AS","        79","a","        51","a","         4","a","","","","","","","","","","","","","  57.2"," ,a,0208, ","","","","","","","","","","","    571.3"," ,a","","","","","",""
"ASN00088029","1912","-36.9579","144.6935","294.0","HEATHCOTE, AS","        85","a","        50","a","         0","a","","","","","","","","","","","","","  21.3"," ,a,1118, ","","","","","","","","","","","    500.0"," ,a","","","","","",""
"ASN00088029","1913","-36.9579","144.6935","294.0","HEATHCOTE, AS","        79","a","        46","a","         3","a","","","","","","","","","","","","","  33.3"," ,a,0919, ","","","","","","","","","","","    459.1"," ,a","","","","","",""
"ASN00088029","1914","-36.9579","144.6935","294.0","HEATHCOTE, AS","        57","a","        29","a","         1","a","","","","","","","","","","","","","  26.7"," ,a,0513, ","","","","","","","","","","","    285.6"," ,a","","","","","",""
"ASN00088029","1915","-36.9579","144.6935","294.0","HEATHCOTE, AS","        97","a","        62","a","         3","a","","","","","","","","","","","","","  38.9"," ,a,0514, ","","","","","","","","","","","    553.2"," ,a","","","","","",""
"ASN00088029","1916","-36.9579","144.6935","294.0","HEATHCOTE, AS","       103","a","        66","a","         5","a","","","","","","","","","","","","","  65.8"," ,a,0923, ","","","","","","","","","","","    752.3"," ,a","","","","","",""
"ASN00088029","1917","-36.9579","144.6935","294.0","HEATHCOTE, AS","       116","a","        66","a","         3","a","","","","","","","","","","","","","  38.4"," ,a,0811, ","","","","","","","","","","","    707.2"," ,a","","","","","",""
"ASN00088029","1918","-36.9579","144.6935","294.0","HEATHCOTE, AS","        86","a","        60","a","         2","a","","","","","","","","","","","","","  41.1"," ,a,0516, ","","","","","","","","","","","    545.4"," ,a","","","","","",""
"ASN00088029","1919","-36.9579","144.6935","294.0","HEATHCOTE, AS","        76","a","        44","a","         4","a","","","","","","","","","","","","","  30.2"," ,a,0217, ","","","","","","","","","","","    457.0"," ,a","","","","","",""
"ASN00088029","1920","-36.9579","144.6935","294.0","HEATHCOTE, AS","        93","a","        53","a","         5","a","","","","","","","","","","","","","  45.0"," ,a,0907, ","","","","","","","","","","","    624.1"," ,a","","","","","",""
"ASN00088029","1921","-36.9579","144.6935","294.0","HEATHCOTE, AS","        74","a","        56","a","         8","a","","","","","","","","","","","","","  44.5"," ,a,0608, ","","","","","","","","","","","    708.1"," ,a","","","","","",""
"ASN00088029","1922","-36.9579","144.6935","294.0","HEATHCOTE, AS","        81","a","        46","a","         2","a","","","","","","","","","","","","","  33.0"," ,a,0717, ","","","","","","","","","","","    407.2"," ,a","","","","","",""
"ASN00088029","1923","-36.9579","144.6935","294.0","HEATHCOTE, AS","       103","a","        51","a","         2","a","","","","","","","","","","","","","  37.3"," ,a,0730, ","","","","","","","","","","","    518.4"," ,a","","","","","",""
"ASN00088029","1924","-36.9579","144.6935","294.0","HEATHCOTE, AS","       125","a","        69","a","         5","a","","","","","","","","","","","","","  46.0"," ,a,0826, ","","","","","","","","","","","    796.4"," ,a","","","","","",""
"ASN00088029","1925","-36.9579","144.6935","294.0","HEATHCOTE, AS","        87","a","        51","a","         1","a","","","","","","","","","","","","","  25.4"," ,a,0818, ","","","","","","","","","","","    451.7"," ,a","","","","","",""
"ASN00088029","1926","-36.9579","144.6935","294.0","HEATHCOTE, AS","       115","a","        58","a","         2","a","","","","","","","","","","","","","  38.6"," ,a,0321, ","","","","","","","","","","","    542.5"," ,a","","","","","",""
"ASN00088029","1927","-36.9579","144.6935","294.0","HEATHCOTE, AS","        98","a","        44","a","         0","a","","","","","","","","","","","","","  19.8"," ,a,0809, ","","","","","","","","","","","    380.6"," ,a","","","","","",""
"ASN00088029","1928","-36.9579","144.6935","294.0","HEATHCOTE, AS","       125","a","        54","a","         8","a","","","","","","","","","","","","","  56.1"," ,a,0119, ","","","","","","","","","","","    739.6"," ,a","","","","","",""
"ASN00088029","1929","-36.9579","144.6935","294.0","HEATHCOTE, AS","       128","a","        50","a","         2","a","","","","","","","","","","","","","  41.9"," ,a,0324, ","","","","","","","","","","","    496.8"," ,a","","","","","",""
"ASN00088029","1930","-36.9579","144.6935","294.0","HEATHCOTE, AS","       115","a","        52","a","         5","a","","","","","","","","","","","","","  71.1"," ,a,1206, ","","","","","","","","","","","    706.6"," ,a","","","","","",""
"ASN00088029","1931","-36.9579","144.6935","294.0","HEATHCOTE, AS","       137","a","        63","a","         6","a","","","","","","","","","","","","","  50.8"," ,a,0414, ","","","","","","","","","","","    742.9"," ,a","","","","","",""
"ASN00088029","1932","-36.9579","144.6935","294.0","HEATHCOTE, AS","       134","a","        62","a","         6","a","","","","","","","","","","","","","  37.3"," ,a,0402, ","","","","","","","","","","","    702.0"," ,a","","","","","",""
"ASN00088029","1933","-36.9579","144.6935","294.0","HEATHCOTE, AS","       102","a","        54","a","         4","a","","","","","","","","","","","","","  51.8"," ,a,0712, ","","","","","","","","","","","    660.1"," ,a","","","","","",""
"ASN00088029","1934","-36.9579","144.6935","294.0","HEATHCOTE, AS","       103","a","        54","a","         3","a","","","","","","","","","","","","","  32.0"," ,a,0224, ","","","","","","","","","","","    617.8"," ,a","","","","","",""
"ASN00088029","1935","-36.9579","144.6935","294.0","HEATHCOTE, AS","       117","a","        56","a","         3","a","","","","","","","","","","","","","  33.8"," ,a,0914, ","","","","","","","","","","","    580.5"," ,a","","","","","",""
"ASN00088029","1936","-36.9579","144.6935","294.0","HEATHCOTE, AS","       116","a","        56","a","         4","a","","","","","","","","","","","","","  52.8"," ,a,0726, ","","","","","","","","","","","    626.6"," ,a","","","","","",""
"ASN00088029","1937","-36.9579","144.6935","294.0","HEATHCOTE, AS","        89","a","        42","a","         0","a","","","","","","","","","","","","","  18.8"," ,a,0817, ","","","","","","","","","","","    335.6"," ,a","","","","","",""
"ASN00088029","1938","-36.9579","144.6935","294.0","HEATHCOTE, AS","        72","a","        34","a","         0","a","","","","","","","","","","","","","  22.6"," ,a,0418, ","","","","","","","","","","","    281.0"," ,a","","","","","",""
"ASN00088029","1939","-36.9579","144.6935","294.0","HEATHCOTE, AS","       131","a","        71","a","         5","a","","","","","","","","","","","","","  90.7"," ,a,0407, ","","","","","","","","","","","    880.3"," ,a","","","","","",""
"ASN00088029","1940","-36.9579","144.6935","294.0","HEATHCOTE, AS","        82","a","        36","a","         1","a","","","","","","","","","","","","","  36.3"," ,a,0913, ","","","","","","","","","","","    300.6"," ,a","","","","","",""
"ASN00088029","1941","-36.9579","144.6935","294.0","HEATHCOTE, AS","        90","a","        47","a","         4","a","","","","","","","","","","","","","  34.8"," ,a,0125, ","","","","","","","","","","","    490.0"," ,a","","","","","",""
"ASN00088029","1942","-36.9579","144.6935","294.0","HEATHCOTE, AS","       118","a","        65","a","         7","a","","","","","","","","","","","","","  37.8"," ,a,0829, ","","","","","","","","","","","    727.8"," ,a","","","","","",""
"ASN00088029","1943","-36.9579","144.6935","294.0","HEATHCOTE, AS","       111","a","        56","a","         0","a","","","","","","","","","","","","","  22.1"," ,a,1118, ","","","","","","","","","","","    422.2"," ,a","","","","","",""
"ASN00088029","1944","-36.9579","144.6935","294.0","HEATHCOTE, AS","        89","a","        35","a","         0","a","","","","","","","","","","","","","  16.8"," ,a,1221, ","","","","","","","","","","","    284.0"," ,a","","","","","",""
"ASN00088029","1945","-36.9579","144.6935","294.0","HEATHCOTE, AS","        90","a","        39","a","         2","a","","","","","","","","","","","","","  36.1"," ,a,0807, ","","","","","","","","","","","    415.3"," ,a","","","","","",""
"ASN00088029","1946","-36.9579","144.6935","294.0","HEATHCOTE, AS","       105","a","        53","a","         5","a","","","","","","","","","","","","","  40.6"," ,a,0119, ","","","","","","","","","","","    569.2"," ,a","","","","","",""
"ASN00088029","1947","-36.9579","144.6935","294.0","HEATHCOTE, AS","       105","a","        64","a","         3","a","","","","","","","","","","","","","  36.6"," ,a,0301, ","","","","","","","","","","","    624.4"," ,a","","","","","",""
"ASN00088029","1948","-36.9579","144.6935","294.0","HEATHCOTE, AS","       103","a","        42","a","         3","a","","","","","","","","","","","","","  42.7"," ,a,0607, ","","","","","","","","","","","    502.4"," ,a","","","","","",""
"ASN00088029","1949","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    779.5"," ,a","","","","","",""
"ASN00088029","1950","-36.9579","144.6935","294.0","HEATHCOTE, AS","        99","a","        59","a","         4","a","","","","","","","","","","","","","  62.0"," ,a,0318, ","","","","","","","","","","","    704.1"," ,a","","","","","",""
"ASN00088029","1951","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    753.5"," ,a","","","","","",""
"ASN00088029","1952","-36.9579","144.6935","294.0","HEATHCOTE, AS","       116","a","        69","a","         1","a","","","","","","","","","","","","","  30.5"," ,a,0105, ","","","","","","","","","","","    651.8"," ,a","","","","","",""
"ASN00088029","1953","-36.9579","144.6935","294.0","HEATHCOTE, AS","        97","a","        54","a","         3","a","","","","","","","","","","","","","  44.5"," ,a,0115, ","","","","","","","","","","","    566.9"," ,a","","","","","",""
"ASN00088029","1954","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    727.7"," ,a","","","","","",""
"ASN00088029","1955","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    781.2"," ,a","","","","","",""
"ASN00088029","1956","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    771.3"," ,a","","","","","",""
"ASN00088029","1957","-36.9579","144.6935","294.0","HEATHCOTE, AS","        86","a","        38","a","         2","a","","","","","","","","","","","","","  36.1"," ,a,0621, ","","","","","","","","","","","    391.6"," ,a","","","","","",""
"ASN00088029","1958","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    646.9"," ,a","","","","","",""
"ASN00088029","1959","-36.9579","144.6935","294.0","HEATHCOTE, AS","        70","a","        46","a","         4","a","","","","","","","","","","","","","  48.8"," ,a,0304, ","","","","","","","","","","","    519.3"," ,a","","","","","",""
"ASN00088029","1960","-36.9579","144.6935","294.0","HEATHCOTE, AS","        90","a","        66","a","         5","a","","","","","","","","","","","","","  35.3"," ,a,0917, ","","","","","","","","","","","    700.8"," ,a","","","","","",""
"ASN00088029","1961","-36.9579","144.6935","294.0","HEATHCOTE, AS","        64","a","        33","a","         4","a","","","","","","","","","","","","","  35.1"," ,a,1215, ","","","","","","","","","","","    437.3"," ,a","","","","","",""
"ASN00088029","1962","-36.9579","144.6935","294.0","HEATHCOTE, AS","        90","a","        49","a","         3","a","","","","","","","","","","","","","  30.0"," ,a,0724, ","","","","","","","","","","","    559.2"," ,a","","","","","",""
"ASN00088029","1963","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    500.7"," ,a","","","","","",""
"ASN00088029","1964","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    645.1"," ,a","","","","","",""
"ASN00088029","1965","-36.9579","144.6935","294.0","HEATHCOTE, AS","        88","a","        45","a","         0","a","","","","","","","","","","","","","  22.9"," ,a,1202, ","","","","","","","","","","","    456.4"," ,a","","","","","",""
"ASN00088029","1966","-36.9579","144.6935","294.0","HEATHCOTE, AS","        94","a","        52","a","         2","a","","","","","","","","","","","","","  31.8"," ,a,1205,+","","","","","","","","","","","    612.6"," ,a","","","","","",""
"ASN00088029","1967","-36.9579","144.6935","294.0","HEATHCOTE, AS","        82","a","        29","a","         2","a","","","","","","","","","","","","","  31.5"," ,a,0519, ","","","","","","","","","","","    329.6"," ,a","","","","","",""
"ASN00088029","1968","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    625.8"," ,a","","","","","",""
"ASN00088029","1969","-36.9579","144.6935","294.0","HEATHCOTE, AS","        88","a","        43","a","         3","a","","","","","","","","","","","","","  37.6"," ,a,0325, ","","","","","","","","","","","    510.7"," ,a","","","","","",""
"ASN00088029","1970","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","         0","a","        22","a","         0","a","       133","a","        25","a","   -2.6","a,0808, ","","","   38.8","a,0205, ","-0.2","a,0508","","","-1.1","a,1023","-2.6","a,0808","    709.3"," ,a","     13.79","a","     19.93","a","      7.66","a"
"ASN00088029","1971","-36.9579","144.6935","294.0","HEATHCOTE, AS","       119","a","        69","a","         3","a","","","","","","","","","","","","","  87.6"," ,a,1222, ","","","","","","","","","","","    720.0"," ,a","","","","","",""
"ASN00088029","1972","-36.9579","144.6935","294.0","HEATHCOTE, AS","        81","a","        39","a","         1","a","","","","","","","","","","","","","  60.7"," ,a,0217, ","","","","","","","","","","","    410.1"," ,a","","","","","",""
"ASN00088029","1973","-36.9579","144.6935","294.0","HEATHCOTE, AS","       112","a","        69","a","        11","a","","","","","","","","","","","","","  78.0"," ,a,0206, ","","","","","","","","","","","   1048.0"," ,a","","","","","",""
"ASN00088029","1974","-36.9579","144.6935","294.0","HEATHCOTE, AS","       128","a","        74","a","         8","a","         0","a","        14","a","         0","a","       143","a","        24","a","   -4.3","a,0806, ","  54.2"," ,a,0516, ","   36.0","a,0304, ","-2.2","a,0615","-2.2","a,0615","-0.7","a,0927","-4.3","a,0806","    890.2"," ,a","     14.42","a","     20.19","a","      8.66","a"
"ASN00088029","1975","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    687.8"," ,a","","","","","",""
"ASN00088029","1976","-36.9579","144.6935","294.0","HEATHCOTE, AS","        80","a","        36","a","         1","a","","","","","","","","","","","","","  48.4"," ,a,0209, ","","","","","","","","","","","    435.8"," ,a","","","","","",""
"ASN00088029","1978","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    698.4"," ,a","","","","","",""
"ASN00088029","1979","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    574.0"," ,a","","","","","",""
"ASN00088029","1981","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    693.7"," ,a","","","","","",""
"ASN00088029","1982","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    255.8"," ,a","","","","","",""
"ASN00088029","1983","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    776.9"," ,a","","","","","",""
"ASN00088029","1984","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    605.9"," ,a","","","","","",""
"ASN00088029","1985","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    592.4"," ,a","","","","","",""
"ASN00088029","1986","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    672.0"," ,a","","","","","",""
"ASN00088029","1987","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    582.0"," ,a","","","","","",""
"ASN00088029","1988","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    714.4"," ,a","","","","","",""
"ASN00088029","1989","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    678.0"," ,a","","","","","",""
"ASN00088029","1990","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    496.6"," ,a","","","","","",""
"ASN00088029","1991","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    552.2"," ,a","","","","","",""
"ASN00088029","1992","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    771.4"," ,a","","","","","",""
"ASN00088029","1993","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    775.2"," ,a","","","","","",""
"ASN00088029","1995","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    578.0"," ,a","","","","","",""
"ASN00088029","1996","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    676.2"," ,a","","","","","",""
"ASN00088029","1997","-36.9579","144.6935","294.0","HEATHCOTE, AS","        55","a","        28","a","         2","a","","","","","","","","","","","","","  31.4"," ,a,0507, ","","","","","","","","","","","    413.2"," ,a","","","","","",""
"ASN00088029","1998","-36.9579","144.6935","294.0","HEATHCOTE, AS","        92","a","        55","a","         4","a","","","","","","","","","","","","","  40.2"," ,a,1112, ","","","","","","","","","","","    520.6"," ,a","","","","","",""
"ASN00088029","1999","-36.9579","144.6935","294.0","HEATHCOTE, AS","        82","a","        49","a","         1","a","","","","","","","","","","","","","  25.8"," ,a,0808, ","","","","","","","","","","","    552.8"," ,a","","","","","",""
"ASN00088029","2000","-36.9579","144.6935","294.0","HEATHCOTE, AS","       103","a","        55","a","         4","a","","","","","","","","","","","","","  53.8"," ,a,1024, ","","","","","","","","","","","    701.8"," ,a","","","","","",""
"ASN00088029","2001","-36.9579","144.6935","294.0","HEATHCOTE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    465.6"," ,a","","","","","",""
"ASN00088029","2002","-36.9579","144.6935","294.0","HEATHCOTE, AS","        94","a","        39","a","         0","a","","","","","","","","","","","","","  17.4"," ,a,0615, ","","","","","","","","","","","    304.8"," ,a","","","","","",""
"ASN00088029","2004","-36.9579","144.6935","294.0","HEATHCOTE, AS","        97","a","        43","a","         2","a","","","","","","","","","","","","","  47.4"," ,a,1105, ","","","","","","","","","","","    476.8"," ,a","","","","","",""
"ASN00088029","2005","-36.9579","144.6935","294.0","HEATHCOTE, AS","        94","a","        49","a","         4","a","","","","","","","","","","","","","  38.0"," ,a,0611, ","","","","","","","","","","","    564.6"," ,a","","","","","",""
"ASN00088029","2006","-36.9579","144.6935","294.0","HEATHCOTE, AS","        67","a","        32","a","         3","a","","","","","","","","","","","","","  34.0"," ,a,0226, ","","","","","","","","","","","    363.8"," ,a","","","","","",""
"ASN00088029","2007","-36.9579","144.6935","294.0","HEATHCOTE, AS","        97","a","        54","a","         1","a","","","","","","","","","","","","","  56.6"," ,a,1222, ","","","","","","","","","","","    465.9"," ,a","","","","","",""
"ASN00088029","2008","-36.9579","144.6935","294.0","HEATHCOTE, AS","        84","a","        42","a","         2","a","","","","","","","","","","","","","  26.4"," ,a,1108, ","","","","","","","","","","","    404.2"," ,a","","","","","",""
"ASN00088029","2009","-36.9579","144.6935","294.0","HEATHCOTE, AS","        97","a","        46","a","         0","a","","","","","","","","","","","","","  23.2"," ,a,0817, ","","","","","","","","","","","    460.8"," ,a","","","","","",""
"ASN00088029","2010","-36.9579","144.6935","294.0","HEATHCOTE, AS","       106","a","        67","a","         6","a","","","","","","","","","","","","","  55.6"," ,a,1031, ","","","","","","","","","","","    979.0"," ,a","","","","","",""
"ASN00088029","2011","-36.9579","144.6935","294.0","HEATHCOTE, AS","       101","a","        59","a","         7","a","","","","","","","","","","","","","  71.2"," ,a,0205, ","","","","","","","","","","","    759.4"," ,a","","","","","",""
"ASN00088029","2012","-36.9579","144.6935","294.0","HEATHCOTE, AS","        97","a","        41","a","         5","a","","","","","","","","","","","","","  63.4"," ,a,0227, ","","","","","","","","","","","    518.2"," ,a","","","","","",""
"ASN00088029","2013","-36.9579","144.6935","294.0","HEATHCOTE, AS","        92","a","        54","a","         1","a","","","","","","","","","","","","","  47.6"," ,a,0917, ","","","","","","","","","","","    520.6"," ,a","","","","","",""
"ASN00088029","2016","-36.9579","144.6935","294.0","HEATHCOTE, AS","       121","a","        70","a","         3","a","","","","","","","","","","","","","  30.2"," ,a,0914, ","","","","","","","","","","","    687.8"," ,a","","","","","",""
"ASN00088029","2017","-36.9579","144.6935","294.0","HEATHCOTE, AS","        91","a","        43","a","         4","a","","","","","","","","","","","","","  66.4"," ,a,1117, ","","","","","","","","","","","    534.4"," ,a","","","","","",""
"ASN00088029","2018","-36.9579","144.6935","294.0","HEATHCOTE, AS","        94","a","        44","a","         2","a","","","","","","","","","","","","","  34.2"," ,a,1214, ","","","","","","","","","","","    476.8"," ,a","","","","","",""
"ASN00088029","2019","-36.9579","144.6935","294.0","HEATHCOTE, AS","        90","a","        36","a","         0","a","","","","","","","","","","","","","  17.6"," ,a,0630, ","","","","","","","","","","","    306.8"," ,a","","","","","",""
"ASN00088029","2020","-36.9579","144.6935","294.0","HEATHCOTE, AS","       107","a","        54","a","         4","a","","","","","","","","","","","","","  76.2"," ,a,0305, ","","","","","","","","","","","    674.6"," ,a","","","","","",""
"ASN00088029","2021","-36.9579","144.6935","294.0","HEATHCOTE, AS","       109","a","        57","a","         1","a","","","","","","","","","","","","","  27.8"," ,a,0904, ","","","","","","","","","","","    590.2"," ,a","","","","","",""
"ASN00088029","2022","-36.9579","144.6935","294.0","HEATHCOTE, AS","       132","a","        75","a","         6","a","","","","","","","","","","","","","  56.2"," ,a,1013, ","","","","","","","","","","","    893.8"," ,a","","","","","",""
"ASN00088029","2023","-36.9579","144.6935","294.0","HEATHCOTE, AS","        97","a","        51","a","         4","a","","","","","","","","","","","","","  56.8"," ,a,1004, ","","","","","","","","","","","    589.4"," ,a","","","","","",""
