"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047101","1975","37.9","127.733","78.0","CHUNCHEON, KS","        17","S","       147","S","         6","S","   34.0","S,0822,+","     17.27","S"
"KSM00047101","1979","37.9","127.733","78.0","CHUNCHEON, KS","        16","S","       156","S","         5","S","   35.0","S,0813, ","     17.23","S"
"KSM00047101","1980","37.9","127.733","78.0","CHUNCHEON, KS","        42","S","       145","S","         4","S","   33.0","S,0709,+","     16.13","S"
"KSM00047101","1981","37.9","127.733","78.0","CHUNCHEON, KS","        38","S","       152","S","        14","S","   35.0","S,0725,+","     16.48","S"
"KSM00047101","1982","37.9","127.733","78.0","CHUNCHEON, KS","        20","S","       166","S","        14","S","   35.5","S,0811, ","     17.78","S"
"KSM00047101","1983","37.9","127.733","78.0","CHUNCHEON, KS","        26","S","       157","S","        10","S","   35.5","S,0805, ","     17.28","S"
"KSM00047101","1984","37.9","127.733","78.0","CHUNCHEON, KS","        38","S","       161","S","        24","S","   35.0","S,0810, ","     16.79","S"
"KSM00047101","1986","37.9","127.733","78.0","CHUNCHEON, KS","        34","S","       152","S","         7","S","   34.3","S,0802, ","     16.39","S"
"KSM00047101","1987","37.9","127.733","78.0","CHUNCHEON, KS","        16","S","       155","S","         6","S","   33.5","S,0627, ","     17.13","S"
"KSM00047101","1988","37.9","127.733","78.0","CHUNCHEON, KS","        11","S","       157","S","        15","S","   36.3","S,0802,+","     17.10","S"
"KSM00047101","1990","37.9","127.733","78.0","CHUNCHEON, KS","        18","S","       151","S","        20","S","   35.6","S,0807, ","     16.96","S"
"KSM00047101","1991","37.9","127.733","78.0","CHUNCHEON, KS","        22","S","       161","S","         8","S","   34.1","S,0820, ","     16.94","S"
"KSM00047101","1992","37.9","127.733","78.0","CHUNCHEON, KS","        15","S","       151","S","         7","S","   33.4","S,0706, ","     16.83","S"
"KSM00047101","1993","37.9","127.733","78.0","CHUNCHEON, KS","        15","S","       154","S","         2","S","   32.9","S,0705, ","     16.75","S"
"KSM00047101","1994","37.9","127.733","78.0","CHUNCHEON, KS","        11","S","       166","S","        35","S","   36.4","S,0722, ","     18.11","S"
"KSM00047101","1995","37.9","127.733","78.0","CHUNCHEON, KS","        14","S","       152","S","         4","S","   34.1","S,0815,+","     16.68","S"
"KSM00047101","1996","37.9","127.733","78.0","CHUNCHEON, KS","        16","S","       156","S","        20","S","   35.2","S,0801, ","     16.73","S"
"KSM00047101","1997","37.9","127.733","78.0","CHUNCHEON, KS","        19","S","       158","S","        27","S","   35.4","S,0724, ","     17.47","S"
"KSM00047101","1998","37.9","127.733","78.0","CHUNCHEON, KS","         4","S","       178","S","         3","S","   33.0","S,0912, ","     18.33","S"
"KSM00047101","1999","37.9","127.733","78.0","CHUNCHEON, KS","        14","S","       154","S","        24","S","   36.2","S,0811, ","     17.83","S"
"KSM00047101","2000","37.9","127.733","78.0","CHUNCHEON, KS","        14","S","       150","S","        31","S","   36.0","S,0812, ","     17.48","S"
"KSM00047101","2001","37.9","127.733","78.0","CHUNCHEON, KS","        23","S","       173","S","        33","S","   36.0","S,0607, ","     17.95","S"
"KSM00047101","2008","37.9","127.733","78.0","CHUNCHEON, KS","        12","S","       166","S","        11","S","   35.1","S,0808, ","     17.41","S"
"KSM00047101","2009","37.9","127.733","78.0","CHUNCHEON, KS","        19","S","       167","S","         9","S","   34.1","S,0816, ","     17.52","S"
"KSM00047101","2010","37.9","127.733","78.0","CHUNCHEON, KS","        29","S","       152","S","        17","S","   33.9","S,0820, ","     16.51","S"
"KSM00047101","2011","37.9","127.733","78.0","CHUNCHEON, KS","        36","S","       149","S","         9","S","   34.2","S,0620, ","     16.59","S"
"KSM00047101","2012","37.9","127.733","78.0","CHUNCHEON, KS","        40","S","       167","S","        21","S","   36.8","S,0805, ","     16.54","S"
"KSM00047101","2013","37.9","127.733","78.0","CHUNCHEON, KS","        30","S","       161","S","        18","S","   33.6","S,0812, ","     16.76","S"
"KSM00047101","2014","37.9","127.733","78.0","CHUNCHEON, KS","        18","S","       173","S","        13","S","   35.1","S,0720, ","     18.01","S"
"KSM00047101","2015","37.9","127.733","78.0","CHUNCHEON, KS","         7","S","       175","S","        19","S","   35.9","S,0807, ","     18.38","S"
