"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033409","1961","49.433","24.95","304.0","BEREZHANY, UP","       120","I","        44","I","         1","I","","","","","","","  49.8"," ,I,0731, ","","","","","","","","","","","","","","","","","","","","","    360.1"," ,I","",""
"UPM00033409","1963","49.433","24.95","304.0","BEREZHANY, UP","       142","I","        54","I","         3","I","","","","","","","  48.8"," ,I,1006, ","","","","","","","","","","","","","","","","","","","","","    570.5"," ,I","",""
"UPM00033409","1964","49.433","24.95","304.0","BEREZHANY, UP","       140","I","        69","I","         2","I","","","","","","","  43.0"," ,I,0625, ","","","","","","","","","","","","","","","","","","","","","    612.5"," ,I","",""
"UPM00033409","1965","49.433","24.95","304.0","BEREZHANY, UP","       153","I","        74","I","         2","I","","","","","","","  38.7"," ,I,0702, ","","","","","","","","","","","","","","","","","","","","","    717.2"," ,I","",""
"UPM00033409","1966","49.433","24.95","304.0","BEREZHANY, UP","       175","I","        75","I","         2","I","","","","","","","  38.2"," ,I,0724, ","","","","","","","","","","","","","","","","","","","","","    749.6"," ,I","",""
"UPM00033409","1971","49.433","24.95","304.0","BEREZHANY, UP","       172","I","        65","I","         1","I","","","","","","","  43.3"," ,I,0703, ","","","","","","","","","","","","","","","","","","","","","    604.0"," ,I","",""
"UPM00033409","1973","49.433","24.95","304.0","BEREZHANY, UP","       159","I","        65","I","         0","I","","","","","","","  22.8"," ,I,0618, ","","","","","","","","","","","","","","","","","","","","","    579.9"," ,I","",""
"UPM00033409","1974","49.433","24.95","304.0","BEREZHANY, UP","       172","I","        87","I","         5","I","","","","","","","  41.8"," ,I,0722, ","","","","","","","","","","","","","","","","","","","","","    896.1"," ,I","",""
"UPM00033409","1975","49.433","24.95","304.0","BEREZHANY, UP","       167","I","        79","I","         1","I","","","","","","","  29.6"," ,I,0625, ","","","","","","","","","","","","","","","","","","","","","    713.9"," ,I","",""
"UPM00033409","1977","49.433","24.95","304.0","BEREZHANY, UP","       165","I","        83","I","         4","I","","","","","","","  29.6"," ,I,0801, ","","","","","","","","","","","","","","","","","","","","","    735.6"," ,I","",""
"UPM00033409","1979","49.433","24.95","304.0","BEREZHANY, UP","       154","I","        74","I","         4","I","","","","","","","  59.7"," ,I,0618, ","","","","","","","","","","","","","","","","","","","","","    675.5"," ,I","",""
"UPM00033409","1980","49.433","24.95","304.0","BEREZHANY, UP","       208","I","       103","I","         5","I","","","","","","","  45.4"," ,I,0604, ","","","","","","","","","","","","","","","","","","","","","   1082.2"," ,I","",""
"UPM00033409","1981","49.433","24.95","304.0","BEREZHANY, UP","       183","I","        84","I","         0","I","","","","","","","  23.1"," ,I,1024, ","","","","","","","","","","","","","","","","","","","","","    718.6"," ,I","",""
"UPM00033409","1982","49.433","24.95","304.0","BEREZHANY, UP","       144","I","        54","I","         2","I","","","","","","","  57.0"," ,I,0728, ","","","","","","","","","","","","","","","","","","","","","    470.9"," ,I","",""
"UPM00033409","1984","49.433","24.95","304.0","BEREZHANY, UP","       152","I","        75","I","         1","I","","","","","","","  27.2"," ,I,0530, ","","","","","","","","","","","","","","","","","","","","","    610.6"," ,I","",""
"UPM00033409","1985","49.433","24.95","304.0","BEREZHANY, UP","       169","I","        83","I","         0","I","","","","","","","  24.6"," ,I,0809, ","","","","","","","","","","","","","","","","","","","","","    730.4"," ,I","",""
"UPM00033409","1986","49.433","24.95","304.0","BEREZHANY, UP","       134","I","        58","I","         2","I","","","","","","","  33.7"," ,I,0613, ","","","","","","","","","","","","","","","","","","","","","    574.9"," ,I","",""
"UPM00033409","1987","49.433","24.95","304.0","BEREZHANY, UP","       175","I","        76","I","         3","I","","","","","","","  27.3"," ,I,0927, ","","","","","","","","","","","","","","","","","","","","","    628.0"," ,I","",""
"UPM00033409","1988","49.433","24.95","304.0","BEREZHANY, UP","       158","I","        76","I","         2","I","","","","","","","  36.0"," ,I,0602, ","","","","","","","","","","","","","","","","","","","","","    670.8"," ,I","",""
"UPM00033409","1989","49.433","24.95","304.0","BEREZHANY, UP","       147","I","        64","I","         5","I","","","","","","","  40.9"," ,I,0507, ","","","","","","","","","","","","","","","","","","","","","    710.4"," ,I","",""
"UPM00033409","1990","49.433","24.95","304.0","BEREZHANY, UP","       155","I","        58","I","         2","I","","","","","","","  30.0"," ,I,0525, ","","","","","","","","","","","","","","","","","","","","","    501.9"," ,I","",""
"UPM00033409","2003","49.433","24.95","304.0","BEREZHANY, UP","","","","","","","         7","u","       117","u","  -28.9","u,0112, ","","","-0.3","u,1018","-3.7","u,1019","-14.0","u,1025","-14.0","u,1025","-14.0","u,1025","-1.6","u,0410","-3.5","u,0409","-6.3","u,0323","-8.4","u,0322","-9.6","u,0309","","","      3.60","u"
