"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00414967","1995","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1142.5","","    1142.5","0","        62","0","        32","0","         4","0","        0","","         0","0","         0","0","        54","0","         3","0","       247","0","        86","0","","","","","   -9.4","0,1209, ","     0","T,0,1128, ","     0","T,0,1128,+","  47.0"," ,0,0530, ","   42.2","0,0729, ","","","0.0","0,1103","-2.8","0,1128","-9.4","0,1209","-9.4","0,1209","-9.4","0,1209","-1.1","0,0411","-3.9","0,0309","-5.6","0,0308","-6.7","0,0303","","","    1417.3","3","    1417.3","0","    463.2"," ,0","        0","T,0","     17.36","0","     24.39","0","     10.32","0","",""
"USC00414967","1996","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1298.7","","    1298.7","0","        51","0","        31","0","         4","0","        1","","         0","0","         0","0","        73","0","         9","0","       256","0","       106","0","","","","","  -13.3","0,0204,+","    25"," ,0,0101, ","    20"," ,0,0101, ","  36.8"," ,0,0919, ","   40.6","0,0621,+","","","-0.6","0,1117","-2.2","0,1124","-5.0","0,1125","-10.0","0,1218","-10.0","0,1218","0.0","0,0406","-3.9","0,0327","-5.6","0,0310","-7.2","0,0309","-10.6","0,0307","    1590.7","7","    1590.7","0","    336.0"," ,0","       33"," ,0","     17.57","0","     24.84","0","     10.29","0","",""
"USC00414967","1997","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1171.5","","    1171.5","0","        74","0","        47","0","         8","0","","","         0","0","         0","0","        68","0","         6","0","       226","0","        92","0","","","","","  -12.2","0,0114,+","","","     0"," ,0,1231,+","  59.7"," ,0,0404, ","   38.9","0,0918,+","","","-1.7","0,1027","-3.3","0,1111","-5.6","0,1116","-7.2","0,1212","","","-2.8","0,0413","-2.8","0,0413","-4.4","0,0208","-6.7","0,0129","-12.2","0,0114","    1691.4","4","    1691.4","0","    615.8"," ,0","        0"," ,0","     16.54","0","     23.12","0","      9.97","0","",""
"USC00414967","1998","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1545.2","","    1545.2","0","        51","0","        22","0","         0","0","","","         0","0","         0","0","        62","0","         3","0","       246","0","       143","0","","","","","  -12.2","0,1225,+","","","     0","T,0,1222, ","  24.1"," ,0,0826, ","   43.3","0,0621, ","","","-2.8","0,1208","-2.8","0,1208","-12.2","0,1222","-12.2","0,1222","-12.2","0,1222","-0.6","0,0321","-6.7","0,0313","-6.7","0,0313","-6.7","0,0313","","","    1658.0","0","    1658.0","0","    214.4"," ,0","        0","T,0","     18.41","0","     25.84","0","     10.98","0","",""
"USC00414967","1999","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1252.8","","    1252.8","0","        57","0","        36","0","         6","0","        0","","         0","0","         0","0","        43","0","         0","0","       268","0","        96","0","","","","","   -8.9","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  70.6"," ,0,0612, ","   40.0","0,0814, ","","","-0.6","0,1124","-4.4","0,1210","-4.4","0,1210","","","","","-2.2","0,0314","-2.2","0,0314","-4.4","0,0213","-7.2","0,0110","-8.9","0,0104","    1377.9","9","    1377.9","0","    533.3"," ,0","        0"," ,0","     18.16","0","     25.35","0","     10.98","0","",""
"USC00414967","2000","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1477.1","","    1477.1","0","        65","0","        32","0","         4","0","        3","","         0","0","         0","0","        52","0","         6","0","       247","0","       115","0","","","","","   -9.4","0,1212,+","    25"," ,0,1227,+","     3"," ,0,1226, "," 113.0"," ,0,1026, ","   43.3","0,0525, ","","","0.0","0,1113","-2.2","0,1202","-9.4","0,1212","-9.4","0,1212","-9.4","0,1212","-1.7","0,0220","-2.2","0,0219","-4.4","0,0131","-9.4","0,0130","-9.4","0,0130","    1224.6","6","    1224.6","0","    523.4"," ,0","        3"," ,0","     18.18","0","     24.85","0","     11.51","0","",""
"USC00414967","2001","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1383.9","","    1383.9","0","        73","0","        32","0","         5","0","        2","","         2","0","         0","0","        60","0","         4","0","       233","0","       103","0","","","","","   -6.7","0,1130,+","   127"," ,0,1129, ","    76"," ,0,1128, ","  49.5"," ,0,1116, ","   40.6","0,0714, ","","","-0.6","0,1127","-6.7","0,1128","-6.7","0,1128","-6.7","0,1128","","","0.0","0,0327","-4.4","0,0301","-4.4","0,0301","-6.7","0,0210","","","    1843.4","4","    1843.4","0","    467.4"," ,0","      130"," ,0","     17.72","0","     24.24","0","     11.20","0","",""
"USC00414967","2002","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1228.4","","    1228.4","0","        61","0","        41","0","         4","0","        1","","         1","0","         0","0","        64","0","         2","0","       224","0","        96","0","","","","","  -10.0","0,0303, ","    51"," ,0,0206, ","    51"," ,0,0206, ","  33.8"," ,0,0320, ","   38.3","0,0828,+","","","-0.6","0,1125","-3.3","0,1127","","","","","","","-1.7","0,0327","-3.3","0,0326","-5.0","0,0322","-8.9","0,0304","-8.9","0,0304","    1540.9","9","    1540.9","0","    488.3"," ,0","       95"," ,0","     16.92","0","     23.44","0","     10.41","0","",""
"USC00414967","2003","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1212.3","","    1212.3","0","        44","0","        27","0","         3","0","        0","","         0","0","         0","0","        61","0","         2","0","       250","0","        90","0","","","","","   -9.4","0,0226,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  57.2"," ,0,0830, ","   41.1","0,0808, ","","","0.0","0,1123","-6.1","0,1124","-6.1","0,1124","-6.7","0,1229","","","-1.1","0,0329","-5.6","0,0306","-5.6","0,0306","-9.4","0,0226","-9.4","0,0226","    1695.3","3","    1695.3","0","    337.5"," ,0","        0"," ,0","     17.50","0","     24.45","0","     10.55","0","",""
"USC00414967","2004","33.06408","-101.04887","695.6","LAKE ALAN HENRY, TX US","   1046.4","","    1046.4","0","        79","0","        55","0","        16","0","        5","","         1","0","         0","0","        53","0","         6","0","       227","0","        64","0","","","","","  -12.2","0,1224,+","    51"," ,0,1222, ","    38"," ,0,1222, "," 103.6"," ,0,0728, ","   37.8","0,0717,+","","","-3.9","0,1112","-3.9","0,1112","-12.2","0,1223","-12.2","0,1223","-12.2","0,1223","-1.1","0,0413","-2.2","0,0226","-6.7","0,0215","-6.7","0,0215","-11.7","0,0107","    1471.5","5","    1471.5","0","   1140.9"," ,0","       66"," ,0","     16.95","0","     23.18","0","     10.73","0","",""
