"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA006133052","1979","43.2","-79.6333","91.0","GRIMSBY CHATEAU GAI, ON CA","    262.1","","     262.1","C","        79","C","        58","C","         6","C","         3","C","        10","C","       124","C","        54","C","       105","C","         5","C","  -25.0","C,0218,+","   120"," ,C,1218, ","  31.0"," ,C,1224, ","   34.0","C,0722,+","-2.0","C,1010","-3.0","C,1112","-6.0","C,1116","-8.0","C,1203","-14.0","C,1217","0.0","C,0505","-5.0","C,0411","-5.0","C,0411","-7.0","C,0328","-10.0","C,0316","    691.1"," ,C","      240"," ,C","      8.13","C","     12.77","C","      3.50","C"
"CA006133052","1980","43.2","-79.6333","91.0","GRIMSBY CHATEAU GAI, ON CA","","","","","        92","C","        64","C","         1","C","         6","C","","","","","        63","C","       108","C","         2","C","","","   120"," ,C,0308, ","  32.0"," ,C,0320, ","   33.0","C,0721,+","","","","","","","","","","","","","","","","","","","","","    602.8"," ,C","      442"," ,C","","","     12.31","C","",""
