"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA006158792","1968","43.7167","-79.6333","168.0","TORONTO WESTWOOD, ON CA","       125","C","        68","C","         8","C","         9","C","   279"," ,C,0114, ","  74.9"," ,C,0822, ","    4301.2","2","    4301.2","C","    862.0"," ,C","     1377"," ,C"
"CA006158792","1970","43.7167","-79.6333","168.0","TORONTO WESTWOOD, ON CA","       138","C","        81","C","         2","C","        27","C","   114"," ,C,0111, ","  63.8"," ,C,0830, ","","","","","    834.3"," ,C","     1666"," ,C"
"CA006158792","1971","43.7167","-79.6333","168.0","TORONTO WESTWOOD, ON CA","","","","","","","        16","C","    97"," ,C,0319, ","","","","","","","","","     1132"," ,C"
