"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00355275","1913","44.066667","-120.266667","1310.6","MAURY, OR US","","","","","","","         1"," ","","","",""
"USC00355275","1915","44.066667","-120.266667","1310.6","MAURY, OR US","","","","","","","         1"," ","","","",""
"USC00355275","1916","44.066667","-120.266667","1310.6","MAURY, OR US","        79","6","        55","6","         1","6","","","  30.7"," ,6,0108, ","    419.0"," ,6"
"USC00355275","1918","44.066667","-120.266667","1310.6","MAURY, OR US","        42","6","        28","6","         0","6","","","  20.3"," ,6,0215, ","    226.7"," ,6"
