"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN001160200","1901","14.45","79.983","20.0","NELLORE, IN","        79","I","        46","I","        12","I","","","","","","","","","","","","","  74.9"," ,I,1106, ","","","    877.7"," ,I","","","",""
"IN001160200","1902","14.45","79.983","20.0","NELLORE, IN","        95","I","        64","I","        20","I","","","","","","","","","","","",""," 189.2"," ,I,1216, ","","","   1559.4"," ,I","","","",""
"IN001160200","1903","14.45","79.983","20.0","NELLORE, IN","        79","I","        51","I","        14","I","","","","","","","","","","","",""," 253.0"," ,I,1127, ","","","   1460.4"," ,I","","","",""
"IN001160200","1904","14.45","79.983","20.0","NELLORE, IN","        58","I","        34","I","         6","I","","","","","","","","","","","","","  84.3"," ,I,0101, ","","","    554.9"," ,I","","","",""
"IN001160200","1905","14.45","79.983","20.0","NELLORE, IN","        59","I","        39","I","         9","I","","","","","","","","","","","",""," 215.6"," ,I,1013, ","","","    939.1"," ,I","","","",""
"IN001160200","1906","14.45","79.983","20.0","NELLORE, IN","        74","I","        52","I","        12","I","","","","","","","","","","","","","  97.8"," ,I,1207, ","","","   1003.3"," ,I","","","",""
"IN001160200","1907","14.45","79.983","20.0","NELLORE, IN","        56","I","        30","I","        12","I","","","","","","","","","","","",""," 196.6"," ,I,1127, ","","","    983.9"," ,I","","","",""
"IN001160200","1908","14.45","79.983","20.0","NELLORE, IN","        62","I","        40","I","        10","I","","","","","","","","","","","",""," 156.2"," ,I,1103,+","","","   1117.9"," ,I","","","",""
"IN001160200","1909","14.45","79.983","20.0","NELLORE, IN","        48","I","        34","I","        14","I","","","","","","","","","","","",""," 133.6"," ,I,0903, ","","","    928.7"," ,I","","","",""
"IN001160200","1910","14.45","79.983","20.0","NELLORE, IN","        57","I","        45","I","         9","I","","","","","","","","","","","","","  76.7"," ,I,0728, ","","","    823.2"," ,I","","","",""
"IN001160200","1911","14.45","79.983","20.0","NELLORE, IN","        54","I","        39","I","        12","I","","","","","","","","","","","",""," 105.7"," ,I,1017, ","","","    954.8"," ,I","","","",""
"IN001160200","1912","14.45","79.983","20.0","NELLORE, IN","        66","I","        45","I","        12","I","","","","","","","","","","","",""," 152.1"," ,I,1021, ","","","   1133.0"," ,I","","","",""
"IN001160200","1913","14.45","79.983","20.0","NELLORE, IN","        58","I","        37","I","        11","I","","","","","","","","","","","",""," 142.0"," ,I,1007, ","","","    772.0"," ,I","","","",""
"IN001160200","1914","14.45","79.983","20.0","NELLORE, IN","        77","I","        49","I","        10","I","","","","","","","","","","","","","  69.6"," ,I,1108, ","","","    834.8"," ,I","","","",""
"IN001160200","1915","14.45","79.983","20.0","NELLORE, IN","        75","I","        55","I","        15","I","","","","","","","","","","","",""," 215.1"," ,I,1122, ","","","   1637.9"," ,I","","","",""
"IN001160200","1916","14.45","79.983","20.0","NELLORE, IN","        86","I","        53","I","        12","I","","","","","","","","","","","","","  82.8"," ,I,1123, ","","","    950.5"," ,I","","","",""
"IN001160200","1917","14.45","79.983","20.0","NELLORE, IN","       100","I","        63","I","        18","I","","","","","","","","","","","",""," 190.0"," ,I,1021, ","","","   1546.1"," ,I","","","",""
"IN001160200","1918","14.45","79.983","20.0","NELLORE, IN","        72","I","        45","I","        14","I","","","","","","","","","","","",""," 147.3"," ,I,1127,+","","","   1393.3"," ,I","","","",""
"IN001160200","1919","14.45","79.983","20.0","NELLORE, IN","        81","I","        56","I","        16","I","","","","","","","","","","","",""," 143.8"," ,I,1219, ","","","   1281.4"," ,I","","","",""
"IN001160200","1920","14.45","79.983","20.0","NELLORE, IN","        75","I","        43","I","        14","I","","","","","","","","","","","",""," 180.3"," ,I,1030, ","","","   1317.9"," ,I","","","",""
"IN001160200","1921","14.45","79.983","20.0","NELLORE, IN","        82","I","        46","I","         8","I","","","","","","","","","","","",""," 130.0"," ,I,0911, ","","","    913.4"," ,I","","","",""
"IN001160200","1922","14.45","79.983","20.0","NELLORE, IN","        88","I","        55","I","        13","I","","","","","","","","","","","","","  99.1"," ,I,1104, ","","","   1072.5"," ,I","","","",""
"IN001160200","1923","14.45","79.983","20.0","NELLORE, IN","        65","I","        36","I","        11","I","","","","","","","","","","","",""," 145.5"," ,I,1029, ","","","    943.1"," ,I","","","",""
"IN001160200","1924","14.45","79.983","20.0","NELLORE, IN","        68","I","        42","I","        12","I","","","","","","","","","","","",""," 165.6"," ,I,1106, ","","","    950.7"," ,I","","","",""
"IN001160200","1925","14.45","79.983","20.0","NELLORE, IN","        81","I","        53","I","        17","I","","","","","","","","","","","",""," 184.7"," ,I,1111, ","","","   1421.4"," ,I","","","",""
"IN001160200","1926","14.45","79.983","20.0","NELLORE, IN","        60","I","        36","I","         8","I","","","","","","","","","","","",""," 103.9"," ,I,1107, ","","","    687.8"," ,I","","","",""
"IN001160200","1927","14.45","79.983","20.0","NELLORE, IN","        58","I","        36","I","         9","I","","","","","","","","","","","",""," 182.4"," ,I,1102, ","","","    891.2"," ,I","","","",""
"IN001160200","1928","14.45","79.983","20.0","NELLORE, IN","        73","I","        41","I","         9","I","","","","","","","","","","","",""," 116.8"," ,I,0205, ","","","    815.5"," ,I","","","",""
"IN001160200","1929","14.45","79.983","20.0","NELLORE, IN","        75","I","        54","I","        13","I","","","","","","","","","","","","","  89.4"," ,I,1113, ","","","    840.8"," ,I","","","",""
"IN001160200","1930","14.45","79.983","20.0","NELLORE, IN","        86","I","        62","I","        19","I","","","","","","","","","","","",""," 106.9"," ,I,0508, ","","","   1413.9"," ,I","","","",""
"IN001160200","1931","14.45","79.983","20.0","NELLORE, IN","        78","I","        51","I","        16","I","","","","","","","","","","","",""," 238.8"," ,I,1031, ","","","   1243.7"," ,I","","","",""
"IN001160200","1932","14.45","79.983","20.0","NELLORE, IN","        62","I","        36","I","         9","I","","","","","","","","","","","",""," 124.5"," ,I,1125, ","","","    736.9"," ,I","","","",""
"IN001160200","1933","14.45","79.983","20.0","NELLORE, IN","        63","I","        46","I","        12","I","","","","","","","","","","","",""," 205.0"," ,I,1029, ","","","   1139.2"," ,I","","","",""
"IN001160200","1934","14.45","79.983","20.0","NELLORE, IN","        64","I","        31","I","         7","I","","","","","","","","","","","","","  95.3"," ,I,1030, ","","","    523.8"," ,I","","","",""
"IN001160200","1935","14.45","79.983","20.0","NELLORE, IN","        58","I","        28","I","         8","I","","","","","","","","","","","","","  74.2"," ,I,1019, ","","","    633.9"," ,I","","","",""
"IN001160200","1936","14.45","79.983","20.0","NELLORE, IN","        78","I","        53","I","         9","I","","","","","","","","","","","",""," 356.9"," ,I,1107, ","","","   1275.2"," ,I","","","",""
