"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NZ000093417","1972","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","","","","","","","","","","","         0","G","        21","G","         0","G","        37","G","         0","G","   -3.3","G,0628, ","","","   24.1","G,0121, ","-1.4","G,0525","-2.8","G,0618","","","0.0","G,0904","","","    2071.4","4","    2071.4","G","","","     12.73","G","     16.51","G","      8.96","G"
"NZ000093417","1973","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","     19.6","","      19.6","G","","","","","","","         0","G","        11","G","         0","G","        47","G","         0","G","   -2.2","G,0521, ","","","   26.1","G,0103, ","-2.2","G,0521","-2.2","G,0521","","","-0.3","G,0909","","","    1936.6","6","    1936.6","G","","","     13.12","G","     16.91","G","      9.32","G"
"NZ000093417","1974","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","     60.3","","      60.3","G","","","","","","","         0","G","         3","G","         0","G","        78","G","         0","G","   -1.2","G,0607, ","","","   29.2","G,1221, ","-1.2","G,0607","","","","","0.0","G,0825","","","    1957.1","1","    1957.1","G","","","     13.21","G","     17.19","G","      9.22","G"
"NZ000093417","1975","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","     98.5","","      98.5","G","","","","","","","         0","G","        12","G","         0","G","        69","G","         0","G","   -2.6","G,0627, ","","","   29.0","G,0106, ","-2.4","G,0623","-2.4","G,0623","","","-0.2","G,0808","","","    1897.5","5","    1897.5","G","","","     13.39","G","     17.15","G","      9.62","G"
"NZ000093417","1976","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","      7.1","","       7.1","G","","","","","","","         0","G","         9","G","         0","G","        21","G","         0","G","   -2.2","G,0625, ","","","   24.0","G,0116, ","-0.4","G,0522","-2.2","G,0625","","","0.0","G,0902","","","    2206.1","1","    2206.1","G","","","     12.32","G","     16.13","G","      8.51","G"
"NZ000093417","1977","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","      6.4","","       6.4","G","","","","","","","         0","G","         8","G","         0","G","        25","G","         0","G","   -1.7","G,0711, ","","","   24.0","G,0204, ","-0.2","G,0519","","","","","-1.1","G,0805","","","    2265.0","0","    2265.0","G","","","     12.17","G","     15.83","G","      8.51","G"
"NZ000093417","1978","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","     30.6","","      30.6","G","","","","","","","         0","G","         7","G","         0","G","        73","G","         0","G","   -2.9","G,0615, ","","","   26.6","G,0126, ","-0.3","G,0525","-2.9","G,0615","","","","","","","    1900.9","9","    1900.9","G","","","     13.22","G","     17.15","G","      9.30","G"
"NZ000093417","1979","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","     24.1","","      24.1","G","","","","","","","         0","G","         4","G","         0","G","        45","G","         0","G","   -0.6","G,0809, ","","","   26.8","G,0204, ","0.0","G,0706","","","","","-0.1","G,0926","","","    1912.9","9","    1912.9","G","","","     13.18","G","     16.75","G","      9.61","G"
"NZ000093417","1980","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","     21.7","","      21.7","G","","","","","","","         0","G","         4","G","         0","G","        35","G","         0","G","   -1.3","G,0627, ","","","   25.6","G,0209, ","-0.2","G,0625","","","","","-0.7","G,0809","","","    2057.5","5","    2057.5","G","","","     12.79","G","     16.36","G","      9.21","G"
"NZ000093417","1981","-40.9","174.983","7.0","PARAPARAUMU AWS, NZ","     75.0","","      75.0","G","","","","","","","         0","G","         6","G","         0","G","        82","G","         0","G","   -0.5","G,0721, ","","","   28.3","G,0120, ","0.0","G,0624","","","","","0.0","G,0829","","","    1893.2","2","    1893.2","G","","","     13.37","G","     17.09","G","      9.66","G"
