"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CMET","1993","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1738.2","2","    1738.2","U","","","","","",""
"USR0000CMET","1994","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","    933.3","","     933.3","U","         0","U","        35","U","         0","U","       186","U","        75","U","   -3.3","U,1119, ","   39.4","U,0815,+","-0.6","U,1111","-2.8","U,1118","","","","","0.0","U,0426","-2.8","U,0219","","","","","","","     15.78","U","     21.40","U","     10.16","U"
"USR0000CMET","1995","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","    886.4","","     886.4","U","         0","U","        10","U","         0","U","       197","U","        71","U","   -2.2","U,0324,+","   39.4","U,0802,+","0.0","U,1217","","","","","","","0.0","U,0415","-2.2","U,0324","","","    2006.3","3","    2006.3","U","     16.40","U","     22.10","U","     10.69","U"
"USR0000CMET","1997","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","   1095.9","","    1095.9","U","         0","U","        12","U","         0","U","       233","U","        90","U","   -4.4","U,0114,+","   41.7","U,0806, ","0.0","U,1208","","","","","","","-4.4","U,0114","-4.4","U,0114","-4.4","U,0114","    1312.4","4","    1312.4","U","     17.67","U","     24.27","U","     11.06","U"
"USR0000CMET","1998","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","    862.4","","     862.4","U","         0","U","        24","U","         1","U","       159","U","        66","U","   -7.2","U,1221, ","   42.2","U,0803, ","-1.7","U,1204","-6.7","U,1220","-6.7","U,1220","-6.7","U,1220","-0.6","U,0415","-2.8","U,0329","","","    1900.8","8","    1900.8","U","     15.16","U","     20.87","U","      9.44","U"
"USR0000CMET","1999","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","   1072.5","","    1072.5","U","         0","U","        22","U","         0","U","       207","U","        91","U","   -4.4","U,0210, ","   40.0","U,0712,+","0.0","U,1210","","","","","","","0.0","U,0410","-2.8","U,0409","-4.4","U,0210","    1806.6","6","    1806.6","U","     17.01","U","     23.38","U","     10.65","U"
"USR0000CMET","2000","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","   1087.8","","    1087.8","U","         0","U","        13","U","         0","U","       199","U","        96","U","   -1.1","U,0224, ","   42.2","U,0801, ","0.0","U,1110","","","","","","","0.0","U,0306","","","","","    1341.1","1","    1341.1","U","     17.18","U","     23.54","U","     10.81","U"
"USR0000CMET","2001","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","   1379.4","","    1379.4","U","         0","U","        31","U","         0","U","       227","U","       113","U","   -2.8","U,0116, ","   42.8","U,0703, ","0.0","U,1210","","","","","","","0.0","U,0421","-2.2","U,0212","","","    1544.2","2","    1544.2","U","     17.91","U","     24.36","U","     11.46","U"
"USR0000CMET","2002","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","   1184.6","","    1184.6","U","         0","U","        26","U","         0","U","       215","U","        97","U","   -5.0","U,0130, ","   43.3","U,0709, ","0.0","U,1218","","","","","","","0.0","U,0415","-2.8","U,0318","-5.0","U,0130","    1481.0","0","    1481.0","U","     17.52","U","     23.78","U","     11.27","U"
"USR0000CMET","2003","37.4094","-119.7681","937.9","METCALF GAP CALIFORNIA, CA US","   1371.1","","    1371.1","U","         0","U","         9","U","         0","U","       196","U","       115","U","   -3.3","U,1227, ","   42.2","U,0721, ","0.0","U,1122","-3.3","U,1227","","","","","-0.6","U,0405","","","","","    1427.0","0","    1427.0","U","     17.94","U","     24.28","U","     11.60","U"
