"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00107971","1963","42.8","-113.56667","1327.1","RUPERT 13 NNE, ID US","         2"," ","        25"," ","","","",""
"USC00107971","1964","42.8","-113.56667","1327.1","RUPERT 13 NNE, ID US","","","        12"," ","    4372.6","6","    4372.6","0"
