"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"CA007092305","1961","52.25","-78.5167","6.0","EASTMAIN, QC CA","       138","C","        72","C","         1","C","        27","C","       124","C","        34","C","         0","C","   272"," ,C,1205, ","  27.2"," ,C,1205, ","   31.7","C,0714, ","","","","","    608.1"," ,C","     2158"," ,C","      3.95","C"
"CA007092305","1964","52.25","-78.5167","6.0","EASTMAIN, QC CA","","","","","","","","","","","","","","","","","","","","","    7398.6","6","    7398.6","C","","","","","",""
"CA007092305","1965","52.25","-78.5167","6.0","EASTMAIN, QC CA","","","","","","","        21","C","","","","","","","    97"," ,C,0210, ","","","","","","","","","","","     1462"," ,C","",""
"CA007092305","1968","52.25","-78.5167","6.0","EASTMAIN, QC CA","","","","","","","        15","C","","","","","","","    94"," ,C,1210, ","","","","","","","","","","","     1199"," ,C","",""
"CA007092305","1970","52.25","-78.5167","6.0","EASTMAIN, QC CA","","","","","","","        13","C","","","","","","","   102"," ,C,0128, ","","","","","","","","","","","     1133"," ,C","",""
"CA007092305","1971","52.25","-78.5167","6.0","EASTMAIN, QC CA","       124","C","        73","C","         2","C","        26","C","","","","","","","   102"," ,C,1202, ","  28.4"," ,C,1001, ","","","","","","","    608.8"," ,C","     1236"," ,C","",""
