"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00401569","1952","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    927.3","","     927.3","0","        99","0","        70","0","        11","0","        0","","         0","0","         0","0","        85","0","         3","0","       199","0","        90","0","","","  -10.6","0,0131, ","     0"," ,0,1231,+","     3"," ,0,0129, ","  99.1"," ,0,0614, ","   43.3","0,0729, ","-1.7","0,1021","-4.4","0,1022","-4.4","0,1022","-7.8","0,1128","-8.9","0,1229","-1.7","0,0408","-2.2","0,0407","-4.4","0,0318","-10.6","0,0131","-10.6","0,0131","    2024.5","5","    2024.5","0","   1063.6"," ,0","        3"," ,0","     14.96","0","     22.34","0","      7.58","0","",""
"USC00401569","1953","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    901.6","","     901.6","0","       108","0","        78","0","        16","0","","","","","         0","0","        92","0","         3","0","       214","0","        89","0","","","  -13.3","0,1219,+","","","","","  59.4"," ,0,0905, ","   39.4","0,0622, ","-1.7","0,1030","-7.2","0,1107","-7.2","0,1107","-7.2","0,1107","-11.1","0,1217","-1.7","0,0422","-2.2","0,0421","-5.0","0,0223","-6.7","0,0218","","","    2100.5","5","    2100.5","0","   1255.6"," ,0","","","     15.26","0","     22.83","0","      7.68","0","",""
"USC00401569","1954","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","   1012.8","","    1012.8","0","       115","0","        72","0","        15","0","","","","","         0","0","        94","0","         2","0","       208","0","        96","0","","","  -11.1","0,0113, ","","","","","  87.6"," ,0,0121, ","   40.6","0,0906,+","-2.8","0,1031","-2.8","0,1031","-7.2","0,1103","-7.2","0,1103","","","-1.1","0,0403","-3.9","0,0323","-5.6","0,0318","-7.8","0,0209","-10.0","0,0114","    2057.2","2","    2057.2","0","   1263.1"," ,0","","","     15.39","0","     22.85","0","      7.94","0","",""
"USC00401569","1955","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    911.9","","     911.9","0","       120","0","        93","0","        15","0","","","","","         0","0","        92","0","         9","0","       217","0","        81","0","","","  -15.0","0,0213,+","","","","","  63.0"," ,0,0222, ","   37.8","0,0729,+","-1.1","0,1025","-3.3","0,1104","-4.4","0,1108","-7.2","0,1128","-9.4","0,1130","-1.1","0,0401","-3.9","0,0330","-7.8","0,0328","-7.8","0,0328","-14.4","0,0214","    2049.5","5","    2049.5","0","   1368.8"," ,0","","","     14.98","0","     22.14","0","      7.83","0","",""
"USC00401569","1956","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2211.3","3","    2211.3"," ","","","","","","","","","","","",""
"USC00401569","1957","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","","","","","       143","0","        94","0","        14","0","        0","","         0","0","         0","0","        85","0","","","","","","","","","  -15.6","0,1213,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.5"," ,0,0913, ","","","0.0","0,1020","-2.2","0,1027","-4.4","0,1028","-7.2","0,1110","-15.6","0,1212","-2.8","0,0416","-2.8","0,0416","-5.6","0,0222","-9.4","0,0120","-9.4","0,0120","","","","","   1343.8"," ,0","        0"," ,0","","","","","      8.11","0","",""
"USC00401569","1958","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","","","","","       127","0","        88","0","        12","0","","","","","         3","0","       111","0","","","","","","","","","  -18.3","0,0219,+","","","","","  86.9"," ,0,0921, ","","","-0.6","0,1029","-3.3","0,1107","-7.2","0,1129","-7.2","0,1129","-9.4","0,1214","-0.6","0,0412","-2.8","0,0409","-6.1","0,0323","-9.4","0,0222","-9.4","0,0222","    2473.0","0","    2473.0"," ","   1216.4"," ,0","","","","","","","      6.11","0","",""
"USC00401569","1959","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    883.9","","     883.9","0","       130","0","        80","0","        16","0","","","","","         0","0","        96","0","         9","0","       203","0","        71","0","","","  -16.7","0,0106,+","","","","","  45.5"," ,0,1218,+","   36.1","0,0731, ","0.0","0,1103","-2.2","0,1107","-5.0","0,1108","-9.4","0,1118","-9.4","0,1118","0.0","0,0423","-2.2","0,0415","-4.4","0,0324","-6.7","0,0319","-11.7","0,0222","","","","","   1301.2"," ,0","","","     14.66","0","     21.86","0","      7.46","0","",""
"USC00401569","1960","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    731.7","","     731.7","0","       112","0","        73","0","        10","0","","","","","         0","0","       125","0","        12","0","       200","0","        59","0","","","  -16.7","0,1223, ","","","","","  72.9"," ,0,0711, ","   36.7","0,0908, ","0.0","0,1021","-2.8","0,1107","-6.7","0,1111","-6.7","0,1111","-9.4","0,1202","0.0","0,0503","-2.8","0,0412","-4.4","0,0326","-6.7","0,0324","-8.9","0,0315","    2430.6","6","    2430.6","0","   1123.0"," ,0","","","     13.30","0","     20.40","0","      6.19","0","",""
"USC00401569","1961","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    627.9","","     627.9","0","       137","0","        91","0","        15","0","","","","","         4","0","       101","0","         5","0","       196","0","        36","0","","","  -20.0","0,0129,+","","","","","  75.7"," ,0,0901, ","   34.4","0,0802, ","0.0","0,1015","-2.2","0,1027","-4.4","0,1109","-7.2","0,1130","-12.2","0,1229","0.0","0,0430","-3.9","0,0412","-5.0","0,0408","-7.8","0,0206","-11.1","0,0205","    2387.5","5","    2387.5","0","   1415.2"," ,0","","","     13.79","0","     20.81","0","      6.76","0","",""
"USC00401569","1962","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","","","","","       115","0","        85","0","        16","0","","","","","         6","0","       103","0","","","","","","","","","  -21.1","0,1214,+","","","","","  86.4"," ,0,0123, ","","","-1.7","0,1024","-2.2","0,1025","-4.4","0,1106","-9.4","0,1210","-9.4","0,1210","0.0","0,0422","-2.8","0,0417","-4.4","0,0318","-11.7","0,0208","-11.7","0,0208","    2182.8","8","    2182.8","0","   1389.6"," ,0","","","","","","","      7.13","0","",""
"USC00401569","1963","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","","","","","        94","0","        67","0","        10","0","","","","","         2","0","       113","0","","","","","","","","","  -23.9","0,0125,+","","","","","  86.6"," ,0,0312, ","","","-1.7","0,1030","-3.9","0,1102","-4.4","0,1103","-12.8","0,1215","-12.8","0,1215","-0.6","0,0502","-2.2","0,0324","-12.8","0,0228","-12.8","0,0228","-12.8","0,0228","","","","","   1079.2"," ,0","","","","","","","      5.88","0","",""
"USC00401569","1964","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    728.3","","     728.3","0","       118","0","        93","0","        20","0","        4","","         2","0","         0","0","        99","0","         5","0","       212","0","        67","0","","","  -14.4","0,0114, ","   152"," ,0,0228,+","   140"," ,0,0228,+"," 161.3"," ,0,0929, ","   36.7","0,0804,+","-0.6","0,1010","-2.2","0,1020","-10.6","0,1122","-10.6","0,1122","-10.6","0,1122","0.0","0,0411","-2.8","0,0401","-5.6","0,0330","-8.3","0,0229","-10.0","0,0224","    2346.2","2","    2346.2","0","   1771.8"," ,0","      280"," ,0","     14.33","0","     21.75","0","      6.92","0","",""
"USC00401569","1965","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    776.4","","     776.4","0","       114","0","        75","0","        12","0","        5","","         1","0","         1","0","        94","0","         6","0","       206","0","        46","0","","","  -18.3","0,0202, ","    51"," ,0,0225,+","    38"," ,0,0117, ","  73.2"," ,0,0703, ","   36.1","0,0818,+","-2.2","0,1025","-2.2","0,1025","-6.1","0,1129","-8.9","0,1130","-8.9","0,1130","0.0","0,0327","-5.6","0,0322","-5.6","0,0322","-10.6","0,0321","-10.6","0,0321","    2124.2","2","    2124.2","0","   1140.9"," ,0","       51"," ,0","     14.50","0","     21.51","0","      7.49","0","",""
"USC00401569","1966","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    712.1","","     712.1","0","       125","0","        87","0","        15","0","       12","","         4","0","         2","0","        98","0","        13","0","       201","0","        44","0","","","  -22.8","0,0130, ","   127"," ,0,0201,+","   127"," ,0,0130, ","  86.4"," ,0,1209, ","   37.8","0,0715,+","-0.6","0,1027","-3.3","0,1103","-8.9","0,1104","-8.9","0,1104","-8.9","0,1104","0.0","0,0415","-3.9","0,0410","-7.2","0,0329","-7.2","0,0329","-8.9","0,0308","    2268.9","9","    2268.9","0","   1374.3"," ,0","      356"," ,0","     13.74","0","     20.49","0","      6.99","0","",""
"USC00401569","1967","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    581.0","","     581.0","0","       121","0","        88","0","        17","0","        7","","         3","0","         0","0","        93","0","         5","0","       207","0","        15","0","","","  -16.1","0,0225, ","   127"," ,0,1228, ","   127"," ,0,1228, ","  74.9"," ,0,0702, ","   33.9","0,0802,+","-0.6","0,1022","-6.1","0,1105","-6.1","0,1105","-7.8","0,1128","","","-1.7","0,0323","-4.4","0,0320","-4.4","0,0320","-7.2","0,0319","-9.4","0,0318","    2120.9","9","    2120.9","0","   1440.7"," ,0","      229"," ,0","     13.95","0","     20.83","0","      7.07","0","",""
"USC00401569","1968","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    697.0","","     697.0","0","       121","0","        82","0","        12","0","        4","","         6","0","         0","0","       109","0","        11","0","       199","0","        47","0","","","  -14.4","0,0222, ","    51"," ,0,0101, ","   178"," ,0,0323, ","  61.0"," ,0,0312, ","   37.8","0,0824,+","-1.7","0,1005","-3.3","0,1026","-6.7","0,1113","-6.7","0,1113","-9.4","0,1209","0.0","0,0406","-6.1","0,0325","-6.1","0,0325","-8.9","0,0324","-8.9","0,0324","    2448.6","6","    2448.6","0","   1189.7"," ,0","      414"," ,0","     13.41","0","     20.39","0","      6.43","0","",""
"USC00401569","1969","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","    745.9","","     745.9","0","       122","0","        83","0","        13","0","        5","","         4","0","         0","0","       108","0","         6","0","       195","0","        53","0","","","  -16.1","0,0105, ","   102"," ,0,0216, ","   279"," ,0,0216, ","  81.0"," ,0,0623, ","   36.7","0,0712,+","-1.7","0,1017","-2.8","0,1024","-7.8","0,1115","-7.8","0,1115","-8.9","0,1205","0.0","0,0430","-6.1","0,0331","-6.1","0,0331","-7.8","0,0314","-10.6","0,0312","    2441.2","2","    2441.2","0","   1310.4"," ,0","      455"," ,0","     13.46","0","     20.17","0","      6.74","0","",""
"USC00401569","1970","36.1","-85.81667","177.1","CENTER HILL DAM, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2550.4","4","    2550.4","0","","","","","","","","","","","",""
