"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00301018","1937","42.933333","-78.9","177.1","BUFFALO NUMBER 2, NY US","","","","","","","         0","6","       136","6","  -13.9","6,1214, ","","","","","-1.1","6,1014","-2.2","6,1015","-6.7","6,1122","-6.7","6,1122","-10.0","6,1209","-0.6","6,0416","-2.2","6,0410","-4.4","6,0330","-7.2","6,0327","-10.0","6,0326","","","      4.85","6","",""
"USC00301018","1938","42.933333","-78.9","177.1","BUFFALO NUMBER 2, NY US","       122","6","        73","6","         5","6","         1","6","       127","6","  -17.8","6,0304, ","  53.1"," ,6,0811, ","   11772.9","6","0.0","6,1007","-3.3","6,1115","-7.2","6,1116","-7.2","6,1116","-9.4","6,1124","0.0","6,0423","-2.2","6,0410","-5.0","6,0406","-6.7","6,0315","-13.9","6,0305","    797.3"," ,6","      4.86","6","     79963","6"
"USC00301018","1939","42.933333","-78.9","177.1","BUFFALO NUMBER 2, NY US","       127","6","        67","6","         5","6","         2","6","       143","6","  -18.9","6,0126, ","  63.5"," ,6,0813, ","   11504.4","6","0.0","6,1015","-2.8","6,1103","-5.0","6,1114","-8.9","6,1212","-8.9","6,1212","-1.1","6,0503","-5.0","6,0413","-5.0","6,0413","-10.0","6,0322","-10.0","6,0322","    784.8"," ,6","      4.07","6","     78157","6"
"USC00301018","1940","42.933333","-78.9","177.1","BUFFALO NUMBER 2, NY US","       162","6","        91","6","         8","6","         2","6","       153","6","  -18.9","6,0107, ","  43.2"," ,6,0624, ","   10220.9","6","-1.1","6,1016","-2.8","6,1019","-4.4","6,1116","-6.7","6,1126","-8.9","6,1202","0.0","6,0510","-3.9","6,0415","-6.1","6,0414","-8.9","6,0413","-8.9","6,0413","   1060.3"," ,6","      3.07","6","     72209","6"
