"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003125","1965","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2132.9","","    2132.9","0","        26","0","        17","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       288","0","       166","0","","","         6"," ","    1.1","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.1"," ,0,0403, ","   45.6","0,0704, ","","","","","","","","","","","     638.8","8","     638.8","0","    162.9"," ,0","        0"," ,0","     22.52","0","     29.64","0","     15.41","0","","","",""
"USW00003125","1966","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2418.4","","    2418.4","0","        20","0","        12","0","         1","0","        0","","         0","0","         0","0","         4","0","         0","0","       302","0","       181","0","","","         2"," ","   -0.6","0,1227,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.4"," ,0,1003, ","   45.0","0,0706,+","-0.6","0,1227","","","-0.6","0,0124","","","","","     651.0","0","     651.0","0","    101.5"," ,0","        0"," ,0","     23.16","0","     30.47","0","     15.86","0","","","",""
"USW00003125","1967","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2208.9","","    2208.9","0","        21","0","        14","0","         1","0","        0","","         0","0","         0","0","         4","0","         0","0","       305","0","       160","0","","","        15"," ","   -1.7","0,0101, ","     0"," ,0,1231,+","     0","T,0,1213, ","  34.8"," ,0,0902, ","   44.4","0,0827,+","","","","","0.0","0,0110","","","","","     562.4","4","     562.4","0","    138.1"," ,0","        0","T,0","     22.71","0","     29.88","0","     15.54","0","","","",""
"USW00003125","1968","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2213.0","","    2213.0","0","        12","0","         4","0","         0","0","        0","","         0","0","         0","0","         5","0","         0","0","       311","0","       159","0","","","         4"," ","   -3.3","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  11.2"," ,0,0213, ","   46.1","0,0621,+","-1.7","0,1221","-3.3","0,1222","","","","","","","     481.1","1","     481.1","0","     31.0"," ,0","        0"," ,0","     22.94","0","     30.38","0","     15.50","0","","","",""
"USW00003125","1969","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2311.1","","    2311.1","0","        25","0","         6","0","         0","0","        0","","         0","0","         0","0","         2","0","         0","0","       301","0","       159","0","","","","","   -0.6","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.1"," ,0,1110, ","   46.1","0,0822,+","0.0","0,1231","","","-0.6","0,0130","","","","","     614.9","9","     614.9","0","    100.5"," ,0","        0"," ,0","     23.18","0","     30.16","0","     16.20","0","","","",""
"USW00003125","1970","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","","","","","        12","0","         7","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.4"," ,0,0301, ","","","","","","","","","","","","","","","","","     84.6"," ,0","        0"," ,0","","","","","","","","","",""
"USW00003125","1971","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2097.7","","    2097.7","0","        12","0","         4","0","         1","0","        0","","         0","0","         0","0","        11","0","         0","0","       296","0","       152","0","","","         1"," ","   -5.0","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.8"," ,0,0929, ","   45.6","0,0912, ","-0.6","0,1209","","","-2.8","0,0110","-2.8","0,0110","-5.0","0,0108","     594.8","8","     594.8","0","     62.0"," ,0","        0"," ,0","     22.08","0","     29.42","0","     14.73","0","","","",""
"USW00003125","1972","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2292.6","","    2292.6","0","        13","0","         5","0","         2","0","        0","","         0","0","         0","0","         8","0","         0","0","       312","0","       184","0","","","","","   -2.8","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.7"," ,0,1006, ","   46.7","0,0704, ","-2.2","0,1212","-2.2","0,1212","0.0","0,0110","-2.8","0,0106","","","     664.6","6","     664.6","0","    140.2"," ,0","        0"," ,0","     22.83","0","     30.36","0","     15.30","0","","","",""
"USW00003125","1973","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2190.3","","    2190.3","0","        20","0","        10","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       291","0","       178","0","","","         4"," ","   -2.8","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.1"," ,0,0816, ","   45.6","0,0607, ","","","","","-1.1","0,0121","-2.8","0,0107","","","     750.2","2","     750.2","0","     94.1"," ,0","        0"," ,0","     22.49","0","     30.28","0","     14.70","0","","","",""
"USW00003125","1974","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2344.5","","    2344.5","0","        17","0","         7","0","         0","0","        0","","         0","0","         0","0","         7","0","         0","0","       307","0","       182","0","","","         7"," ","   -4.4","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   8.1"," ,0,0107, ","   47.2","0,0627, ","-0.6","0,1211","","","0.0","0,0130","-4.4","0,0103","-4.4","0,0103","     561.4","4","     561.4","0","     44.6"," ,0","        0"," ,0","     23.05","0","     30.83","0","     15.26","0","","","",""
"USW00003125","1975","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2095.3","","    2095.3","0","        18","0","        10","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       296","0","       153","0","","","         8"," ","   -0.6","0,0104, ","     0"," ,0,1231,+","     0","T,0,0311, ","  19.1"," ,0,0906, ","   46.7","0,0804, ","","","","","0.0","0,0105","","","","","     703.7","7","     703.7","0","     80.4"," ,0","        0","T,0","     22.18","0","     30.14","0","     14.23","0","","","",""
"USW00003125","1976","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2103.4","","    2103.4","0","        27","0","        16","0","         0","0","        0","","         0","0","         0","0","         7","0","         0","0","       319","0","       164","0","","","        14"," ","   -3.3","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  15.7"," ,0,0910,+","   46.7","0,0627, ","-0.6","0,1129","","","0.0","0,0102","-3.3","0,0101","","","     542.5","5","     542.5","0","    150.7"," ,0","        0"," ,0","     22.58","0","     30.39","0","     14.76","0","","","",""
"USW00003125","1977","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2279.5","","    2279.5","0","        22","0","         7","0","         0","0","        0","","         0","0","         0","0","         2","0","         0","0","       322","0","       168","0","","","         4"," ","   -0.6","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  14.7"," ,0,0816, ","   46.1","0,0629, ","","","","","0.0","0,0113","","","","","     593.0","0","     593.0","0","     66.0"," ,0","        0"," ,0","     23.27","0","     31.13","0","     15.40","0","","","",""
"USW00003125","1978","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     354.8","8","     354.8","0","","","","","","","","","","","","","",""
"USW00003125","1980","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2259.7","","    2259.7","0","","","","","","","        0","","         0","0","         0","0","         0","0","         0","0","       340","0","       168","0","","","","","    1.1","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   47.2","0,0716, ","","","","","","","","","","","","","","","","","        0"," ,0","     23.58","0","     31.54","0","     15.62","0","","","",""
"USW00003125","1981","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2445.0","","    2445.0","0","         8","0","         7","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       330","0","       175","0","","","","","    1.7","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.3"," ,0,1128, ","   47.8","0,0827, ","","","","","","","","","","","     329.7","7","     329.7","0","     61.9"," ,0","        0"," ,0","     24.06","0","     31.80","0","     16.32","0","","","",""
"USW00003125","1982","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2020.0","","    2020.0","0","","","","","","","","","","","         0","0","         0","0","         0","0","       290","0","       161","0","","","","","    1.1","0,0123, ","","","","","","","   45.6","0,0902, ","","","","","","","","","","","     460.1","1","     460.1","0","","","","","     22.34","0","     29.64","0","     15.05","0","","","",""
"USW00003125","1983","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2200.5","","    2200.5","0","        29","0","        12","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       312","0","       153","0","","","","","    0.0","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.5"," ,0,0831, ","   47.2","0,0528, ","","","","","0.0","0,0104","","","","","     530.9","9","     530.9","0","    135.1"," ,0","        0"," ,0","     23.08","0","     30.21","0","     15.96","0","","","",""
"USW00003125","1984","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2265.3","","    2265.3","0","        28","0","        12","0","         1","0","","","         0","0","         0","0","         0","0","         0","0","       306","0","       162","0","","","","","    1.1","0,1215, ","","","     0"," ,0,1231,+","  44.5"," ,0,0819, ","   46.1","0,0830, ","","","","","","","","","","","     414.7","7","     414.7","0","    163.5"," ,0","        0"," ,0","     23.17","0","     30.36","0","     15.97","0","","","",""
"USW00003125","1985","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2323.1","","    2323.1","0","        21","0","         8","0","         1","0","","","         0","0","         0","0","         2","0","         0","0","       299","0","       168","0","","","","","   -0.6","0,0201, ","","","     0"," ,0,1231,+","  31.0"," ,0,1125, ","   47.8","0,0824, ","0.0","0,1213","","","-0.6","0,0201","","","","","     604.8","8","     604.8","0","     90.1"," ,0","        0"," ,0","     22.93","0","     30.23","0","     15.63","0","","","",""
"USW00003125","1986","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2275.6","","    2275.6","0","        21","0","         9","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       326","0","       174","0","","","","","    1.1","0,1213,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.8"," ,0,0721, ","   46.1","0,0731,+","","","","","","","","","","","     450.3","3","     450.3","0","     84.3"," ,0","        0"," ,0","     23.58","0","     31.11","0","     16.06","0","","","",""
"USW00003125","1987","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2359.3","","    2359.3","0","        21","0","         9","0","         0","0","        0","","         0","0","         0","0","         7","0","         0","0","       308","0","       178","0","","","","","   -2.2","0,1227,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.6"," ,0,1217, ","   45.6","0,0831, ","-2.2","0,1215","-2.2","0,1215","-0.6","0,0122","-2.2","0,0118","","","     516.4","4","     516.4","0","     90.5"," ,0","        0"," ,0","     23.17","0","     30.58","0","     15.75","0","","","",""
"USW00003125","1988","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2429.1","","    2429.1","0","        17","0","         7","0","         0","0","        0","","         0","0","         0","0","         5","0","         0","0","       308","0","       187","0","         1"," ","","","   -1.7","0,1230, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  19.8"," ,0,0117, ","   45.0","0,0623, ","-1.1","0,1228","","","0.0","0,0121","","","","","     557.3","3","     557.3","0","     52.9"," ,0","        0"," ,0","     23.61","0","     31.18","0","     16.05","0","","","",""
"USW00003125","1989","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2609.8","","    2609.8","0","         6","0","         4","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       315","0","       196","0","","","","","   -1.7","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.0"," ,0,0809, ","   45.6","0,0719,+","-1.1","0,1213","","","-1.7","0,0101","","","","","     500.5","5","     500.5","0","    105.8"," ,0","        0"," ,0","     24.21","0","     32.03","0","     16.40","0","","","",""
"USW00003125","1990","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2475.4","","    2475.4","0","        21","0","         6","0","         0","0","        0","","         0","0","         0","0","         8","0","         0","0","       306","0","       185","0","","","         2"," ","   -3.9","0,1226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.3"," ,0,0827, ","   49.4","0,0626, ","-0.6","0,1218","-2.8","0,1223","0.0","0,0217","-3.3","0,0215","","","     521.4","4","     521.4","0","     70.9"," ,0","        0"," ,0","     23.41","0","     30.97","0","     15.85","0","","","",""
"USW00003125","1991","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2312.3","","    2312.3","0","        21","0","        10","0","         1","0","        0","","         0","0","         0","0","         4","0","         0","0","       303","0","       169","0","         2"," ","         5"," ","   -0.6","0,1202,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.1"," ,0,0904, ","   44.4","0,0701, ","-0.6","0,1202","","","0.0","0,0131","","","","","     508.2","2","     508.2","0","    106.7"," ,0","        0"," ,0","     23.43","0","     30.76","0","     16.10","0","","","",""
"USW00003125","1992","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2505.9","","    2505.9","0","        32","0","        21","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       296","0","       187","0","         4"," ","         6"," ","    0.0","0,1217, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.7"," ,0,0823, ","   46.1","0,0718, ","0.0","0,1217","","","","","","","","","     413.1","1","     413.1","0","    261.1"," ,0","        0"," ,0","     23.84","0","     31.08","0","     16.61","0","","","",""
"USW00003125","1993","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2443.4","","    2443.4","0","        23","0","        14","0","         0","0","        0","","         0","0","         0","0","         1","0","         0","0","       299","0","       180","0","","","         2"," ","   -1.1","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.6"," ,0,1114, ","   47.2","0,0801, ","","","","","-1.1","0,0104","","","","","     526.5","5","     526.5","0","    153.2"," ,0","        0"," ,0","     23.77","0","     31.16","0","     16.37","0","","","",""
"USW00003125","1994","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2531.9","","    2531.9","0","        23","0","         8","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       304","0","       174","0","         3"," ","         7"," ","   -1.7","0,1120, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  15.5"," ,0,1225, ","   47.8","0,0625, ","-1.7","0,1120","","","","","","","","","     475.6","6","     475.6","0","     72.0"," ,0","        0"," ,0","     23.70","0","     31.20","0","     16.19","0","","","",""
"USW00003125","1995","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2569.2","","    2569.2","0","        15","0","         5","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       326","0","       175","0","","","         9"," ","    2.2","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   8.9"," ,0,0418, ","   51.1","0,0728, ","","","","","","","","","","","     483.8","8","     483.8","0","     38.5"," ,0","        0"," ,0","     24.54","0","     32.07","0","     17.02","0","","","",""
"USW00003125","1996","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2673.5","","    2673.5","0","         8","0","         2","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       327","0","       188","0","","","         6"," ","   -0.6","0,1220,+","     0"," ,0,1231,+","     0"," ,0,1231,+","   7.6"," ,0,0907, ","   47.2","0,0731, ","0.0","0,1201","","","","","","","","","     296.5","5","     296.5","0","     16.3"," ,0","        0"," ,0","     24.58","0","     32.24","0","     16.93","0","","","",""
"USW00003125","1997","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2558.7","","    2558.7","0","        20","0","        10","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       312","0","       188","0","         2"," ","        10"," ","   -1.1","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.2"," ,0,0722, ","   45.6","0,0805,+","","","","","-1.1","0,0108","","","","","     434.0","0","     434.0","0","    148.6"," ,0","        0"," ,0","     24.08","0","     31.37","0","     16.78","0","","","",""
"USW00003125","1998","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","     589.2","2","     589.2","0","","","","","","","","","","","","","",""
"USW00003125","1999","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2372.6","","    2372.6","0","        16","0","         8","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       330","0","       182","0","","","","","    1.7","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  14.5"," ,0,0204, ","   45.0","0,0701, ","","","","","","","","","","","","","","","     68.5"," ,0","        0"," ,0","     23.53","0","     31.19","0","     15.87","0","","","",""
"USW00003125","2000","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2518.4","","    2518.4","0","         8","0","         4","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       330","0","       178","0","","","        10"," ","    1.1","0,1116, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  15.7"," ,0,1022, ","   46.7","0,0719,+","","","","","","","","","","","     365.4","4","     365.4","0","     36.9"," ,0","        0"," ,0","     24.02","0","     31.44","0","     16.59","0","","","",""
"USW00003125","2001","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2670.2","","    2670.2","0","        22","0","        10","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       286","0","       192","0","","","         9"," ","   -0.6","0,1217,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.7"," ,0,0306, ","   46.7","0,0702, ","-0.6","0,1214","","","","","","","","","     597.3","3","     597.3","0","    110.2"," ,0","        0"," ,0","     23.97","0","     31.35","0","     16.59","0","","","",""
"USW00003125","2002","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2453.0","","    2453.0","0","         5","0","         0","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       317","0","       173","0","","","         1"," ","   -0.6","0,0203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   2.0"," ,0,0908, ","   45.0","0,0901,+","0.0","0,1224","","","-0.6","0,0203","","","","","     543.9","9","     543.9","0","      4.9"," ,0","        0"," ,0","     23.64","0","     31.40","0","     15.88","0","","","",""
"USW00003125","2003","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2530.8","","    2530.8","0","        19","0","         8","0","         0","0","        0","","         0","0","         0","0","         1","0","         0","0","       318","0","       172","0","","","        10"," ","    0.0","0,1229, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.1"," ,0,0225, ","   46.7","0,0714, ","0.0","0,1229","","","","","","","","","     379.5","5","     379.5","0","     91.7"," ,0","        0"," ,0","     24.17","0","     31.41","0","     16.93","0","","","",""
"USW00003125","2004","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2521.1","","    2521.1","0","        23","0","        15","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       291","0","       189","0","","","         4"," ","    0.6","0,1225,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.8"," ,0,1205, ","   44.4","0,0808,+","","","","","","","","","","","     511.8","8","     511.8","0","    184.5"," ,0","        0"," ,0","     23.71","0","     30.82","0","     16.60","0","","","",""
"USW00003125","2005","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2423.7","","    2423.7","0","        21","0","        10","0","         1","0","        0","","         0","0","         0","0","         3","0","         0","0","       307","0","       178","0","","","","","   -1.1","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.4"," ,0,0211, ","   48.3","0,0717, ","0.0","0,1207","","","","","","","","","     511.7","7","     511.7","0","    135.8"," ,0","        0"," ,0","     23.73","0","     31.12","0","     16.34","0","","","",""
"USW00003125","2006","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2516.4","","    2516.4","0","        11","0","         6","0","         0","0","        0","","         0","0","         0","0","         2","0","         0","0","       317","0","       170","0","","","","","   -1.7","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.8"," ,0,0809, ","   47.8","0,0722,+","0.0","0,1220","","","","","","","","","     474.5","5","     474.5","0","     46.5"," ,0","        0"," ,0","     23.86","0","     31.65","0","     16.06","0","","","",""
