"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00009574","1929","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       157","a","       112","a","         4","a","","","","","","","","","","","","","  57.7"," ,a,0515, ","","","   1205.8"," ,a","","","","","",""
"ASN00009574","1930","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       138","a","       107","a","         6","a","","","","","","","","","","","","","  53.3"," ,a,0622, ","","","   1131.3"," ,a","","","","","",""
"ASN00009574","1931","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       117","a","        92","a","        10","a","","","","","","","","","","","","","  58.2"," ,a,0705, ","","","   1154.6"," ,a","","","","","",""
"ASN00009574","1932","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       110","a","        83","a","        12","a","","","","","","","","","","","","","  59.9"," ,a,0711, ","","","   1182.4"," ,a","","","","","",""
"ASN00009574","1933","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       115","a","        92","a","        11","a","","","","","","","","","","","","","  77.0"," ,a,0625, ","","","   1270.0"," ,a","","","","","",""
"ASN00009574","1934","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       117","a","        90","a","        16","a","","","","","","","","","","","",""," 104.1"," ,a,0609, ","","","   1393.7"," ,a","","","","","",""
"ASN00009574","1935","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       130","a","        97","a","         6","a","","","","","","","","","","","","","  58.9"," ,a,0617, ","","","   1129.8"," ,a","","","","","",""
"ASN00009574","1936","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       101","a","        89","a","         9","a","","","","","","","","","","","","","  58.4"," ,a,0607, ","","","   1016.4"," ,a","","","","","",""
"ASN00009574","1937","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       137","a","        95","a","        10","a","","","","","","","","","","","","","  74.2"," ,a,0807, ","","","   1293.8"," ,a","","","","","",""
"ASN00009574","1938","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       128","a","        93","a","         7","a","","","","","","","","","","","","","  41.9"," ,a,0719, ","","","   1098.6"," ,a","","","","","",""
"ASN00009574","1939","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       140","a","       102","a","        11","a","","","","","","","","","","","","","  53.8"," ,a,0605, ","","","   1197.1"," ,a","","","","","",""
"ASN00009574","1940","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       124","a","        76","a","         5","a","","","","","","","","","","","","","  42.7"," ,a,0721, ","","","    780.7"," ,a","","","","","",""
"ASN00009574","1941","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       123","a","        98","a","         6","a","","","","","","","","","","","","","  66.0"," ,a,0610, ","","","   1124.1"," ,a","","","","","",""
"ASN00009574","1942","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       149","a","       125","a","         9","a","","","","","","","","","","","","","  42.2"," ,a,0513, ","","","   1373.3"," ,a","","","","","",""
"ASN00009574","1943","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       120","a","        89","a","         3","a","","","","","","","","","","","","","  36.3"," ,a,0802, ","","","    885.8"," ,a","","","","","",""
"ASN00009574","1944","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       118","a","        82","a","         7","a","","","","","","","","","","","","","  49.5"," ,a,0611, ","","","    911.8"," ,a","","","","","",""
"ASN00009574","1945","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       147","a","       111","a","         9","a","","","","","","","","","","","","","  51.3"," ,a,0716, ","","","   1328.8"," ,a","","","","","",""
"ASN00009574","1946","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       158","a","       101","a","         7","a","","","","","","","","","","","","","  43.2"," ,a,0607, ","","","   1192.5"," ,a","","","","","",""
"ASN00009574","1947","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       171","a","       119","a","         3","a","","","","","","","","","","","","","  84.8"," ,a,0615, ","","","   1313.5"," ,a","","","","","",""
"ASN00009574","1948","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       147","a","       103","a","         9","a","","","","","","","","","","","","","  53.8"," ,a,0928, ","","","   1119.6"," ,a","","","","","",""
"ASN00009574","1949","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       145","a","       106","a","         9","a","","","","","","","","","","","","","  80.8"," ,a,0427, ","","","   1285.7"," ,a","","","","","",""
"ASN00009574","1950","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       142","a","       101","a","         8","a","","","","","","","","","","","","","  83.8"," ,a,0623, ","","","   1168.1"," ,a","","","","","",""
"ASN00009574","1951","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       164","a","       105","a","         7","a","","","","","","","","","","","","","  50.3"," ,a,0609, ","","","   1178.2"," ,a","","","","","",""
"ASN00009574","1952","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       156","a","       104","a","        10","a","","","","","","","","","","","","","  69.9"," ,a,0505, ","","","   1229.8"," ,a","","","","","",""
"ASN00009574","1954","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       151","a","        95","a","         8","a","","","","","","","","","","","","","  62.2"," ,a,0114, ","","","   1134.1"," ,a","","","","","",""
"ASN00009574","1955","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       169","a","       114","a","        11","a","","","","","","","","","","","","","  54.1"," ,a,0619, ","","","   1378.4"," ,a","","","","","",""
"ASN00009574","1956","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       142","a","        93","a","        15","a","","","","","","","","","","","","","  90.7"," ,a,0625, ","","","   1300.6"," ,a","","","","","",""
"ASN00009574","1957","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       152","a","        95","a","        10","a","","","","","","","","","","","","","  40.9"," ,a,0523, ","","","   1173.9"," ,a","","","","","",""
"ASN00009574","1958","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       156","a","        82","a","        16","a","","","","","","","","","","","","","  87.1"," ,a,0521, ","","","   1328.0"," ,a","","","","","",""
"ASN00009574","1959","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       143","a","        79","a","         7","a","","","","","","","","","","","","","  91.9"," ,a,0615, ","","","    998.3"," ,a","","","","","",""
"ASN00009574","1960","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       157","a","       101","a","         8","a","","","","","","","","","","","","","  56.9"," ,a,0712, ","","","   1060.5"," ,a","","","","","",""
"ASN00009574","1961","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       149","a","       103","a","        20","a","","","","","","","","","","","","","  70.6"," ,a,0612, ","","","   1590.8"," ,a","","","","","",""
"ASN00009574","1962","-33.9592","115.0642","80.0","MARGARET RIVER, AS","","","","","","","","","","","","","","","","","","","","","","","   1227.2"," ,a","","","","","",""
"ASN00009574","1963","-33.9592","115.0642","80.0","MARGARET RIVER, AS","","","","","","","","","","","","","","","","","","","","","","","   1430.9"," ,a","","","","","",""
"ASN00009574","1964","-33.9592","115.0642","80.0","MARGARET RIVER, AS","","","","","","","","","","","","","","","","","","","","","","","   1312.2"," ,a","","","","","",""
"ASN00009574","1965","-33.9592","115.0642","80.0","MARGARET RIVER, AS","","","","","","","","","","","","","","","","","","","","","","","   1285.8"," ,a","","","","","",""
"ASN00009574","1966","-33.9592","115.0642","80.0","MARGARET RIVER, AS","       156","a","        77","a","        12","a","","","","","","","","","","","","","  68.3"," ,a,0625, ","","","   1062.0"," ,a","","","","","",""
"ASN00009574","1967","-33.9592","115.0642","80.0","MARGARET RIVER, AS","","","","","","","","","","","","","","","","","","","","","","","   1367.6"," ,a","","","","","",""
"ASN00009574","1968","-33.9592","115.0642","80.0","MARGARET RIVER, AS","","","","","","","","","","","","","","","","","","","","","","","   1164.1"," ,a","","","","","",""
