"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00154943","1894","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","        97","6","        80","6","         6","6","","","  55.9"," ,6,0410, ","    880.8"," ,6"
"USC00154943","1895","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","        96","6","        83","6","         9","6","","","  80.5"," ,6,0724, ","    960.8"," ,6"
"USC00154943","1896","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       108","6","        88","6","        10","6","","","  50.3"," ,6,0807, ","   1147.6"," ,6"
"USC00154943","1897","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","","","","","","","         1"," ","","","",""
"USC00154943","1914","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       106","6","        83","6","         8","6","","","  57.2"," ,6,0605, ","   1030.4"," ,6"
"USC00154943","1915","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       105","6","        85","6","        10","6","","","  76.2"," ,6,1001, ","   1134.3"," ,6"
"USC00154943","1920","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","","","","","","","         1"," ","","","",""
"USC00154943","1922","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","","","","","","","        20"," ","","","",""
"USC00154943","1923","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       104","6","        86","6","         7","6","","","  47.2"," ,6,0713, ","   1154.5"," ,6"
"USC00154943","1924","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","        81","6","        74","6","        11","6","","","  87.4"," ,6,0922, ","   1104.4"," ,6"
"USC00154943","1926","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       104","6","        95","6","         7","6","","","  46.0"," ,6,0601, ","   1155.0"," ,6"
"USC00154943","1928","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       123","6","        89","6","        10","6","","","  47.2"," ,6,1130, ","   1096.0"," ,6"
"USC00154943","1929","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       118","6","        92","6","         6","6","","","  83.8"," ,6,1022, ","   1199.1"," ,6"
"USC00154943","1933","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       108","6","        89","6","         8","6","","","  70.6"," ,6,0319, ","   1021.9"," ,6"
"USC00154943","1934","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","        94","6","        67","6","         6","6","","","  50.8"," ,6,0930, ","    837.5"," ,6"
"USC00154943","1935","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       120","6","       101","6","        14","6","","","  48.3"," ,6,0521,+","   1395.2"," ,6"
"USC00154943","1937","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       102","6","        93","6","         5","6","","","  50.8"," ,6,0118, ","    999.8"," ,6"
"USC00154943","1938","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       108","6","        90","6","         8","6","","","  66.0"," ,6,0714, ","   1211.0"," ,6"
"USC00154943","1939","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","        98","6","        81","6","         8","6","","","  69.3"," ,6,0203, ","    996.3"," ,6"
"USC00154943","1940","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","        97","6","        74","6","         5","6","","","  55.4"," ,6,0925, ","    775.9"," ,6"
"USC00154943","1941","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       100","6","        74","6","         5","6","","","  48.0"," ,6,0719, ","    799.2"," ,6"
"USC00154943","1942","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       123","6","        90","6","        13","6","","","  95.5"," ,6,0824, ","   1342.7"," ,6"
"USC00154943","1943","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       115","6","        77","6","         6","6","","","  77.0"," ,6,0707, ","    880.4"," ,6"
"USC00154943","1944","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       120","6","        76","6","         4","6","","","  49.5"," ,6,0412, ","    864.7"," ,6"
"USC00154943","1945","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       130","6","        86","6","         9","6","","","  61.7"," ,6,0101, ","   1195.6"," ,6"
"USC00154943","1946","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       117","6","        85","6","         4","6","","","  44.5"," ,6,0602, ","    919.6"," ,6"
"USC00154943","1947","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","","","","","","","         7"," ","","","",""
"USC00154943","1949","38.11667","-82.61667","177.1","LOUISA 2 S, KY US","       109","0","        92","0","         8","0","","","  47.0"," ,0,1031, ","    991.9"," ,0"
