"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00059278","2005","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    229.2","","     229.2","0","        69","0","        54","0","         2","0","        16","0","         1","0","       148","0","         8","0","       135","0","        12","0","","","  -20.0","0,1208, ","   178"," ,0,0207,+","  62.2"," ,0,0929, ","   35.6","0,0720,+","-1.1","0,1005","-2.2","0,1031","-6.7","0,1115","-6.7","0,1115","-9.4","0,1127","-1.7","0,0603","-2.8","0,0511","-5.6","0,0330","-7.8","0,0321","-9.4","0,0316","","","","","    516.0"," ,0","     1169"," ,0","      9.71","0","     16.39","0","      3.04","0"
"USC00059278","2006","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    250.9","","     250.9","0","        75","0","        45","0","         1","0","        17","0","         0","0","       154","0","         8","0","       141","0","        14","0","","","  -16.7","0,1130, ","   178"," ,0,0308, ","  31.8"," ,0,1006, ","   35.6","0,0718, ","-0.6","0,0917","-3.3","0,0918","-4.4","0,1023","-8.3","0,1026","-13.3","0,1129","-1.1","0,0510","-2.8","0,0420","-5.6","0,0418","-8.3","0,0320","-10.6","0,0314","    3193.3","3","    3193.3","0","    400.8"," ,0","     1271"," ,0","      9.79","0","     16.89","0","      2.69","0"
"USC00059278","2007","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    318.8","","     318.8","0","        70","0","        40","0","         3","0","        13","0","         7","0","       147","0","        25","0","       140","0","        21","0","         1"," ","  -23.3","0,0115, ","   305"," ,0,0213, ","  50.8"," ,0,1201, ","   35.0","0,0703, ","-2.8","0,0930","-2.8","0,0930","-8.3","0,1022","-8.3","0,1022","-10.6","0,1122","-2.8","0,0607","-2.8","0,0607","-7.8","0,0419","-7.8","0,0419","-8.9","0,0411","    3541.6","6","    3541.6","0","    411.3"," ,0","     1014"," ,0","      9.57","0","     16.91","0","      2.24","0"
"USC00059278","2008","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    188.6","","     188.6","0","        60","0","        44","0","         1","0","        32","0","        13","0","       173","0","        34","0","       136","0","         7","0","","","  -25.0","0,0117, ","   254"," ,0,0204,+","  27.9"," ,0,0831, ","   33.9","0,0801, ","-8.3","0,1012","-8.3","0,1012","-8.3","0,1012","-8.3","0,1012","-9.4","0,1023","0.0","0,0526","-5.0","0,0503","-5.0","0,0503","-6.7","0,0502","-9.4","0,0317","    3890.0","0","    3890.0","0","    449.0"," ,0","     3158"," ,0","      7.96","0","     15.43","0","      0.49","0"
"USC00059278","2009","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    191.3","","     191.3","0","        61","0","        37","0","         1","0","        22","0","         6","0","       165","0","        22","0","       140","0","        13","0","","","  -23.3","0,1209, ","   330"," ,0,1208, ","  31.8"," ,0,1208, ","   33.9","0,0718, ","-2.8","0,0922","-2.8","0,0922","-5.6","0,1002","-6.7","0,1026","-11.1","0,1029","-1.1","0,0501","-2.8","0,0427","-6.1","0,0426","-8.9","0,0416","-8.9","0,0416","    3499.0","0","    3499.0","0","    301.4"," ,0","     1816"," ,0","      8.60","0","     16.16","0","      1.04","0"
"USC00059278","2010","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    195.8","","     195.8","0","        87","0","        55","0","         2","0","        27","0","         2","0","       162","0","        14","0","       143","0","         7","0","","","  -21.1","0,1125, ","   254"," ,0,0122, ","  30.5"," ,0,0122, ","   35.0","0,0716, ","0.0","0,1008","-7.8","0,1026","-7.8","0,1026","-7.8","0,1026","-11.1","0,1112","0.0","0,0513","-3.9","0,0512","-5.0","0,0507","-6.7","0,0430","-8.9","0,0402","    3953.0","0","    3953.0","0","    489.1"," ,0","     2390"," ,0","      8.59","0","     15.69","0","      1.48","0"
"USC00059278","2013","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    292.4","","     292.4","7","        78","7","        48","7","         4","7","","","        17","7","       173","7","        26","7","       138","7","        20","7","","","  -22.8","7,0115, ","","","  36.3"," ,7,0728, ","   36.1","7,0628,+","-1.7","7,0928","-2.8","7,1004","-4.4","7,1005","-10.6","7,1106","-10.6","7,1106","-1.1","7,0503","-3.3","7,0502","-4.4","7,0424","-8.3","7,0419","-9.4","7,0418","    3663.7","7","    3663.7","7","    523.2"," ,7","","","      8.45","7","     15.84","7","      1.05","7"
"USC00059278","2014","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    233.2","","     233.2","7","        68","7","        41","7","         3","7","        11","7","         0","7","       166","7","         8","7","       147","7","        11","7","","","  -15.0","7,1228,+","   102"," ,7,0207, ","  41.1"," ,7,0928, ","   35.0","7,0722, ","0.0","7,1003","-2.2","7,1013","-6.1","7,1105","-6.7","7,1111","-9.4","7,1116","-2.2","7,0515","-2.2","7,0515","-4.4","7,0514","-6.7","7,0429","-9.4","7,0206","    3559.3","3","    3559.3","7","    352.7"," ,7","      670"," ,7","      9.91","7","     17.27","7","      2.54","7"
"USC00059278","2015","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    208.0","","     208.0","7","        96","7","        60","7","         5","7","        25","7","         6","7","       144","7","        15","7","       143","7","        15","7","","","  -19.4","7,1217, ","   445"," ,7,0223, ","  30.7"," ,7,0905, ","   35.0","7,0701, ","-3.9","7,1028","-3.9","7,1028","-4.4","7,1107","-9.4","7,1112","-9.4","7,1112","-1.7","7,0511","-6.7","7,0418","-6.7","7,0418","-6.7","7,0418","-11.7","7,0306","    3206.5","5","    3206.5","7","    615.0"," ,7","     2591"," ,7","      9.87","7","     17.19","7","      2.55","7"
"USC00059278","2016","37.5594","-108.6636","2161.0","YELLOW JACKET 4 NE, CO US","    235.0","","     235.0","7","        75","7","        47","7","         2","7","        19","7","         6","7","       152","7","        13","7","       152","7","        17","7","","","  -22.8","7,0111, ","   229"," ,7,0108, ","  52.1"," ,7,0702, ","   35.0","7,0621,+","-3.3","7,1004","-3.3","7,1004","-10.6","7,1118","-10.6","7,1118","-10.6","7,1118","-0.6","7,0508","-3.3","7,0430","-5.0","7,0420","-7.2","7,0327","-9.4","7,0224","    3495.1","1","    3495.1","7","    460.0"," ,7","     1448"," ,7","      9.65","7","     17.23","7","      2.07","7"
