"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NZ000933090","1944","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","","","","","","","","","","","         0","G","         3","G","         0","G","        61","G","         0","G","   -1.7","G,0701, ","","","   23.8","G,0106, ","-1.7","G,0701","","","","","","","    2047.2","2","    2047.2","G","","","     12.79","G","     16.41","G","      9.17","G"
"NZ000933090","1945","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","     17.9","","      17.9","G","","","","","","","         0","G","         3","G","         0","G","        40","G","         0","G","   -1.4","G,0619, ","","","   25.6","G,0111, ","-0.9","G,0608","","","-0.1","G,0910","","","    2177.0","0","    2177.0","G","","","     12.45","G","     16.30","G","      8.60","G"
"NZ000933090","1946","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","     10.3","","      10.3","G","","","","","","","         0","G","         1","G","         0","G","        30","G","         0","G","   -0.1","G,0606, ","","","   24.2","G,0214, ","-0.1","G,0606","","","","","","","    2087.4","4","    2087.4","G","","","     12.66","G","     16.44","G","      8.88","G"
"NZ000933090","1947","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","     11.0","","      11.0","G","","","","","","","         0","G","         4","G","         0","G","        53","G","         0","G","   -1.9","G,0604, ","","","   27.3","G,0212, ","-1.9","G,0604","","","-0.4","G,0820","","","    2063.3","3","    2063.3","G","","","     12.74","G","     16.81","G","      8.66","G"
"NZ000933090","1948","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","     38.3","","      38.3","G","","","","","","","         0","G","         1","G","         0","G","        72","G","         0","G","   -0.1","G,0820, ","","","   26.3","G,0213, ","","","","","-0.1","G,0820","","","    1904.9","9","    1904.9","G","","","     13.24","G","     17.24","G","      9.24","G"
"NZ000933090","1949","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","     16.4","","      16.4","G","","","","","","","         0","G","         1","G","         0","G","        39","G","         0","G","   -2.2","G,0929, ","","","   24.8","G,0206, ","","","","","-2.2","G,0929","-2.2","G,0929","    2049.6","6","    2049.6","G","","","     12.78","G","     16.74","G","      8.83","G"
"NZ000933090","1950","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","      8.0","","       8.0","G","","","","","","","         0","G","         2","G","         0","G","        49","G","         0","G","   -1.2","G,0618, ","","","   25.3","G,0121, ","-1.2","G,0618","","","","","","","    1921.2","2","    1921.2","G","","","     13.11","G","     17.35","G","      8.87","G"
"NZ000933090","1951","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","     22.3","","      22.3","G","","","","","","","         0","G","         3","G","         0","G","        57","G","         0","G","   -1.3","G,0712, ","","","   25.2","G,0122, ","0.0","G,0622","","","-0.6","G,0801","","","    2046.1","1","    2046.1","G","","","     12.80","G","     16.90","G","      8.70","G"
"NZ000933090","1952","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","     19.1","","      19.1","G","","","","","","","         0","G","         3","G","","","","","","","   -0.4","G,0709, ","","","","","-0.4","G,0709","","","","","","","","","","","","","","","","","      8.97","G"
"NZ000933090","1953","-39.017","174.183","32.0","NEW PLYMOUTH AWS, NZ","","","","","","","","","","","         0","G","         1","G","","","","","","","    0.0","G,0626, ","","","","","0.0","G,0626","","","","","","","","","","","","","","","","","      9.31","G"
