"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010193","1952","53.75","14.067","7.0","UECKERMUENDE AUT, GM","     45.8","","      45.8","S","         0","S","       113","S","        19","S","        67","S","         1","S","  -10.0","S,1202, ","   33.9","S,0702, ","0.0","S,0916","-2.8","S,1021","-5.0","S,1126","-7.8","S,1201","-10.0","S,1202","0.0","S,0430","-5.0","S,0403","-5.0","S,0403","-7.8","S,0402","-8.9","S,0215","      7.71","S","     11.54","S","      3.89","S"
"GMM00010193","1953","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","         1","S","        98","S","","","","","","","  -21.1","S,0209, ","","","0.0","S,1012","-2.2","S,1116","-6.1","S,1125","-7.8","S,1126","","","0.0","S,0512","-2.2","S,0508","-6.1","S,0315","-7.8","S,0216","-10.0","S,0210","","","","","      5.08","S"
"GMM00010193","1954","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","","","","","        40","S","        50","S","         1","S","","","   32.2","S,0620, ","","","","","","","","","","","","","","","","","","","","","","","     11.10","S","",""
"GMM00010193","1955","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","","","","","        48","S","        67","S","         0","S","","","   28.9","S,0908,+","","","","","","","","","","","","","","","","","","","","","","","     11.11","S","",""
"GMM00010193","1957","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","","","","","        15","S","        60","S","         1","S","","","   32.2","S,0701, ","","","","","","","","","","","","","","","","","","","","","","","     12.04","S","",""
"GMM00010193","1958","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","","","","","        25","S","        68","S","         0","S","","","   30.0","S,0525, ","","","","","","","","","","","","","","","","","","","","","","","     11.64","S","",""
"GMM00010193","1959","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","","","","","        22","S","        77","S","         2","S","","","   36.1","S,0710, ","","","","","","","","","","","","","","","","","","","","","","","     12.92","S","",""
"GMM00010193","1960","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","","","","","        25","S","        61","S","         0","S","","","   30.0","S,0731, ","","","","","","","","","","","","","","","","","","","","","","","     11.67","S","",""
"GMM00010193","1962","53.75","14.067","7.0","UECKERMUENDE AUT, GM","","","","","","","","","        36","S","        38","S","         0","S","","","   28.9","S,0619,+","","","","","","","","","","","","","","","","","","","","","","","     10.68","S","",""
