"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00048697","1906","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","        88"," ","","","",""
"USC00048697","1907","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","         9"," ","","","",""
"USC00048697","1908","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","        49"," ","","","",""
"USC00048697","1909","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","         2"," ","","","",""
"USC00048697","1910","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","        10"," ","","","",""
"USC00048697","1911","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","       113"," ","","","",""
"USC00048697","1912","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","       104"," ","","","",""
"USC00048697","1913","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","       122"," ","","","",""
"USC00048697","1914","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","       113"," ","","","",""
"USC00048697","1915","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","       122"," ","","","",""
"USC00048697","1916","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","","","","","","","        71"," ","","","",""
"USC00048697","1949","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","        39","0","        22","0","         0","0","","","  24.6"," ,0,1207, ","    207.8"," ,0"
"USC00048697","1950","34.68056","-120.53639","33.5","SURF 2 ENE, CA US","        40","0","        20","0","         0","0","","","  18.3"," ,0,0324, ","    179.9"," ,0"
