"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093822","1901","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    823.2","","     823.2","X","       101","X","        46","X","         7","X","       26","","         5","X","         7","X","       119","X","        37","X","       154","X","        51","X","        16"," ","","","        32"," ","  -23.9","X,1220, ","    51"," ,X,1220,+","    71"," ,X,0202, ","  37.8"," ,X,0626, ","   41.7","X,0722, ","-5.6","X,1104","-5.6","X,1104","-5.6","X,1104","-7.8","X,1116","-8.9","X,1213","-0.6","X,0421","-4.4","X,0321","-4.4","X,0321","-12.2","X,0306","-12.2","X,0306","","","","","    648.4"," ,X","","","      326"," ,X","     11.56","X","     16.82","X","      6.31","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    530.0","","     530.0","X","       129","X","        68","X","         9","X","       34","","         6","X","         8","X","       103","X","        47","X","       157","X","        19","X","        27"," ","","","        56"," ","  -22.2","X,0127, ","   178"," ,X,0202, ","   130"," ,X,0121, ","  72.6"," ,X,0628, ","   34.4","X,0717,+","0.0","X,1123","-2.2","X,1126","-11.1","X,1207","-11.1","X,1207","-11.1","X,1207","0.0","X,0415","-3.3","X,0408","-5.6","X,0319","-10.6","X,0318","-10.6","X,0318","    3260.8","8","    3260.8","X","    933.4"," ,X","","","      468"," ,X","     11.25","X","     16.04","X","      6.46","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    543.8","","     543.8","X","       102","X","        56","X","         6","X","       35","","         7","X","         9","X","       117","X","        41","X","       157","X","        14","X","        41"," ","","","        45"," ","  -24.4","X,0217, ","   229"," ,X,0216,+","   229"," ,X,0215, ","  43.2"," ,X,0524, ","   36.1","X,0709, ","-0.6","X,1024","-3.3","X,1107","-8.3","X,1117","-8.3","X,1117","-10.6","X,1118","-1.1","X,0404","-2.8","X,0329","-8.9","X,0301","-8.9","X,0301","-8.9","X,0301","    2931.4","4","    2931.4","X","    720.6"," ,X","","","      854"," ,X","     10.99","X","     16.17","X","      5.82","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    430.8","","     430.8","X","       102","X","        59","X","         5","X","       43","","         9","X","         8","X","       124","X","        48","X","       155","X","         4","X","        28"," ","","","        42"," ","  -22.8","X,0103, ","   127"," ,X,0129,+","   109"," ,X,0125, ","  54.9"," ,X,0727, ","   32.8","X,0716, ","-1.1","X,1027","-4.4","X,1112","-4.4","X,1112","-7.8","X,1130","-12.8","X,1212","-2.2","X,0421","-2.2","X,0421","-6.1","X,0327","-6.7","X,0326","-13.3","X,0222","    3585.7","7","    3585.7","X","    778.5"," ,X","","","      595"," ,X","     10.23","X","     15.40","X","      5.06","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1905","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    600.5","","     600.5","X","       111","X","        61","X","         9","X","       50","","         7","X","        17","X","       115","X","        43","X","       169","X","        20","X","        21"," ","","","        44"," ","  -31.1","X,0213, ","   178"," ,X,0217,+","    97"," ,X,0205, ","  46.7"," ,X,0701, ","   36.1","X,0618, ","0.0","X,1012","-2.2","X,1102","-4.4","X,1114","-8.3","X,1129","-11.1","X,1130","-1.1","X,0416","-7.8","X,0311","-7.8","X,0311","-7.8","X,0311","-13.9","X,0218","    3217.2","2","    3217.2","X","    749.0"," ,X","","","      430"," ,X","     11.05","X","     16.30","X","      5.79","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1906","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    700.0","","     700.0","X","       114","X","        65","X","         8","X","       29","","         7","X","         1","X","       116","X","        35","X","       170","X","        31","X","        18"," ","","","        47"," ","  -17.8","X,0207, ","   305"," ,X,0319, ","   234"," ,X,0319, ","  48.8"," ,X,0121, ","   35.6","X,0722, ","-1.1","X,1010","-3.3","X,1031","-8.9","X,1206","-8.9","X,1206","-8.9","X,1206","-2.2","X,0401","-2.2","X,0401","-5.0","X,0325","-8.3","X,0323","-9.4","X,0321","    3083.7","7","    3083.7","X","    901.8"," ,X","","","      852"," ,X","     11.79","X","     17.02","X","      6.57","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1907","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    583.5","","     583.5","X","       126","X","        74","X","        11","X","       11","","         7","X","         1","X","       112","X","        21","X","       150","X","        24","X","         5"," ","","","        62"," ","  -17.8","X,0205, ","    76"," ,X,1223, ","   109"," ,X,1223, ","  59.2"," ,X,0728, ","   36.1","X,0705, ","-2.8","X,1028","-2.8","X,1028","-5.6","X,1111","-6.7","X,1204","","","0.0","X,0501","-2.8","X,0414","-5.0","X,0223","-11.1","X,0222","-11.1","X,0222","    3019.2","2","    3019.2","X","   1043.5"," ,X","","","      435"," ,X","     11.53","X","     16.62","X","      6.43","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1908","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    714.1","","     714.1","X","        99","X","        64","X","         6","X","       21","","         6","X","         0","X","       106","X","        22","X","       165","X","        32","X","         9"," ","","","        53"," ","  -16.7","X,0202, ","   254"," ,X,0219, ","   241"," ,X,0218, ","  36.3"," ,X,0829, ","   36.1","X,0816, ","-1.7","X,1031","-2.2","X,1104","-4.4","X,1105","-6.7","X,1113","-8.9","X,1201","0.0","X,0416","-3.3","X,0403","-5.6","X,0228","-7.8","X,0227","-9.4","X,0222","    2959.9","9","    2959.9","X","    754.4"," ,X","","","      705"," ,X","     12.31","X","     17.58","X","      7.04","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1909","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    605.3","","     605.3","X","       118","X","        73","X","        15","X","       42","","         9","X","         9","X","        97","X","        36","X","       162","X","        26","X","        16"," ","","","        52"," ","  -21.7","X,1230, ","   178"," ,X,1225, ","   132"," ,X,0215, ","  59.9"," ,X,0525, ","   35.6","X,0815,+","-1.7","X,1012","-3.3","X,1013","-6.7","X,1118","-6.7","X,1118","-15.0","X,1207","-3.9","X,0410","-3.9","X,0410","-9.4","X,0317","-9.4","X,0317","-9.4","X,0317","    2924.1","1","    2924.1","X","   1080.9"," ,X","","","      698"," ,X","     11.48","X","     16.70","X","      6.25","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1910","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","    615.4","","     615.4","X","       103","X","        58","X","         4","X","       23","","         3","X","         3","X","       120","X","        35","X","       171","X","        23","X","        24"," ","","","        55"," ","  -20.6","X,0218, ","   102"," ,X,0218,+","   109"," ,X,0216, ","  47.5"," ,X,0908, ","   35.6","X,0725,+","-1.1","X,1028","-2.2","X,1102","-5.0","X,1103","-6.7","X,1112","-11.7","X,1212","-5.6","X,0424","-5.6","X,0424","-5.6","X,0424","-11.1","X,0225","-11.1","X,0225","    3067.6","6","    3067.6","X","    699.6"," ,X","","","      296"," ,X","     11.56","X","     16.83","X","      6.30","X","","","","","","","","","","","","","","","","","","","","","",""
