"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00315965","1908","36.366667","-81.1","594.4","MOXLEY, NC US","    558.4","","     558.4","6","","","","","","","","","         0","6","        92","6","         2","6","       210","6","        31","6","","","  -17.2","6,0203, ","","","","","   36.1","6,0803, ","0.0","6,1008","-2.8","6,1101","-4.4","6,1106","-6.7","6,1116","-10.6","6,1203","-1.7","6,0404","-3.9","6,0322","-7.2","6,0321","-7.2","6,0321","-8.9","6,0221","    2233.8","8","    2233.8","6","","","","","     14.06","6","     21.13","6","      6.99","6"
"USC00315965","1909","36.366667","-81.1","594.4","MOXLEY, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1940.1","1","    1940.1","6","","","","","","","","","",""
"USC00315965","1910","36.366667","-81.1","594.4","MOXLEY, NC US","    573.4","","     573.4","6","       133","6","        79","6","        14","6","","","         0","6","       104","6","         0","6","       196","6","        33","6","","","  -12.8","6,0219, ","","","  65.5"," ,6,1007, ","   34.4","6,0727,+","-1.7","6,1029","-6.1","6,1030","-6.1","6,1030","-6.7","6,1120","-10.0","6,1203","-0.6","6,0515","-2.2","6,0318","-6.1","6,0226","-7.8","6,0220","-12.8","6,0219","","","","","   1262.2"," ,6","","","     13.69","6","     20.86","6","      6.53","6"
"USC00315965","1911","36.366667","-81.1","594.4","MOXLEY, NC US","    702.5","","     702.5","6","       123","6","        84","6","        12","6","","","         0","6","        86","6","         0","6","       185","6","        56","6","","","   -9.4","6,1229,+","","","  90.4"," ,6,1017, ","   36.7","6,0604, ","-0.6","6,1025","-7.2","6,1103","-7.2","6,1103","-7.2","6,1103","-8.9","6,1205","0.0","6,0426","-2.8","6,0410","-4.4","6,0402","-7.8","6,0317","-8.9","6,0316","    2211.1","1","    2211.1","6","   1183.1"," ,6","","","     14.56","6","     21.70","6","      7.41","6"
"USC00315965","1912","36.366667","-81.1","594.4","MOXLEY, NC US","    605.2","","     605.2","6","       132","6","        91","6","        13","6","","","         0","6","       105","6","         6","6","       205","6","        29","6","","","  -16.1","6,0114, ","","","  66.8"," ,6,0923, ","   36.7","6,0903, ","-6.7","6,1103","-6.7","6,1103","-6.7","6,1103","-6.7","6,1103","-11.1","6,1129","-1.7","6,0409","-2.8","6,0404","-5.0","6,0310","-8.9","6,0302","-8.9","6,0302","    2320.0","0","    2320.0","6","   1362.7"," ,6","","","     13.66","6","     20.81","6","      6.51","6"
"USC00315965","1913","36.366667","-81.1","594.4","MOXLEY, NC US","    593.6","","     593.6","6","       140","6","        90","6","        16","6","","","         0","6","        79","6","         0","6","       195","6","        38","6","         1"," ","  -12.2","6,0213, ","","","  89.4"," ,6,0314, ","   37.8","6,0719, ","-2.8","6,1022","-2.8","6,1022","-6.1","6,1101","-7.2","6,1102","-10.0","6,1210","-1.1","6,0422","-2.2","6,0421","-6.7","6,0307","-6.7","6,0307","-12.2","6,0213","    1927.6","6","    1927.6","6","   1438.6"," ,6","","","     14.65","6","     21.90","6","      7.42","6"
"USC00315965","1914","36.366667","-81.1","594.4","MOXLEY, NC US","    674.2","","     674.2","6","       136","6","        96","6","        17","6","","","         0","6","       104","6","         1","6","       190","6","        50","6","","","  -14.4","6,1216, ","","","  49.8"," ,6,0131, ","   37.8","6,0625,+","-5.0","6,1028","-5.0","6,1028","-5.0","6,1028","-9.4","6,1118","-9.4","6,1118","-1.7","6,0411","-2.2","6,0410","-4.4","6,0323","-7.8","6,0321","-10.0","6,0302","    2162.3","3","    2162.3","6","   1355.3"," ,6","","","     13.74","6","     20.71","6","      6.77","6"
"USC00315965","1915","36.366667","-81.1","594.4","MOXLEY, NC US","    527.2","","     527.2","6","       140","6","        85","6","        15","6","","","         0","6","       125","6","         1","6","       190","6","        26","6","","","   -9.4","6,1207,+","","","  57.2"," ,6,1229, ","   37.2","6,0801,+","-2.2","6,1010","-2.2","6,1010","-6.7","6,1116","-6.7","6,1116","-9.4","6,1207","-1.1","6,0416","-2.8","6,0405","-7.8","6,0328","-7.8","6,0328","-8.9","6,0220","    2352.0","0","    2352.0","6","   1346.2"," ,6","","","     13.41","6","     20.51","6","      6.32","6"
"USC00315965","1916","36.366667","-81.1","594.4","MOXLEY, NC US","    492.1","","     492.1","6","       141","6","        80","6","        15","6","","","         0","6","       101","6","         1","6","       201","6","        21","6","","","  -15.0","6,1220,+","",""," 169.7"," ,6,0715, ","   34.4","6,0630, ","0.0","6,1001","-8.3","6,1116","-8.3","6,1116","-8.3","6,1116","-9.4","6,1210","-0.6","6,0411","-2.8","6,0410","-4.4","6,0320","-6.7","6,0317","-9.4","6,0316","    2211.6","6","    2211.6","6","   1478.4"," ,6","","","     13.47","6","     20.74","6","      6.20","6"
"USC00315965","1917","36.366667","-81.1","594.4","MOXLEY, NC US","    444.4","","     444.4","6","       134","6","        85","6","        10","6","","","         2","6","       114","6","        13","6","       176","6","        21","6","","","  -20.0","6,1230, ","","","  45.5"," ,6,0725, ","   35.6","6,0625, ","-1.1","6,1007","-2.2","6,1013","-5.0","6,1031","-7.8","6,1125","-10.0","6,1126","-0.6","6,0415","-2.8","6,0329","-7.2","6,0319","-7.2","6,0319","-8.9","6,0306","    2334.9","9","    2334.9","6","   1057.4"," ,6","","","     12.37","6","     19.77","6","      4.98","6"
"USC00315965","1918","36.366667","-81.1","594.4","MOXLEY, NC US","    482.4","","     482.4","6","       150","6","       103","6","        14","6","         4","6","         3","6","        97","6","         6","6","       192","6","        35","6","","","  -23.3","6,0113, ","   102"," ,6,0102, "," 118.1"," ,6,1026, ","   37.8","6,0806, ","0.0","6,0922","-2.8","6,1102","-4.4","6,1202","-8.3","6,1227","","","-1.1","6,0502","-2.2","6,0414","-5.0","6,0406","-6.7","6,0311","-10.6","6,0206","    2624.3","3","    2624.3","6","   1525.0"," ,6","      216"," ,6","     13.47","6","     20.63","6","      6.31","6"
"USC00315965","1919","36.366667","-81.1","594.4","MOXLEY, NC US","    544.1","","     544.1","6","       144","6","        90","6","        13","6","","","         0","6","       106","6","         3","6","       198","6","        28","6","","","  -16.1","6,0107,+","","","  93.5"," ,6,0719, ","   36.1","6,0714, ","-2.2","6,1106","-2.2","6,1106","-7.2","6,1114","-7.2","6,1114","-9.4","6,1211","-1.7","6,0427","-3.3","6,0426","-5.0","6,0402","-6.7","6,0227","-11.1","6,0211","    2121.4","4","    2121.4","6","   1496.6"," ,6","","","     13.87","6","     21.21","6","      6.54","6"
"USC00315965","1920","36.366667","-81.1","594.4","MOXLEY, NC US","    452.0","","     452.0","6","       150","6","        92","6","        18","6","","","         0","6","       109","6","         4","6","       186","6","        13","6","","","  -14.4","6,0106, ","",""," 112.5"," ,6,0826, ","   34.4","6,0613,+","-0.6","6,1002","-2.2","6,1030","-5.0","6,1113","-8.9","6,1114","-8.9","6,1114","-0.6","6,0516","-2.8","6,0415","-8.3","6,0411","-8.3","6,0411","-11.1","6,0308","    2394.7","7","    2394.7","6","   1661.9"," ,6","","","     12.99","6","     19.65","6","      6.33","6"
"USC00315965","1921","36.366667","-81.1","594.4","MOXLEY, NC US","    656.6","","     656.6","6","       127","6","        81","6","        17","6","","","         0","6","        89","6","         0","6","       207","6","        50","6","","","  -11.1","6,0119, ","",""," 101.9"," ,6,1031, ","   36.1","6,0929, ","-3.3","6,1009","-3.3","6,1009","-5.6","6,1113","-6.7","6,1228","","","0.0","6,0420","-3.3","6,0412","-5.0","6,0330","-7.2","6,0128","-9.4","6,0120","    2047.1","1","    2047.1","6","   1279.4"," ,6","","","     14.59","6","     21.82","6","      7.36","6"
"USC00315965","1922","36.366667","-81.1","594.4","MOXLEY, NC US","    508.4","","     508.4","6","       146","6","        93","6","        18","6","","","         0","6","        84","6","         3","6","       207","6","        20","6","","","  -12.8","6,0126, ","","","  74.9"," ,6,0715, ","   34.4","6,0702, ","-2.2","6,1019","-2.2","6,1019","-4.4","6,1109","-9.4","6,1126","-9.4","6,1126","-0.6","6,0430","-3.9","6,0323","-11.1","6,0217","-11.1","6,0217","-11.1","6,0217","    2006.3","3","    2006.3","6","   1450.7"," ,6","","","     14.21","6","     21.23","6","      7.19","6"
"USC00315965","1923","36.366667","-81.1","594.4","MOXLEY, NC US","    518.1","","     518.1","6","       135","6","        81","6","         9","6","","","         0","6","        96","6","         1","6","       185","6","        24","6","","","  -12.2","6,0224, ","","","  67.1"," ,6,0316, ","   34.4","6,0808,+","0.0","6,1010","-3.9","6,1101","-6.7","6,1110","-6.7","6,1110","-9.4","6,1215","-0.6","6,0511","-3.3","6,0410","-8.9","6,0402","-8.9","6,0402","-8.9","6,0402","    2160.0","0","    2160.0","6","   1049.6"," ,6","","","     13.62","6","     20.71","6","      6.53","6"
"USC00315965","1924","36.366667","-81.1","594.4","MOXLEY, NC US","","","","","       115","6","        86","6","        12","6","","","","","","","         5","6","       191","6","        21","6","","","","","","","  91.4"," ,6,0825, ","   36.1","6,0620, ","","","","","","","","","","","","","","","","","","","","","    2406.5","5","    2406.5","6","   1380.4"," ,6","","","","","     19.70","6","",""
"USC00315965","1925","36.366667","-81.1","594.4","MOXLEY, NC US","    651.9","","     651.9","6","       106","6","        65","6","         3","6","         3","6","         0","6","       103","6","         2","6","       180","6","        67","6","","","  -16.7","6,1229, ","    25"," ,6,1030,+","  62.5"," ,6,0913, ","   38.9","6,0820, ","-4.4","6,1011","-4.4","6,1011","-4.4","6,1011","-10.6","6,1124","-10.6","6,1124","0.0","6,0527","-4.4","6,0407","-4.4","6,0407","-8.9","6,0304","-8.9","6,0304","","","","","    753.7"," ,6","       98"," ,6","     13.94","6","     21.49","6","      6.38","6"
"USC00315965","1926","36.366667","-81.1","594.4","MOXLEY, NC US","    560.5","","     560.5","6","       124","6","        85","6","        12","6","","","         0","6","       115","6","         1","6","       188","6","        31","6","        17"," ","  -11.1","6,1219,+","","","  49.3"," ,6,1116,+","   40.0","6,0722,+","-1.1","6,1022","-2.8","6,1028","-4.4","6,1106","-8.9","6,1112","-8.9","6,1112","-0.6","6,0505","-3.3","6,0427","-5.6","6,0329","-10.0","6,0328","-10.0","6,0328","    2486.3","3","    2486.3","6","   1148.2"," ,6","","","     13.07","6","     20.16","6","      5.98","6"
"USC00315965","1927","36.366667","-81.1","594.4","MOXLEY, NC US","    475.6","","     475.6","6","","","","","","","         1","6","         0","6","        81","6","         2","6","       203","6","        19","6","","","  -16.1","6,0116, ","   178"," ,6,0302, ","","","   35.0","6,0703,+","-0.6","6,1014","-6.7","6,1107","-6.7","6,1107","-6.7","6,1107","-11.7","6,1209","-1.1","6,0425","-2.2","6,0424","-7.8","6,0305","-7.8","6,0305","-10.0","6,0128","    2216.1","1","    2216.1","6","","","      178"," ,6","     13.91","6","     20.91","6","      6.90","6"
