"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA006110854","1985","45.0333","-79.3","267.0","BRACEBRIDGE ONT HYDRO, ON CA","","","","","     4622"," ,C"
"CA006110854","1986","45.0333","-79.3","267.0","BRACEBRIDGE ONT HYDRO, ON CA","        25","C","   136"," ,C,1207, ","     2500"," ,C"
