"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00013738","1939","39.0","-79.11667","307.8","PETERSBURG, WV US","","","","","","","","","","","","","","","","","","","","","","","","","        24"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013738","1940","39.0","-79.11667","307.8","PETERSBURG, WV US","    444.7","","     444.7","0","        96","0","        71","0","         6","0","","","","","         5","0","       141","0","        18","0","       173","0","        33","0","         4"," ","","","  -21.7","0,0127,+","","","","","  56.4"," ,0,0608, ","   36.7","0,0731,+","0.0","0,0926","-3.9","0,1021","-7.8","0,1109","-7.8","0,1109","-9.4","0,1203","-0.6","0,0512","-2.2","0,0416","-6.1","0,0413","-11.1","0,0326","-11.1","0,0326","    3171.3","3","    3171.3","0","    851.6"," ,0","","","     11.19","0","     18.38","0","      3.99","0"
"USW00013738","1941","39.0","-79.11667","307.8","PETERSBURG, WV US","    571.2","","     571.2","0","        83","0","        46","0","         5","0","","","","","         0","0","       136","0","         9","0","       193","0","        50","0","","","","","  -15.6","0,0318, ","","","","","  50.8"," ,0,0812, ","   37.8","0,0809,+","0.0","0,1012","-2.8","0,1029","-6.7","0,1111","-6.7","0,1111","-12.2","0,1125","-1.7","0,0513","-2.2","0,0412","-6.7","0,0331","-6.7","0,0331","-15.6","0,0318","    2849.2","2","    2849.2","0","    579.5"," ,0","","","     12.34","0","     20.13","0","      4.55","0"
"USW00013738","1942","39.0","-79.11667","307.8","PETERSBURG, WV US","    622.1","","     622.1","0","       112","0","        76","0","         8","0","","","","","         2","0","       110","0","        13","0","       182","0","        19","0","        51"," ","         2"," ","  -25.6","0,1221, ","","","","","  80.0"," ,0,1015, ","   36.7","0,0718, ","-2.8","0,0929","-2.8","0,0929","-6.1","0,1028","-8.9","0,1115","-8.9","0,1115","-2.2","0,0414","-2.2","0,0414","-4.4","0,0313","-9.4","0,0302","-9.4","0,0302","    2525.7","7","    2525.7","0","    865.8"," ,0","","","     12.44","0","     18.78","0","      6.09","0"
"USW00013738","1943","39.0","-79.11667","307.8","PETERSBURG, WV US","","","","","        93","0","        52","0","         4","0","","","","","","","","","        14","0","       186","0","        56","0","         6"," ","         4"," ","","","","","","","  51.3"," ,0,0711, ","   36.1","0,0812,+","","","","","","","","","","","","","","","","","","","","","","","","","    623.8"," ,0","","","","","     19.70","0","",""
"USW00013738","1944","39.0","-79.11667","307.8","PETERSBURG, WV US","    594.6","","     594.6","0","       101","0","        76","0","         5","0","","","","","         1","0","       121","0","        13","0","       177","0","        44","0","","","","","  -20.0","0,1214, ","","","","","  47.2"," ,0,0506, ","   37.8","0,0811, ","-3.3","0,1016","-3.3","0,1016","-6.1","0,1107","-8.9","0,1126","-8.9","0,1126","-1.1","0,0429","-3.9","0,0406","-4.4","0,0401","-7.2","0,0320","-10.0","0,0311","    2723.0","0","    2723.0","0","    814.2"," ,0","","","     12.17","0","     19.16","0","      5.18","0"
"USW00013738","1945","39.0","-79.11667","307.8","PETERSBURG, WV US","    496.0","","     496.0","0","       136","0","        78","0","         4","0","","","         9","0","         0","0","       117","0","        14","0","       187","0","        33","0","       142"," ","        31"," ","  -15.0","0,1224, ","","","   150"," ,0,0217, ","  65.8"," ,0,0917, ","   37.8","0,0630, ","-1.1","0,1004","-5.0","0,1104","-5.0","0,1104","-6.7","0,1105","-12.2","0,1212","0.0","0,0606","-3.3","0,0502","-4.4","0,0313","-11.7","0,0220","-11.7","0,0220","    2766.3","3","    2766.3","0","    851.3"," ,0","      520"," ,0","     12.15","0","     19.10","0","      5.20","0"
"USW00013738","1946","39.0","-79.11667","307.8","PETERSBURG, WV US","    344.5","","     344.5","0","       116","0","        65","0","         2","0","","","","","         2","0","       107","0","        11","0","       191","0","        20","0","       113"," ","        19"," ","  -21.7","0,0123, ","","","","","  38.4"," ,0,1025, ","   36.1","0,0909, ","-0.6","0,1003","-2.2","0,1014","-6.1","0,1116","-8.9","0,1119","-8.9","0,1119","0.0","0,0422","-2.2","0,0418","-4.4","0,0411","-7.2","0,0312","-11.1","0,0215","    2707.1","1","    2707.1","0","    626.9"," ,0","","","     12.46","0","     19.91","0","      5.02","0"
"USW00013738","1947","39.0","-79.11667","307.8","PETERSBURG, WV US","    563.0","","     563.0","0","       109","0","        55","0","         1","0","       17","","         4","0","         0","0","       134","0","        15","0","       175","0","        37","0","       102"," ","        26"," ","  -16.1","0,0205, ","   279"," ,0,0220, ","   274"," ,0,0220, ","  43.2"," ,0,1103, ","   37.2","0,0814, ","-0.6","0,0923","-2.8","0,0927","-5.0","0,1001","-9.4","0,1130","-9.4","0,1130","-0.6","0,0512","-2.8","0,0511","-5.6","0,0510","-7.8","0,0331","-8.9","0,0311","    2747.9","9","    2747.9","0","    546.3"," ,0","      540"," ,0","     11.85","0","     18.77","0","      4.93","0"
"USW00013738","1948","39.0","-79.11667","307.8","PETERSBURG, WV US","    462.6","","     462.6","0","       143","0","        90","0","         7","0","       28","","        11","0","        11","0","       117","0","        20","0","       169","0","        26","0","       197"," ","        52"," ","  -23.9","0,0125, ","   381"," ,0,0205, ","   185"," ,0,0124, ","  53.6"," ,0,0714, ","   37.2","0,0828,+","0.0","0,1015","-2.2","0,1018","-5.0","0,1019","-6.7","0,1202","-8.9","0,1211","0.0","X,0423","-2.2","X,0418","-6.1","X,0329","-7.2","X,0314","-13.3","X,0224","    2815.1","1","    2815.1","0","   1056.1"," ,0","      964"," ,0","     11.94","0","     18.55","0","      5.33","0"
"USW00013738","1949","39.0","-79.11667","307.8","PETERSBURG, WV US","    534.1","","     534.1","0","       143","0","        76","0","         6","0","        6","","         4","0","         0","0","        94","0","         1","0","       175","0","        29","0","        35"," ","","","  -15.0","0,0203, ","   127"," ,0,0131, ","   127"," ,0,0131, "," 165.1"," ,0,0617, ","   35.6","0,0811, ","0.0","0,0925","-3.3","0,1106","-5.0","0,1126","-6.7","0,1203","-12.2","0,1216","-1.1","0,0429","-2.2","0,0417","-8.9","0,0320","-8.9","0,0320","-8.9","0,0320","    2523.3","3","    2523.3","0","   1261.8"," ,0","      338"," ,0","     13.00","0","     19.59","0","      6.40","0"
"USW00013738","1950","39.0","-79.11667","307.8","PETERSBURG, WV US","    374.1","","     374.1","0","       142","0","        74","0","         7","0","       15","","         5","0","         0","0","       124","0","        14","0","       172","0","        10","0","","","","","  -15.6","0,1228, ","   178"," ,0,1126,+","   180"," ,0,1125, ","  49.3"," ,0,0823, ","   34.4","0,0731, ","0.0","0,1026","-5.6","0,1111","-5.6","0,1111","-7.2","0,1112","-11.7","0,1125","-1.7","0,0422","-3.3","0,0417","-6.1","0,0416","-6.7","0,0415","-11.1","0,0304","    2560.0","0","    2560.0","0","    899.0"," ,0","      487"," ,0","     11.67","0","     18.16","0","      5.18","0"
"USW00013738","1951","39.0","-79.11667","307.8","PETERSBURG, WV US","    509.2","","     509.2","0","       107","0","        72","0","         6","0","       17","","         7","0","         1","0","       117","0","        15","0","       173","0","        41","0","","","","","  -21.7","0,1217, ","   127"," ,0,1220, ","   127"," ,0,1218, ","  39.4"," ,0,1101, ","   37.2","0,0815, ","-2.2","0,0929","-2.2","0,0929","-4.4","0,1103","-6.7","0,1106","-9.4","0,1120","-1.1","0,0424","-3.9","0,0418","-7.8","0,0327","-7.8","0,0327","-9.4","0,0211","    2847.6","6","    2847.6","0","    790.4"," ,0","      426"," ,0","     12.13","0","     19.18","0","      5.09","0"
"USW00013738","1952","39.0","-79.11667","307.8","PETERSBURG, WV US","    563.8","","     563.8","0","       115","0","        76","0","         6","0","        4","","         4","0","         0","0","       112","0","         5","0","       173","0","        48","0","","","","","  -12.2","0,0131,+","    51"," ,0,0104, ","    94"," ,0,0301, ","  47.5"," ,0,1121, ","   38.9","0,0728, ","-2.8","0,1004","-2.8","0,1004","-9.4","0,1021","-9.4","0,1021","-9.4","0,1021","-0.6","0,0410","-3.3","0,0409","-4.4","0,0330","-6.7","0,0302","-8.9","0,0227","    2701.7","7","    2701.7","0","    952.4"," ,0","      301"," ,0","     12.57","0","     19.28","0","      5.85","0"
