"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00425958","1949","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","","","","","","","","","","","         1"," ","","","","","","","",""
"USC00425958","1950","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","        89","0","        54","0","         2","0","        32","0","         1"," ","         7"," ","   483"," ,0,0109, ","  26.4"," ,0,0109, ","    443.0"," ,0","     2731"," ,0"
"USC00425958","1951","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","       103","0","        65","0","         1","0","        36","0","","","        16"," ","   330"," ,0,0119, ","  27.4"," ,0,0119, ","    536.0"," ,0","     3336"," ,0"
"USC00425958","1952","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","        79","0","        54","0","         0","0","        39","0","","","        12"," ","   279"," ,0,0301, ","  20.8"," ,0,0810, ","    412.0"," ,0","     3657"," ,0"
"USC00425958","1953","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","        77","0","        42","0","         0","0","        30","0","","","         4"," ","   152"," ,0,0107, ","  18.3"," ,0,0114, ","    362.1"," ,0","     1638"," ,0"
"USC00425958","1954","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","        60","0","        39","0","         1","0","        18","0","","","         4"," ","   178"," ,0,1230,+","  36.3"," ,0,0125, ","    397.7"," ,0","     1220"," ,0"
"USC00425958","1955","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","        80","0","        53","0","         4","0","        35","0","","","         3"," ","   356"," ,0,0102, ","  44.5"," ,0,1114, ","    523.6"," ,0","     3238"," ,0"
"USC00425958","1956","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","        59","0","        38","0","         1","0","        18","0","","","         5"," ","   356"," ,0,1206, ","  26.9"," ,0,1206, ","    311.5"," ,0","     1727"," ,0"
"USC00425958","1957","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","        79","0","        53","0","         1","0","        16","0","","","         9"," ","   127"," ,0,0121,+","  28.4"," ,0,0519, ","    437.5"," ,0","     1603"," ,0"
"USC00425958","1958","40.6","-111.4","1820.9","MURDOCK POWERHOUSE, UT US","","","","","","","","","","","         9"," ","","","","","","","",""
