"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00133075","1970","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      152","","   840"," ,E,0310, "
"NOE00133075","1971","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       82","","   280"," ,E,1108, "
"NOE00133075","1972","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      103","","   760"," ,E,0308, "
"NOE00133075","1973","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       98","","   430"," ,E,1224, "
"NOE00133075","1974","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      103","","   530"," ,E,0112, "
"NOE00133075","1975","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       66","","   250"," ,E,0218, "
"NOE00133075","1976","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      102","","   500"," ,E,0105, "
"NOE00133075","1977","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      153","","   990"," ,E,0220, "
"NOE00133075","1978","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      144","","   840"," ,E,0324, "
"NOE00133075","1979","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      139","","   640"," ,E,0203, "
"NOE00133075","1980","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      134","","   870"," ,E,0214, "
"NOE00133075","1981","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      110","","   320"," ,E,1231,+"
"NOE00133075","1982","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      117","","   520"," ,E,0210,+"
"NOE00133075","1983","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       76","","   420"," ,E,0206, "
"NOE00133075","1984","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      113","","   680"," ,E,0312, "
"NOE00133075","1985","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      138","","   670"," ,E,0305, "
"NOE00133075","1986","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      126","","   470"," ,E,0119,+"
"NOE00133075","1987","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      110","","   880"," ,E,0326, "
"NOE00133075","1988","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      106","","   450"," ,E,0316, "
"NOE00133075","1989","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       29","","   310"," ,E,1218,+"
"NOE00133075","1990","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       36","","   260"," ,E,0127, "
"NOE00133075","1991","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       91","","   660"," ,E,0112, "
"NOE00133075","1992","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       31","","   270"," ,E,1029, "
"NOE00133075","1993","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       73","","   540"," ,E,1230, "
"NOE00133075","1994","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      106","","  1090"," ,E,0304, "
"NOE00133075","1995","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       87","","   340"," ,E,0201, "
"NOE00133075","1996","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      125","","   380"," ,E,0212, "
"NOE00133075","1997","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       73","","   360"," ,E,0218, "
"NOE00133075","1998","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       69","","   210"," ,E,0205, "
"NOE00133075","1999","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       78","","   540"," ,E,0317, "
"NOE00133075","2000","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       49","","   250"," ,E,0202, "
"NOE00133075","2001","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      105","","   510"," ,E,0208, "
"NOE00133075","2002","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       77","","   360"," ,E,1229, "
"NOE00133075","2004","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       91","","   490"," ,E,0131, "
"NOE00133075","2005","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       40","","   230"," ,E,0316, "
"NOE00133075","2006","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       97","","   710"," ,E,0306,+"
"NOE00133075","2007","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       48","","   320"," ,E,0301, "
"NOE00133075","2008","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       66","","   640"," ,E,0106, "
"NOE00133075","2009","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       92","","   550"," ,E,0219,+"
"NOE00133075","2010","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","      105","","   620"," ,E,0307,+"
"NOE00133075","2011","58.6669","7.8008","212.0","BYGLANDSFJORD SOLBAKKEN, NO","       96","","   880"," ,E,0318,+"
