"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000TMAT","2004","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2054.0","","    2054.0","U","         0","U","         3","U","         0","U","       299","U","       105","U","   -1.1","U,1225,+","   35.0","U,0917,+","-1.1","U,1224","","","","","","","","","","","","","     22.82","U","     27.00","U","     18.64","U"
"USR0000TMAT","2005","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2093.3","","    2093.3","U","         0","U","         1","U","         0","U","       307","U","       112","U","    0.0","U,1208, ","   38.3","U,0829, ","0.0","U,1208","","","","","","","","","     371.4","4","     371.4","U","     22.94","U","     27.14","U","     18.74","U"
"USR0000TMAT","2006","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     371.0","0","     371.0","U","","","","","",""
"USR0000TMAT","2008","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2052.8","","    2052.8","U","         0","U","         0","U","         0","U","       316","U","       115","U","    1.7","U,1216, ","   37.2","U,0901, ","","","","","","","","","","","     378.6","6","     378.6","U","     22.90","U","     27.35","U","     18.46","U"
"USR0000TMAT","2009","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   1865.2","","    1865.2","U","         0","U","         2","U","         0","U","       292","U","        73","U","   -1.1","U,1205, ","   35.6","U,0830,+","0.0","U,1204","","","","","","","","","     364.9","9","     364.9","U","     22.10","U","     26.19","U","     18.01","U"
"USR0000TMAT","2011","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2166.3","","    2166.3","U","         0","U","        10","U","         0","U","       296","U","       111","U","   -3.9","U,0202, ","   39.4","U,0903, ","0.0","U,1207","-1.1","U,0211","-3.3","U,0210","","","","","     497.2","2","     497.2","U","     22.76","U","     26.81","U","     18.71","U"
"USR0000TMAT","2012","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2218.7","","    2218.7","U","         0","U","         0","U","         0","U","       320","U","       101","U","    1.1","U,1226,+","   38.3","U,0829,+","","","","","","","","","","","     364.6","6","     364.6","U","     23.62","U","     27.75","U","     19.48","U"
"USR0000TMAT","2013","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   1912.2","","    1912.2","U","         0","U","         0","U","         0","U","       299","U","       101","U","    2.2","U,1206,+","   35.6","U,0702, ","","","","","","","","","","","     363.7","7","     363.7","U","     22.14","U","     26.11","U","     18.16","U"
"USR0000TMAT","2014","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   1889.4","","    1889.4","U","         0","U","         4","U","         0","U","       287","U","        88","U","    0.0","U,0303,+","   35.6","U,0813,+","","","0.0","U,0303","","","","","","","     706.2","2","     706.2","U","     21.73","U","     25.81","U","     17.66","U"
"USR0000TMAT","2015","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2008.5","","    2008.5","U","         0","U","         0","U","         0","U","       303","U","        77","U","    0.6","U,0108, ","   36.1","U,0731, ","","","","","","","","","","","     607.3","3","     607.3","U","     22.29","U","     26.06","U","     18.51","U"
"USR0000TMAT","2016","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2302.6","","    2302.6","U","         0","U","         1","U","         0","U","       312","U","       106","U","    0.0","U,1219, ","   36.1","U,0628, ","0.0","U,1219","","","","","","","","","     328.8","8","     328.8","U","     23.85","U","     27.31","U","     20.38","U"
"USR0000TMAT","2017","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     209.3","3","     209.3","U","","","","","",""
"USR0000TMAT","2021","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2030.5","","    2030.5","U","         0","U","         5","U","         1","U","       308","U","        65","U","   -8.3","U,0215, ","   34.4","U,0830, ","","","-2.2","U,0219","-2.2","U,0219","-6.7","U,0216","-6.7","U,0216","","","","","     22.73","U","     26.28","U","     19.18","U"
"USR0000TMAT","2023","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2155.4","","    2155.4","U","         0","U","         0","U","         0","U","       308","U","       112","U","    2.2","U,0201, ","   37.2","U,0827, ","","","","","","","","","","","     411.9","9","     411.9","U","     23.33","U","     27.09","U","     19.57","U"
"USR0000TMAT","2024","28.1228","-96.8022","11.0","MATAGORDA ISLAND TEXAS, TX US","   2233.3","","    2233.3","U","         0","U","         3","U","         0","U","       312","U","        93","U","   -5.0","U,0116, ","   36.1","U,0820,+","","","-3.3","U,0117","-3.3","U,0117","-5.0","U,0116","","","     343.5","5","     343.5","U","     23.62","U","     27.25","U","     19.99","U"
