"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047108","1976","37.567","126.967","87.0","SEOUL CITY, KS","        21","S","       144","S","         2","S","   35.0","S,0628, ","     16.47","S"
"KSM00047108","1977","37.567","126.967","87.0","SEOUL CITY, KS","        39","S","       165","S","        14","S","   35.0","S,0729,+","     17.38","S"
"KSM00047108","1978","37.567","126.967","87.0","SEOUL CITY, KS","        26","S","       156","S","        15","S","   36.0","S,0729,+","     17.30","S"
"KSM00047108","1979","37.567","126.967","87.0","SEOUL CITY, KS","        13","S","       157","S","         1","S","   33.0","S,0813, ","     17.22","S"
"KSM00047108","1980","37.567","126.967","87.0","SEOUL CITY, KS","        46","S","       140","S","         0","S","   32.0","S,0614,+","     15.69","S"
"KSM00047108","1981","37.567","126.967","87.0","SEOUL CITY, KS","        40","S","       143","S","         6","S","   35.0","S,0731, ","     15.85","S"
"KSM00047108","1982","37.567","126.967","87.0","SEOUL CITY, KS","        19","S","       162","S","        12","S","   35.5","S,0811, ","     17.48","S"
"KSM00047108","1983","37.567","126.967","87.0","SEOUL CITY, KS","        24","S","       163","S","        13","S","   34.4","S,0728, ","     16.99","S"
"KSM00047108","1986","37.567","126.967","87.0","SEOUL CITY, KS","        30","S","       149","S","         2","S","   32.8","S,0801, ","     15.70","S"
"KSM00047108","1987","37.567","126.967","87.0","SEOUL CITY, KS","        25","S","       153","S","         0","S","   31.6","S,0814,+","     16.43","S"
"KSM00047108","1988","37.567","126.967","87.0","SEOUL CITY, KS","        23","S","       161","S","        17","S","   36.6","S,0810, ","     16.85","S"
"KSM00047108","1989","37.567","126.967","87.0","SEOUL CITY, KS","         5","S","       151","S","         5","S","   35.3","S,0805, ","     17.54","S"
"KSM00047108","1990","37.567","126.967","87.0","SEOUL CITY, KS","        18","S","       156","S","        14","S","   35.5","S,0807, ","     17.11","S"
"KSM00047108","1991","37.567","126.967","87.0","SEOUL CITY, KS","        19","S","       157","S","         4","S","   34.7","S,0820, ","     16.98","S"
"KSM00047108","1992","37.567","126.967","87.0","SEOUL CITY, KS","         7","S","       144","S","         4","S","   32.8","S,0829, ","     16.95","S"
"KSM00047108","1993","37.567","126.967","87.0","SEOUL CITY, KS","        18","S","       156","S","         0","S","   31.9","S,0529, ","     16.70","S"
"KSM00047108","1994","37.567","126.967","87.0","SEOUL CITY, KS","        15","S","       176","S","        39","S","   38.4","S,0724, ","     18.34","S"
"KSM00047108","1995","37.567","126.967","87.0","SEOUL CITY, KS","        12","S","       157","S","         5","S","   33.7","S,0815, ","     16.67","S"
"KSM00047108","1997","37.567","126.967","87.0","SEOUL CITY, KS","        16","S","       153","S","        25","S","   36.1","S,0726, ","     17.70","S"
"KSM00047108","1998","37.567","126.967","87.0","SEOUL CITY, KS","         9","S","       171","S","         3","S","   32.8","S,0912, ","     18.38","S"
"KSM00047108","1999","37.567","126.967","87.0","SEOUL CITY, KS","        19","S","       158","S","        17","S","   35.4","S,0817, ","     17.88","S"
"KSM00047108","2000","37.567","126.967","87.0","SEOUL CITY, KS","        17","S","       145","S","        26","S","   35.1","S,0802, ","     17.17","S"
"KSM00047108","2001","37.567","126.967","87.0","SEOUL CITY, KS","        22","S","       165","S","        12","S","   38.1","S,0806, ","     17.42","S"
"KSM00047108","2008","37.567","126.967","87.0","SEOUL CITY, KS","        18","S","       166","S","         9","S","   35.4","S,0808, ","     17.36","S"
"KSM00047108","2009","37.567","126.967","87.0","SEOUL CITY, KS","        25","S","       173","S","         7","S","   34.4","S,0816, ","     17.19","S"
"KSM00047108","2010","37.567","126.967","87.0","SEOUL CITY, KS","        34","S","       147","S","         9","S","   33.8","S,0805, ","     16.30","S"
"KSM00047108","2011","37.567","126.967","87.0","SEOUL CITY, KS","        39","S","       153","S","        11","S","   34.1","S,0805,+","     16.43","S"
"KSM00047108","2012","37.567","126.967","87.0","SEOUL CITY, KS","        38","S","       172","S","        22","S","   36.7","S,0805, ","     16.76","S"
"KSM00047108","2013","37.567","126.967","87.0","SEOUL CITY, KS","        26","S","       158","S","        12","S","   33.9","S,0821, ","     16.92","S"
"KSM00047108","2014","37.567","126.967","87.0","SEOUL CITY, KS","        14","S","       175","S","        14","S","   35.8","S,0802, ","     18.27","S"
"KSM00047108","2015","37.567","126.967","87.0","SEOUL CITY, KS","        11","S","       173","S","        16","S","   36.0","S,0711, ","     18.68","S"
