"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00124497","2009","41.4499","-85.2272","301.8","KENDALLVILLE, IN US","        25"," ","         2"," ","",""
"USC00124497","2010","41.4499","-85.2272","301.8","KENDALLVILLE, IN US","        26"," ","         5"," ","",""
"USC00124497","2015","41.4499","-85.2272","301.8","KENDALLVILLE, IN US","","","","","    946.5"," ,7"
