"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00026536","1949","36.11667","-114.0","417.9","PIERCE FERRY, AZ US","","","","","        35","0","        21","0","         1","0","        0","","         0","0","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.2"," ,0,0401, ","","","","","","","","","","","","","","","","","","","    189.7"," ,0","        0"," ,0","","","","","",""
"USC00026536","1950","36.11667","-114.0","417.9","PIERCE FERRY, AZ US","   2141.6","","    2141.6","0","        18","0","        10","0","         0","0","        0","","         0","0","         0","0","        17","0","         0","0","       280","0","       170","0","","","   -6.7","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  11.2"," ,0,0727, ","   47.8","0,0703,+","0.0","0,1112","","","-0.6","0,0204","-2.8","0,0201","-5.0","0,0107","-6.7","0,0105","     995.2","2","     995.2","0","     69.2"," ,0","        0"," ,0","     21.70","0","     29.73","0","     13.68","0"
"USC00026536","1951","36.11667","-114.0","417.9","PIERCE FERRY, AZ US","   2032.8","","    2032.8","0","        30","0","        26","0","         2","0","        0","","         0","0","         0","0","        26","0","         0","0","       256","0","       147","0","","","   -2.8","0,1221,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.2"," ,0,0929, ","   46.1","0,0711,+","-0.6","0,1207","-2.2","0,1209","0.0","0,0203","-2.2","0,0202","","","","","     951.6","6","     951.6","0","    250.6"," ,0","        0"," ,0","     20.64","0","     28.34","0","     12.93","0"
"USC00026536","1952","36.11667","-114.0","417.9","PIERCE FERRY, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1328.8","8","    1328.8"," ","","","","","","","","","",""
