"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00085345","2002","24.725","-81.05194","2.1","MARATHON FIRE RESCUE, FL US","         6"," "
"USC00085345","2003","24.725","-81.05194","2.1","MARATHON FIRE RESCUE, FL US","        15"," "
