"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00084802","1996","27.99437","-82.01378","42.4","LAKELAND 2, FL US","   1889.4","","    1889.4","0","       116","0","        71","0","        21","0","        0","","         0","0","         0","0","         5","0","         0","0","       325","0","       121","0","","","","","   -4.4","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.4"," ,0,0102, ","   36.7","0,0724, ","","","","","0.0","0,0309","-4.4","0,0205","-4.4","0,0205","","","","","   1343.1"," ,0","        0"," ,0","     22.64","0","     28.53","0","     16.75","0"
"USC00084802","1997","27.99437","-82.01378","42.4","LAKELAND 2, FL US","   1753.1","","    1753.1","0","       124","0","        83","0","        18","0","        0","","         0","0","         0","0","         2","0","         0","0","       316","0","       103","0","","","","","   -3.3","0,0119, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.7"," ,0,1227, ","   36.7","0,0822, ","","","","","-3.3","0,0119","-3.3","0,0119","","","     168.3","3","     168.3","0","   1477.4"," ,0","        0"," ,0","     22.98","0","     28.84","0","     17.12","0"
"USC00084802","1998","27.99437","-82.01378","42.4","LAKELAND 2, FL US","","","","","       116","0","        68","0","        19","0","","","         0","0","         0","0","         0","0","","","","","","","","","","","    2.2","0,0101, ","","","     0"," ,0,1231,+"," 149.1"," ,0,0919, ","","","","","","","","","","","","","","","","","   1382.5"," ,0","        0"," ,0","","","","","     17.81","0"
"USC00084802","1999","27.99437","-82.01378","42.4","LAKELAND 2, FL US","","","","","       119","0","        64","0","        23","0","        0","","         0","0","         0","0","         1","0","","","","","","","","","","","   -3.3","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.6"," ,0,0612, ","","","","","","","-3.3","0,0106","-3.3","0,0106","","","","","","","   1236.5"," ,0","        0"," ,0","","","","","     16.64","0"
"USC00084802","2000","27.99437","-82.01378","42.4","LAKELAND 2, FL US","   1758.7","","    1758.7","0","       109","0","        64","0","        10","0","        0","","         0","0","         0","0","         5","0","         0","0","       329","0","       116","0","","","","","   -3.3","0,1231, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 114.3"," ,0,0917, ","   36.7","0,0604, ","-2.2","0,1220","-2.2","0,1220","0.0","0,0206","","","","","     232.3","3","     232.3","0","    972.3"," ,0","        0"," ,0","     22.42","0","     28.83","0","     16.02","0"
"USC00084802","2001","27.99437","-82.01378","42.4","LAKELAND 2, FL US","   1851.5","","    1851.5","0","       119","0","        82","0","        18","0","        0","","         0","0","         0","0","         5","0","         0","0","       329","0","       103","0","","","","","   -4.4","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 132.3"," ,0,0914, ","   36.1","0,0604, ","","","","","-0.6","0,0121","-4.4","0,0105","-4.4","0,0105","     371.5","5","     371.5","0","   1465.6"," ,0","        0"," ,0","     22.78","0","     28.63","0","     16.92","0"
"USC00084802","2002","27.99437","-82.01378","42.4","LAKELAND 2, FL US","   1878.3","","    1878.3","0","       128","0","        91","0","        26","0","        0","","         0","0","         0","0","         3","0","         0","0","       311","0","       106","0","","","","","   -2.2","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 126.5"," ,0,1213, ","   35.6","0,0717,+","","","","","0.0","0,0228","-2.2","0,0109","","","     204.0","0","     204.0","0","   1691.3"," ,0","        0"," ,0","     22.92","0","     28.56","0","     17.28","0"
"USC00084802","2003","27.99437","-82.01378","42.4","LAKELAND 2, FL US","   1841.3","","    1841.3","0","       117","0","        84","0","        22","0","        0","","         0","0","         0","0","         6","0","         0","0","       318","0","        91","0","","","","","   -2.8","0,0124, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.5"," ,0,0101, ","   35.0","0,0710,+","0.0","0,1221","","","0.0","0,0125","-2.8","0,0124","","","     330.3","3","     330.3","0","   1527.4"," ,0","        0"," ,0","     22.76","0","     28.25","0","     17.26","0"
"USC00084802","2004","27.99437","-82.01378","42.4","LAKELAND 2, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     282.0","0","     282.0","0","","","","","","","","","",""
"USC00084802","2005","27.99437","-82.01378","42.4","LAKELAND 2, FL US","   1764.5","","    1764.5","0","       125","0","        91","0","        19","0","        0","","         0","0","         0","0","         1","0","         0","0","       324","0","        84","0","","","","","   -1.7","0,0124, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 186.4"," ,0,1024, ","   35.6","0,0813,+","","","","","-1.7","0,0124","","","","","","","","","   1703.7"," ,0","        0"," ,0","     22.32","0","     27.85","0","     16.80","0"
