"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA008204158","1994","45.0167","-64.9667","70.0","NORTH KINGSTON, NS CA","","","","","        20","C","","","","","","","","","","","","","   240"," ,C,1219, ","","","","","","","","","","","","","","","","","","","","","","","    4594.5","5","    4594.5","C","     1910"," ,C","","","","","",""
"CA008204158","1995","45.0167","-64.9667","70.0","NORTH KINGSTON, NS CA","","","","","        22","C","","","","","","","","","","","","","   180"," ,C,1220, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     1360"," ,C","","","","","",""
"CA008204158","1996","45.0167","-64.9667","70.0","NORTH KINGSTON, NS CA","     35.3","","      35.3","C","        19","C","         6","C","       166","C","        54","C","        82","C","         0","C","  -22.0","C,0206,+","   140"," ,C,0108, ","   30.5","C,0806, ","0.0","C,1005","-3.5","C,1006","-4.5","C,1113","-7.5","C,1115","-9.0","C,1228","0.0","C,0622","-2.5","C,0515","-5.0","C,0404","-8.5","C,0329","-9.5","C,0328","","","","","     1205"," ,C","      6.22","C","     11.36","C","      1.09","C"
"CA008204158","1997","45.0167","-64.9667","70.0","NORTH KINGSTON, NS CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4453.7","7","    4453.7","C","","","","","","","",""
