"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ET000063332","1962","11.6","37.417","1770.0","BAHAR DAR, ET","","","","","       111","Q","        86","Q","        12","Q","","","","","         0","Q","       359","Q","         0","Q","","","  80.0"," ,Q,0706, ","   31.8","Q,0406,+","","","","","","","","","   1288.9"," ,Q","","","     26.05","Q","",""
"ET000063332","1963","11.6","37.417","1770.0","BAHAR DAR, ET","    276.1","","     276.1","Q","       130","Q","       102","Q","        17","Q","         0","Q","         0","Q","         0","Q","       363","Q","         1","Q","    3.5","Q,1225, ","  76.4"," ,Q,0730, ","   32.8","Q,0322, ","","","","","     215.2","2","     215.2","Q","   1527.2"," ,Q","     18.51","Q","     25.77","Q","     11.25","Q"
"ET000063332","1964","11.6","37.417","1770.0","BAHAR DAR, ET","    241.0","","     241.0","Q","       117","Q","        99","Q","        21","Q","         0","Q","         0","Q","         0","Q","       353","Q","         4","Q","    4.0","Q,1220,+","  75.8"," ,Q,0718, ","   32.7","Q,0317,+","","","","","     164.5","5","     164.5","Q","   1745.5"," ,Q","     18.35","Q","     25.79","Q","     10.90","Q"
"ET000063332","1965","11.6","37.417","1770.0","BAHAR DAR, ET","    405.3","","     405.3","Q","        90","Q","        74","Q","        11","Q","         0","Q","         0","Q","         0","Q","       362","Q","        14","Q","    0.6","Q,1215, ","  58.8"," ,Q,0731, ","   33.3","Q,0514,+","","","","","     297.9","9","     297.9","Q","   1071.5"," ,Q","     18.78","Q","     26.64","Q","     10.92","Q"
"ET000063332","1966","11.6","37.417","1770.0","BAHAR DAR, ET","","","","","       122","Q","        87","Q","        14","Q","","","","","","","","","","","",""," 200.3"," ,Q,0810, ","","","","","","","","","","","   1550.3"," ,Q","","","","","",""
"ET000063332","1967","11.6","37.417","1770.0","BAHAR DAR, ET","","","","","       132","Q","        95","Q","        16","Q","","","","","","","","","","","","","  65.4"," ,Q,0717, ","","","","","","","","","","","   1485.2"," ,Q","","","","","",""
"ET000063332","1968","11.6","37.417","1770.0","BAHAR DAR, ET","    241.8","","     241.8","Q","       122","Q","        95","Q","        17","Q","         0","Q","         0","Q","         0","Q","       364","Q","         0","Q","    0.5","Q,0226, "," 105.5"," ,Q,0709, ","   30.6","Q,0326, ","","","","","","","","","   1609.9"," ,Q","     18.11","Q","     25.78","Q","     10.44","Q"
"ET000063332","1969","11.6","37.417","1770.0","BAHAR DAR, ET","    463.2","","     463.2","Q","       121","Q","        89","Q","        18","Q","         0","Q","         0","Q","         0","Q","       364","Q","         1","Q","    2.2","Q,1216, "," 107.6"," ,Q,0823, ","   32.2","Q,0415, ","","","","","     158.9","9","     158.9","Q","   1528.7"," ,Q","     19.15","Q","     26.52","Q","     11.78","Q"
"ET000063332","1970","11.6","37.417","1770.0","BAHAR DAR, ET","    356.3","","     356.3","Q","       108","Q","        93","Q","        18","Q","         0","Q","         0","Q","         0","Q","       362","Q","         1","Q","    0.6","Q,1224, ","  72.6"," ,Q,0811, ","   32.5","Q,0507, ","","","","","     215.0","0","     215.0","Q","   1577.1"," ,Q","     18.51","Q","     26.48","Q","     10.55","Q"
"ET000063332","1971","11.6","37.417","1770.0","BAHAR DAR, ET","    282.6","","     282.6","Q","       117","Q","        98","Q","        29","Q","         0","Q","         0","Q","         0","Q","       363","Q","         2","Q","    1.2","Q,1224, ","  72.0"," ,Q,0617, ","   32.5","Q,0419, ","","","","","     309.9","9","     309.9","Q","   1843.9"," ,Q","     18.27","Q","     26.49","Q","     10.05","Q"
"ET000063332","1972","11.6","37.417","1770.0","BAHAR DAR, ET","    392.4","","     392.4","Q","       113","Q","        87","Q","        22","Q","         0","Q","         0","Q","         0","Q","       366","Q","         3","Q","    2.6","Q,0208, ","  62.0"," ,Q,0622, ","   33.0","Q,0307, ","","","","","     266.4","4","     266.4","Q","   1453.9"," ,Q","     19.00","Q","     27.68","Q","     10.31","Q"
"ET000063332","1973","11.6","37.417","1770.0","BAHAR DAR, ET","    502.2","","     502.2","Q","       121","Q","        98","Q","        26","Q","         0","Q","         1","Q","         0","Q","       359","Q","        55","Q","    0.0","Q,1207, "," 116.3"," ,Q,0523, ","   39.3","Q,0323, ","0.0","Q,1207","","","      94.2","2","      94.2","Q","   2035.5"," ,Q","     19.20","Q","     28.18","Q","     10.20","Q"
"ET000063332","1974","11.6","37.417","1770.0","BAHAR DAR, ET","    281.9","","     281.9","Q","       129","Q","       105","Q","        28","Q","         0","Q","         0","Q","         0","Q","       364","Q","        34","Q","    0.5","Q,1227, ","  77.0"," ,Q,0506, ","   34.0","Q,0424,+","","","","","     200.5","5","     200.5","Q","   1945.8"," ,Q","     18.18","Q","     27.30","Q","      9.06","Q"
"ET000063332","1975","11.6","37.417","1770.0","BAHAR DAR, ET","    152.5","","     152.5","Q","       133","Q","       101","Q","        19","Q","         0","Q","         0","Q","         0","Q","       350","Q","         0","Q","    0.6","Q,1128,+","  64.3"," ,Q,0716, ","   31.5","Q,0325, ","","","","","     430.2","2","     430.2","Q","   1671.5"," ,Q","     17.38","Q","     25.63","Q","      9.13","Q"
"ET000063332","1977","11.6","37.417","1770.0","BAHAR DAR, ET","    170.1","","     170.1","Q","       134","Q","        96","Q","        19","Q","         0","Q","         0","Q","         0","Q","       363","Q","         1","Q","    1.5","Q,0106, "," 133.2"," ,Q,0723, ","   32.3","Q,0416, ","","","","","     468.1","1","     468.1","Q","   1545.2"," ,Q","     17.65","Q","     26.16","Q","      9.14","Q"
"ET000063332","1978","11.6","37.417","1770.0","BAHAR DAR, ET","    145.8","","     145.8","Q","       129","Q","        94","Q","        12","Q","         0","Q","         2","Q","         0","Q","       359","Q","         0","Q","    0.0","Q,0118,+","  61.1"," ,Q,0927, ","   32.0","Q,0328, ","","","0.0","Q,0118","     388.0","0","     388.0","Q","   1297.3"," ,Q","     17.03","Q","     26.24","Q","      7.82","Q"
"ET000063332","1979","11.6","37.417","1770.0","BAHAR DAR, ET","","","","","       123","Q","        86","Q","        17","Q","","","","","         0","Q","       358","Q","         2","Q","","","  56.2"," ,Q,0718, ","   32.9","Q,0418, ","","","","","","","","","   1310.0"," ,Q","","","     26.52","Q","",""
"ET000063332","1980","11.6","37.417","1770.0","BAHAR DAR, ET","    599.4","","     599.4","Q","       115","Q","        82","Q","         7","Q","         0","Q","         0","Q","         0","Q","       362","Q","         2","Q","    4.5","Q,1031, ","  79.9"," ,Q,0808, ","   32.2","Q,0412,+","","","","","     109.6","6","     109.6","Q","   1118.2"," ,Q","     19.70","Q","     26.80","Q","     12.61","Q"
