"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"SWE00138390","1945","58.18","13.98","145.0","TIDAHOLM D, SW","       141","E","        70","E","         2","E","","","","","  49.5"," ,E,0503, ","    624.6"," ,E"
"SWE00138390","1946","58.18","13.98","145.0","TIDAHOLM D, SW","       125","E","        64","E","         4","E","","","","","  45.2"," ,E,0725, ","    629.3"," ,E"
"SWE00138390","1947","58.18","13.98","145.0","TIDAHOLM D, SW","       106","E","        53","E","         0","E","","","","","  22.0"," ,E,0705, ","    418.3"," ,E"
"SWE00138390","1948","58.18","13.98","145.0","TIDAHOLM D, SW","       130","E","        58","E","         3","E","","","","","  34.5"," ,E,0818, ","    527.4"," ,E"
"SWE00138390","1949","58.18","13.98","145.0","TIDAHOLM D, SW","       143","E","        66","E","         0","E","","","","","  24.9"," ,E,0701, ","    565.4"," ,E"
"SWE00138390","1950","58.18","13.98","145.0","TIDAHOLM D, SW","       143","E","        75","E","         1","E","","","","","  29.5"," ,E,0711, ","    621.4"," ,E"
"SWE00138390","1951","58.18","13.98","145.0","TIDAHOLM D, SW","       130","E","        67","E","         0","E","","","","","  22.5"," ,E,1109, ","    507.5"," ,E"
"SWE00138390","1952","58.18","13.98","145.0","TIDAHOLM D, SW","       132","E","        65","E","         0","E","","","","","  23.5"," ,E,0505, ","    536.9"," ,E"
"SWE00138390","1955","58.18","13.98","145.0","TIDAHOLM D, SW","       114","E","        47","E","         0","E","","","","","  20.6"," ,E,1005, ","    402.5"," ,E"
"SWE00138390","1956","58.18","13.98","145.0","TIDAHOLM D, SW","       131","E","        53","E","         0","E","","","","","  20.5"," ,E,0607, ","    405.1"," ,E"
"SWE00138390","1957","58.18","13.98","145.0","TIDAHOLM D, SW","       136","E","        80","E","         1","E","","","","","  32.0"," ,E,0727, ","    727.3"," ,E"
"SWE00138390","1958","58.18","13.98","145.0","TIDAHOLM D, SW","       117","E","        67","E","         1","E","","","","","  64.5"," ,E,0717, ","    554.3"," ,E"
"SWE00138390","1959","58.18","13.98","145.0","TIDAHOLM D, SW","        98","E","        46","E","         3","E","","","","","  66.0"," ,E,0813, ","    556.5"," ,E"
"SWE00138390","1960","58.18","13.98","145.0","TIDAHOLM D, SW","       142","E","        76","E","         2","E","","","","","  26.3"," ,E,1012, ","    675.8"," ,E"
"SWE00138390","1961","58.18","13.98","145.0","TIDAHOLM D, SW","       129","E","        70","E","         1","E","","","","","  31.9"," ,E,0801, ","    645.5"," ,E"
"SWE00138390","1962","58.18","13.98","145.0","TIDAHOLM D, SW","       122","E","        66","E","         1","E","","","","","  29.0"," ,E,0807, ","    593.2"," ,E"
"SWE00138390","1963","58.18","13.98","145.0","TIDAHOLM D, SW","       103","E","        57","E","         2","E","","","","","  45.4"," ,E,0626, ","    515.1"," ,E"
"SWE00138390","1964","58.18","13.98","145.0","TIDAHOLM D, SW","        99","E","        55","E","         1","E","","","","","  57.0"," ,E,1013, ","    496.6"," ,E"
"SWE00138390","1965","58.18","13.98","145.0","TIDAHOLM D, SW","       118","E","        72","E","         0","E","","","","","  21.0"," ,E,0905, ","    578.9"," ,E"
"SWE00138390","1996","58.18","13.98","145.0","TIDAHOLM D, SW","       111","E","        63","E","         2","E","","","","","  41.0"," ,E,0709, ","    548.9"," ,E"
"SWE00138390","1997","58.18","13.98","145.0","TIDAHOLM D, SW","       117","E","        69","E","         0","E","","","","","  22.7"," ,E,0731, ","    609.0"," ,E"
