"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00297191","1986","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00297191","1987","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","        95","0","        52","0","         1","0","","","        23","0","","","","","","","        22"," ","","","","","   203"," ,0,1213, ","  37.6"," ,0,0801, ","","","","","","","","","","","","","","","","","","","","","","","","","    518.8"," ,0","     2100"," ,0","",""
"USC00297191","1988","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","","","","","","","       53","","        10","0","","","","","         1"," ","        22"," ","","","   254"," ,0,0101, ","   160"," ,0,1210, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    493.5"," ,0","      857"," ,0","",""
"USC00297191","1989","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","        48","0","        32","0","         1","0","","","        12","0","","","","","","","         2"," ","","","","","   178"," ,0,0127, ","  26.4"," ,0,0724, ","","","","","","","","","","","","","","","","","","","","","","","","","    276.2"," ,0","      721"," ,0","",""
"USC00297191","1990","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","        92","0","        47","0","         1","0","       29","","        14","0","","","","","","","        19"," ","","","   254"," ,0,1107, ","   241"," ,0,1107, ","  25.9"," ,0,0827, ","","","","","","","","","","","","","","","","","","","","","    3910.8","8","    3910.8","0","    396.4"," ,0","     1027"," ,0","",""
"USC00297191","1991","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","","","","","","","","","        16","0","         4","0","       219","0","","","        21"," ","  -23.3","0,0130, ","","","   178"," ,0,1130, ","","","0.0","0,0929","-2.2","0,1002","-4.4","0,1026","-13.3","0,1029","-13.3","0,1029","0.0","0,0623","-2.2","0,0604","-4.4","0,0512","-8.9","0,0505","-8.9","0,0505","","","","","    363.9"," ,0","     1309"," ,0","     -1.97","0"
"USC00297191","1992","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","","","","","","","","","        16","0","","","","","","","        30"," ","","","","","   229"," ,0,0112, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    513.1"," ,0","     1180"," ,0","",""
"USC00297191","1993","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","","","","","","","","","","","","","","","","","        14"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
