"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047168","1975","34.733","127.75","67.0","YEOSU, KS","         1","S","       139","S","         3","S","   35.0","S,0822, ","     17.96","S"
"KSM00047168","1977","34.733","127.75","67.0","YEOSU, KS","        14","S","       155","S","         5","S","   33.0","S,0802,+","     17.78","S"
"KSM00047168","1978","34.733","127.75","67.0","YEOSU, KS","         2","S","       153","S","         3","S","   35.0","S,0709, ","     18.67","S"
"KSM00047168","1979","34.733","127.75","67.0","YEOSU, KS","         2","S","       167","S","         2","S","   34.0","S,0529, ","     18.42","S"
"KSM00047168","1980","34.733","127.75","67.0","YEOSU, KS","        11","S","       125","S","         0","S","   29.0","S,0903,+","     16.75","S"
"KSM00047168","1981","34.733","127.75","67.0","YEOSU, KS","         7","S","       126","S","         1","S","   33.0","S,0730, ","     17.28","S"
"KSM00047168","1982","34.733","127.75","67.0","YEOSU, KS","         3","S","       155","S","         0","S","   31.6","S,0817,+","     18.16","S"
"KSM00047168","1983","34.733","127.75","67.0","YEOSU, KS","         6","S","       154","S","         5","S","   34.7","S,0804, ","     17.81","S"
"KSM00047168","1984","34.733","127.75","67.0","YEOSU, KS","        10","S","       147","S","         4","S","   33.8","S,0812, ","     17.44","S"
"KSM00047168","1986","34.733","127.75","67.0","YEOSU, KS","         3","S","       135","S","         0","S","   32.1","S,0802, ","     17.26","S"
"KSM00047168","1988","34.733","127.75","67.0","YEOSU, KS","         1","S","       152","S","         2","S","   32.5","S,0810, ","     17.71","S"
"KSM00047168","1989","34.733","127.75","67.0","YEOSU, KS","         0","S","       155","S","         0","S","   31.0","S,0813, ","     18.33","S"
"KSM00047168","1990","34.733","127.75","67.0","YEOSU, KS","         4","S","       151","S","        11","S","   33.9","S,0806, ","     18.64","S"
"KSM00047168","1991","34.733","127.75","67.0","YEOSU, KS","         1","S","       153","S","         0","S","   32.1","S,0820, ","     18.00","S"
"KSM00047168","1992","34.733","127.75","67.0","YEOSU, KS","         0","S","       150","S","         1","S","   34.1","S,0808, ","     18.53","S"
"KSM00047168","1993","34.733","127.75","67.0","YEOSU, KS","         0","S","       152","S","         0","S","   31.0","S,0714, ","     17.68","S"
"KSM00047168","1994","34.733","127.75","67.0","YEOSU, KS","         0","S","       162","S","        23","S","   37.1","S,0720, ","     19.29","S"
"KSM00047168","1995","34.733","127.75","67.0","YEOSU, KS","         0","S","       153","S","         4","S","   32.8","S,0811, ","     18.32","S"
"KSM00047168","1996","34.733","127.75","67.0","YEOSU, KS","         1","S","       152","S","        10","S","   35.4","S,0814, ","     18.09","S"
"KSM00047168","1997","34.733","127.75","67.0","YEOSU, KS","         0","S","       152","S","         3","S","   34.9","S,0727, ","     18.52","S"
"KSM00047168","1998","34.733","127.75","67.0","YEOSU, KS","         1","S","       153","S","         0","S","   31.7","S,0820, ","     18.84","S"
"KSM00047168","1999","34.733","127.75","67.0","YEOSU, KS","         1","S","       145","S","         0","S","   30.9","S,0818, ","     18.16","S"
"KSM00047168","2000","34.733","127.75","67.0","YEOSU, KS","         1","S","       140","S","         1","S","   33.1","S,0812, ","     18.17","S"
"KSM00047168","2001","34.733","127.75","67.0","YEOSU, KS","         3","S","       166","S","         6","S","   33.1","S,0822,+","     18.66","S"
"KSM00047168","2002","34.733","127.75","67.0","YEOSU, KS","         0","S","       143","S","         1","S","   32.3","S,0725, ","     18.44","S"
"KSM00047168","2003","34.733","127.75","67.0","YEOSU, KS","         2","S","       150","S","         0","S","   30.4","S,0804, ","     17.98","S"
"KSM00047168","2004","34.733","127.75","67.0","YEOSU, KS","         1","S","       136","S","         4","S","   34.2","S,0731, ","     18.76","S"
"KSM00047168","2005","34.733","127.75","67.0","YEOSU, KS","         1","S","       152","S","         1","S","   32.4","S,0814, ","     17.42","S"
"KSM00047168","2006","34.733","127.75","67.0","YEOSU, KS","         1","S","       148","S","         3","S","   33.0","S,0809,+","     17.84","S"
"KSM00047168","2007","34.733","127.75","67.0","YEOSU, KS","         0","S","       139","S","         2","S","   33.7","S,0728, ","     17.92","S"
"KSM00047168","2008","34.733","127.75","67.0","YEOSU, KS","         0","S","       150","S","         0","S","   31.9","S,0731, ","     17.87","S"
"KSM00047168","2009","34.733","127.75","67.0","YEOSU, KS","         1","S","       163","S","         0","S","   31.2","S,0828, ","     17.93","S"
"KSM00047168","2010","34.733","127.75","67.0","YEOSU, KS","         2","S","       143","S","         2","S","   32.5","S,0802, ","     17.47","S"
"KSM00047168","2011","34.733","127.75","67.0","YEOSU, KS","         4","S","       144","S","         1","S","   32.4","S,0719, ","     17.37","S"
"KSM00047168","2012","34.733","127.75","67.0","YEOSU, KS","         3","S","       160","S","         5","S","   34.3","S,0801, ","     17.44","S"
"KSM00047168","2013","34.733","127.75","67.0","YEOSU, KS","         2","S","       165","S","         6","S","   34.5","S,0726, ","     18.42","S"
"KSM00047168","2014","34.733","127.75","67.0","YEOSU, KS","         1","S","       163","S","         2","S","   32.8","S,0710, ","     18.11","S"
"KSM00047168","2015","34.733","127.75","67.0","YEOSU, KS","         1","S","       162","S","         2","S","   32.9","S,0807, ","     18.24","S"
