"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006151061","1998","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","","","","","","","        24","C","       102","C","         2","C","","","   32.7","C,0715, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     13.90","C","","","","","",""
"CA006151061","2000","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","    219.0","","     219.0","C","         2","C","       101","C","        56","C","        91","C","         0","C","  -18.4","C,0117, ","   30.2","C,0610, ","-0.3","C,1118","-3.6","C,1121","-7.2","C,1122","-7.2","C,1122","-9.6","C,1209","-1.7","C,0412","-2.8","C,0409","-4.4","C,0317","-7.6","C,0219","-11.1","C,0212","    3301.7","7","    3301.7","C","      8.78","C","     12.09","C","      5.47","C","","","",""
"CA006151061","2001","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3581.5","5","    3581.5","C","","","","","","","","","",""
"CA006151061","2005","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","    452.6","","     452.6","C","         3","C","       109","C","        60","C","       104","C","         4","C","  -21.2","C,0121, ","   32.9","C,0625, ","-1.5","C,1117","-3.2","C,1118","-4.7","C,1122","-7.7","C,1124","-11.3","C,1212","-1.8","C,0327","-3.7","C,0326","-4.7","C,0316","-7.3","C,0315","-11.6","C,0309","","","","","      9.41","C","     12.59","C","      6.24","C","","","",""
"CA006151061","2006","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3245.6","6","    3245.6"," ","","","","","","","","","",""
"CA006151061","2007","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","    349.5","","     349.5","C","         2","C","       109","C","        54","C","       109","C","         3","C","  -19.1","C,0306, ","   32.9","C,0906,+","-1.9","C,1118","-3.6","C,1122","-5.4","C,1123","-7.4","C,1201","-10.6","C,1215","-1.3","C,0411","-3.1","C,0408","-4.5","C,0407","-10.0","C,0308","-10.0","C,0308","","","","","      9.48","C","     12.88","C","      6.08","C","","","",""
"CA006151061","2009","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","    196.9","","     196.9","C","         2","C","        96","C","        49","C","        79","C","         0","C","  -18.6","C,0205, ","   31.3","C,0817, ","-1.1","C,1204","-2.2","C,1205","-7.7","C,1210","-7.7","C,1210","-9.6","C,1217","-2.8","C,0407","-2.8","C,0407","-7.3","C,0313","-7.3","C,0313","-13.2","C,0303","    3712.4","4","    3712.4","C","      8.71","C","     11.99","C","      5.44","C","","","",""
"CA006151061","2011","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","    355.4","","     355.4","C","         1","C","        92","C","        50","C","        96","C","         5","C","  -18.3","C,0124, ","   36.0","C,0721, ","-0.6","C,1118","-4.8","C,1210","-4.8","C,1210","-7.7","C,1228","","","-0.1","C,0408","-3.7","C,0329","-7.0","C,0328","-7.0","C,0328","-9.1","C,0303","","","","","      9.51","C","     12.85","C","      6.16","C","","","",""
"CA006151061","2012","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","    452.5","","     452.5","C","         0","C","        68","C","        15","C","       112","C","         8","C","  -14.3","C,0103, ","   35.6","C,0717, ","-1.0","C,1125","-3.0","C,1130","-5.1","C,1226","","","","","-0.1","C,0330","-6.8","C,0310","-6.8","C,0310","-6.8","C,0310","-11.4","C,0305","    2920.5","5","    2920.5","C","     11.03","C","     14.46","C","      7.61","C","","","",""
"CA006151061","2013","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","    287.2","","     287.2","C","         1","C","       106","C","        45","C","        94","C","         4","C","  -17.8","C,0123, ","   34.0","C,0717, ","-0.3","C,1103","-2.3","C,1112","-8.5","C,1123","-8.5","C,1123","-9.6","C,1124","-0.8","C,0421","-2.2","C,0406","-6.4","C,0321","-6.7","C,0302","-10.7","C,0221","    3409.0","0","    3409.0","C","      9.08","C","     12.37","C","      5.78","C","","","",""
