"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00047300","1979","40.55","-122.38333","143.3","REDDING FIRE STATION 4, CA US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00047300","1980","40.55","-122.38333","143.3","REDDING FIRE STATION 4, CA US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00047300","1981","40.55","-122.38333","143.3","REDDING FIRE STATION 4, CA US","    991.4","","     991.4","0","        90","0","        74","0","        21","0","        0","","         0","0","         0","0","        22","0","         0","0","       210","0","       108","0","","","   -3.3","0,0224,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 101.1"," ,0,1219, ","   47.8","0,0807, ","0.0","0,1118","","","","","-3.3","0,0224","-3.3","0,0224","","","","","","","   1466.7"," ,0","        0"," ,0","     16.98","0","     24.66","0","      9.30","0"
"USC00047300","1982","40.55","-122.38333","143.3","REDDING FIRE STATION 4, CA US","","","","","","","","","","","","","         3","0","         0","0","        61","0","","","","","","","","","   -4.4","0,0206, ","","","    51"," ,0,0104, ","","","","","-1.7","0,1113","-2.2","0,1114","","","0.0","0,0415","-2.2","0,0301","-4.4","0,0206","","","","","","","      122"," ,0","","","","","      7.50","0"
"USC00047300","1983","40.55","-122.38333","143.3","REDDING FIRE STATION 4, CA US","    853.4","","     853.4","0","       138","0","       101","0","        28","0","        0","","         0","0","         0","0","        31","0","         0","0","       189","0","        95","0","","","   -6.1","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  71.9"," ,0,0126, ","   42.8","0,0806, ","0.0","0,1108","-3.3","0,1221","","","-2.8","0,0205","-2.8","0,0205","-6.1","0,0114","    1704.3","3","    1704.3","0","   1982.5"," ,0","        0"," ,0","     16.25","0","     23.53","0","      8.96","0"
"USC00047300","1985","40.55","-122.38333","143.3","REDDING FIRE STATION 4, CA US","","","","","        52","0","        35","0","        10","0","        0","","         0","0","         0","0","        67","0","","","","","","","         1"," ","   -6.1","0,1121,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  71.4"," ,0,0908, ","","","-2.2","0,1109","-2.2","0,1109","-6.1","0,1113","-1.1","0,0329","-2.2","0,0328","-4.4","0,0202","","","","","    659.5"," ,0","        0"," ,0","","","","","      8.11","0"
"USC00047300","1986","40.55","-122.38333","143.3","REDDING FIRE STATION 4, CA US","","","","","        76","0","        57","0","        12","0","        0","","         0","0","         0","0","        22","0","","","","","","","","","   -2.8","0,1217,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.5"," ,0,0217, ","","","-0.6","0,1108","-2.8","0,1201","","","0.0","0,0402","-2.8","0,0210","","","","","","","    963.4"," ,0","        0"," ,0","","","","","      9.37","0"
