"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCRT","2003","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1342.2","","    1342.2","U","         0","U","         2","U","         0","U","       260","U","       140","U","   -0.6","U,1228, ","   43.9","U,0715, ","0.0","U,1227","","","","","     873.1","1","     873.1","U","     19.46","U","     27.94","U","     10.97","U"
"USR0000CCRT","2004","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1119.4","","    1119.4","U","         0","U","         3","U","         0","U","       270","U","       139","U","   -1.7","U,1129, ","   43.9","U,0810, ","-1.7","U,1129","","","","","     859.0","0","     859.0","U","     18.80","U","     27.48","U","     10.11","U"
"USR0000CCRT","2005","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","    995.3","","     995.3","U","         0","U","         1","U","         0","U","       267","U","       115","U","    0.0","U,1216, ","   43.9","U,0713, ","0.0","U,1216","","","","","    1065.5","5","    1065.5","U","     18.55","U","     26.94","U","     10.17","U"
"USR0000CCRT","2006","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1219.5","","    1219.5","U","         0","U","         4","U","         0","U","       277","U","       130","U","   -1.1","U,1218,+","   45.6","U,0722, ","0.0","U,1129","","","","","     951.9","9","     951.9","U","     19.02","U","     27.68","U","     10.37","U"
"USR0000CCRT","2007","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1193.7","","    1193.7","U","         0","U","        12","U","         0","U","       279","U","       137","U","   -3.9","U,0115,+","   43.9","U,0829, ","0.0","U,1222","0.0","U,0128","-3.9","U,0115","     866.8","8","     866.8","U","     19.07","U","     28.20","U","      9.94","U"
"USR0000CCRT","2008","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1590.4","","    1590.4","U","         0","U","         2","U","         0","U","       286","U","       157","U","    0.0","U,0205,+","   43.9","U,0621,+","","","0.0","U,0205","","","     963.8","8","     963.8","U","     20.37","U","     28.81","U","     11.92","U"
"USR0000CCRT","2009","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1343.8","","    1343.8","U","         0","U","         1","U","         0","U","       289","U","       134","U","    0.0","U,1208, ","   44.4","U,0718, ","0.0","U,1208","","","","","     624.2","2","     624.2","U","     20.13","U","     28.48","U","     11.79","U"
"USR0000CCRT","2011","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1060.3","","    1060.3","U","         0","U","         9","U","         0","U","       266","U","       116","U","   -1.1","U,0227,+","   43.3","U,0828,+","0.0","U,1205","0.0","U,0409","","","    1051.1","1","    1051.1","U","     18.32","U","     27.06","U","      9.58","U"
"USR0000CCRT","2012","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1325.7","","    1325.7","U","         0","U","         9","U","         0","U","       295","U","       151","U","    0.0","U,1220,+","   43.9","U,0809, ","0.0","U,1218","0.0","U,0318","","","     886.2","2","     886.2","U","     19.71","U","     28.73","U","     10.68","U"
"USR0000CCRT","2013","33.7403","-116.8414","594.4","CRANSTON CALIFORNIA, CA US","   1194.8","","    1194.8","U","         0","U","        10","U","         0","U","       292","U","       139","U","   -3.3","U,0114, ","   45.0","U,0630, ","-1.1","U,1209","0.0","U,0219","-3.3","U,0114","     842.3","3","     842.3","U","     19.21","U","     28.16","U","     10.25","U"
