"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00170600","1958","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       128","0","        81","0","         8","0","","","  46.5"," ,0,0725, ","   1031.6"," ,0"
"USC00170600","1961","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       128","0","        82","0","         8","0","","","  52.8"," ,0,0724, ","   1094.0"," ,0"
"USC00170600","1962","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       123","0","        79","0","        11","0","","","  77.2"," ,0,0807, ","   1137.4"," ,0"
"USC00170600","1963","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       123","0","        73","0","         8","0","","","  56.1"," ,0,1029, ","    956.6"," ,0"
"USC00170600","1964","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       124","0","        68","0","         8","0","        19"," ","  53.6"," ,0,1126, ","    842.2"," ,0"
"USC00170600","1965","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       124","0","        70","0","         8","0","        11"," ","  65.0"," ,0,0718, ","    867.5"," ,0"
"USC00170600","1966","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       129","0","        73","0","         9","0","         8"," "," 128.0"," ,0,1103, ","   1019.7"," ,0"
"USC00170600","1967","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       128","0","        90","0","         6","0","         4"," ","  58.2"," ,0,0929, ","   1058.3"," ,0"
"USC00170600","1968","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       122","0","        74","0","         7","0","         7"," ","  55.1"," ,0,0425, ","    993.2"," ,0"
"USC00170600","1969","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       129","0","        86","0","        17","0","         3"," ","  90.2"," ,0,1227, ","   1532.3"," ,0"
"USC00170600","1970","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       114","0","        76","0","        10","0","","","  82.3"," ,0,1023, ","   1169.5"," ,0"
"USC00170600","1971","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       106","0","        75","0","         6","0","","","  45.2"," ,0,0503, ","    872.0"," ,0"
"USC00170600","1972","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       149","0","        97","0","        11","0","","","  54.6"," ,0,0601, ","   1170.6"," ,0"
"USC00170600","1973","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       134","0","        87","0","        15","0","","","  91.4"," ,0,1221, ","   1370.0"," ,0"
"USC00170600","1974","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       131","0","        91","0","         9","0","","","  86.9"," ,0,0617, ","   1090.3"," ,0"
"USC00170600","1976","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       142","0","        95","0","        11","0","","","  53.1"," ,0,0810, ","   1245.8"," ,0"
"USC00170600","1977","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       121","0","        85","0","        14","0","","","  69.3"," ,0,0817, ","   1321.4"," ,0"
"USC00170600","1978","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       114","0","        69","0","         5","0","","","  82.0"," ,0,0109, ","    872.5"," ,0"
"USC00170600","1979","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       134","0","        90","0","        15","0","","","  85.6"," ,0,0427, ","   1321.5"," ,0"
"USC00170600","1980","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       112","0","        71","0","         4","0","","","  60.5"," ,0,0711, ","    867.6"," ,0"
"USC00170600","1981","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       119","0","        81","0","        12","0","","","  62.7"," ,0,1023, ","   1141.2"," ,0"
"USC00170600","1982","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       122","0","        69","0","         9","0","","","  42.7"," ,0,1113, ","    918.5"," ,0"
"USC00170600","1983","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       127","0","        93","0","        14","0","","","  66.8"," ,0,0417, ","   1456.5"," ,0"
"USC00170600","1984","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       124","0","        73","0","        13","0","","","  81.8"," ,0,0625, ","   1164.4"," ,0"
"USC00170600","1985","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       114","0","        76","0","         9","0","","","  45.0"," ,0,0716, ","    937.4"," ,0"
"USC00170600","1986","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       126","0","        93","0","         9","0","","","  68.8"," ,0,0126, ","   1018.7"," ,0"
"USC00170600","1987","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       115","0","        70","0","         7","0","",""," 111.5"," ,0,0331, ","    974.3"," ,0"
"USC00170600","1989","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       126","0","        86","0","        10","0","","","  50.5"," ,0,0506, ","   1203.2"," ,0"
"USC00170600","1991","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       132","0","        75","0","         9","0","","","  87.6"," ,0,0819, ","   1071.8"," ,0"
"USC00170600","1998","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       130","0","        87","0","        12","0","","","  79.5"," ,0,0614, ","   1198.8"," ,0"
"USC00170600","1999","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       124","0","        83","0","        13","0","","","  77.5"," ,0,0910, ","   1214.3"," ,0"
"USC00170600","2004","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","","","","","","","","","","","    928.0"," ,0"
"USC00170600","2005","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       130","0","        83","0","        19","0","","","  61.5"," ,0,0901, ","   1509.1"," ,0"
"USC00170600","2007","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       119","0","        73","0","        14","0","","","  69.6"," ,0,1116, ","   1104.9"," ,0"
"USC00170600","2008","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       143","0","        93","0","        15","0","","","  83.8"," ,0,1126, ","   1464.7"," ,0"
"USC00170600","2009","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       128","0","        95","0","        10","0","","","  52.1"," ,0,1115, ","   1248.3"," ,0"
"USC00170600","2010","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       122","0","        87","0","        17","0","","","  74.9"," ,0,1213, ","   1279.0"," ,0"
"USC00170600","2011","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       129","7","        81","7","        19","7","","","  61.0"," ,7,0829, ","   1406.6"," ,7"
"USC00170600","2012","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       117","7","        90","7","        14","7","","","  69.6"," ,7,0810, ","   1310.4"," ,7"
"USC00170600","2013","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       138","7","        88","7","         9","7","","","  50.8"," ,7,0603, ","   1121.7"," ,7"
"USC00170600","2014","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       147","7","        87","7","        14","7","","","  64.5"," ,7,0814, ","   1349.6"," ,7"
"USC00170600","2015","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       135","7","        83","7","         8","7","","","  64.0"," ,7,1001, ","   1126.2"," ,7"
"USC00170600","2016","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       110","7","        78","7","        13","7","","","  46.0"," ,7,0111, ","   1005.8"," ,7"
"USC00170600","2017","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       134","7","        92","7","        10","7","","","  49.8"," ,7,1027, ","   1148.7"," ,7"
"USC00170600","2018","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       135","7","        96","7","         7","7","","","  53.3"," ,7,0113, ","   1178.9"," ,7"
"USC00170600","2019","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       133","7","        95","7","         7","7","","","  39.6"," ,7,1024, ","   1142.6"," ,7"
"USC00170600","2020","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       116","7","        77","7","        12","7","","","  79.0"," ,7,1201, ","   1199.2"," ,7"
"USC00170600","2021","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       133","7","        82","7","         4","7","","","  63.8"," ,7,0910, ","    917.9"," ,7"
"USC00170600","2022","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       134","7","        95","7","         9","7","","","  96.0"," ,7,1015, ","   1230.1"," ,7"
"USC00170600","2023","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","","","","","","","","","","","   1491.4"," ,7"
"USC00170600","2024","45.06979","-69.90549","114.3","BINGHAM WYMAN DAM, ME US","       144","7","        88","7","         8","7","","","  90.2"," ,7,0711, ","   1214.1"," ,7"
