"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000087217","1957","-29.383","-66.817","438.0","LA RIOJA AERO., AR","","","","","","","","","         0","G","       282","G","       130","G","","","   43.0","G,1130,+","","","","","","","","","","","","","","","","","","","     28.05","G","",""
"AR000087217","1958","-29.383","-66.817","438.0","LA RIOJA AERO., AR","","","","","         0","G","         9","G","         0","G","       280","G","       109","G","   -5.0","G,0810, ","   41.5","G,0213, ","-1.0","G,0528","-4.3","G,0729","","","-0.3","G,0811","-5.0","G,0810","-5.0","G,0810","     691.7","7","     691.7","G","     20.51","G","     27.26","G","     13.76","G"
"AR000087217","1960","-29.383","-66.817","438.0","LA RIOJA AERO., AR","","","","","         0"," ","        18","G","","","","","","","   -6.5","G,0708, ","","","-2.2","G,0520","-2.2","G,0520","-4.4","G,0707","-0.6","G,0818","-2.6","G,0803","","","","","","","","","","","     13.50","G"
"AR000087217","1961","-29.383","-66.817","438.0","LA RIOJA AERO., AR","","","","","         0","G","        15","G","","","","","","","   -4.9","G,0616, ","","","-0.6","G,0610","-4.4","G,0614","-4.4","G,0614","","","","","","","","","","","","","","","     13.68","G"
"AR000087217","1962","-29.383","-66.817","438.0","LA RIOJA AERO., AR","","","","","         0","G","        15","G","         0","G","       290","G","       132","G","   -5.1","G,0717,+","   42.1","G,1128, ","-0.6","G,0603","-2.5","G,0622","-5.1","G,0716","-2.3","G,0810","-2.3","G,0810","","","     766.4","4","     766.4","G","     20.58","G","     28.00","G","     13.17","G"
"AR000087217","1963","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1553.2","","    1553.2","G","         0","G","         9","G","         0","G","       288","G","       109","G","   -4.1","G,0618, ","   45.5","G,0104, ","-3.2","G,0616","-3.2","G,0616","","","-0.1","G,0809","-3.7","G,0805","","","     658.7","7","     658.7","G","     20.42","G","     27.58","G","     13.25","G"
"AR000087217","1964","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1340.6","","    1340.6","G","         0","G","        17","G","         0","G","       293","G","       115","G","   -3.3","G,0801, ","   43.0","G,0131, ","-0.1","G,0608","-2.8","G,0630","","","-0.3","G,0902","-2.7","G,0802","","","     750.5","5","     750.5","G","     20.29","G","     27.79","G","     12.80","G"
"AR000087217","1967","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1720.9","","    1720.9","G","         0","G","        16","G","         0","G","       298","G","       148","G","   -5.6","G,0616, ","   43.0","G,1230, ","-0.7","G,0605","-4.0","G,0614","-5.6","G,0616","-0.1","G,0824","","","","","     695.3","3","     695.3","G","     21.38","G","     29.18","G","     13.59","G"
"AR000087217","1968","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1545.5","","    1545.5","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR000087217","1969","-29.383","-66.817","438.0","LA RIOJA AERO., AR","","","","","         0","G","        15","G","         0","G","       310","G","       153","G","   -5.1","G,0710, ","   43.7","G,0131, ","-0.1","G,0504","-3.6","G,0709","-5.1","G,0710","-0.3","G,0806","-3.1","G,0801","","","     583.5","5","     583.5","G","     21.85","G","     29.70","G","     13.99","G"
"AR000087217","1970","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1852.0","","    1852.0","G","         0","G","        10","G","         0","G","       301","G","       138","G","   -3.5","G,0702, ","   43.9","G,1210, ","-1.3","G,0629","-3.3","G,0701","","","","","","","","","     623.2","2","     623.2","G","     21.59","G","     29.15","G","     14.03","G"
"AR000087217","1971","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1519.3","","    1519.3","G","         0","G","         6","G","         0","G","       300","G","       133","G","   -2.7","G,0623, ","   46.4","G,1228, ","-2.5","G,0608","-2.5","G,0608","","","","","","","","","     650.2","2","     650.2","G","     21.27","G","     28.98","G","     13.56","G"
"AR000087217","1972","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1938.7","","    1938.7","G","         0","G","         5","G","         0","G","       301","G","       122","G","   -2.7","G,0703, ","   45.1","G,0111, ","-2.7","G,0703","-2.7","G,0703","","","","","","","","","     599.0","0","     599.0","G","     21.36","G","     28.44","G","     14.27","G"
"AR000087217","1973","-29.383","-66.817","438.0","LA RIOJA AERO., AR","   1591.8","","    1591.8","G","         0","G","         3","G","         0","G","       293","G","       109","G","   -1.9","G,0722, ","   44.0","G,0111, ","-0.2","G,0702","","","","","","","","","","","     625.9","9","     625.9","G","     20.77","G","     27.70","G","     13.84","G"
